date,sales,year,month,day_of_week,week,is_weekend
2022-10-15,988,2022,10,5,41,1
2022-10-16,1070,2022,10,6,41,1
2022-10-17,727,2022,10,0,42,0
2022-10-18,907,2022,10,1,42,0
2022-10-19,931,2022,10,2,42,0
2022-10-20,1388,2022,10,3,42,0
2022-10-21,1383,2022,10,4,42,0
2022-10-22,1953,2022,10,5,42,1
2022-10-23,1570,2022,10,6,42,1
2022-10-24,1554,2022,10,0,43,0
2022-10-25,1372,2022,10,1,43,0
2022-10-26,1286,2022,10,2,43,0
2022-10-27,1368,2022,10,3,43,0
2022-10-28,1246,2022,10,4,43,0
2022-10-29,1592,2022,10,5,43,1
2022-10-30,1905,2022,10,6,43,1
2022-10-31,1093,2022,10,0,44,0
2022-11-01,1154,2022,11,1,44,0
2022-11-02,1389,2022,11,2,44,0
2022-11-03,1495,2022,11,3,44,0
2022-11-04,1548,2022,11,4,44,0
2022-11-05,1956,2022,11,5,44,1
2022-11-06,812,2022,11,6,44,1
2022-11-07,538,2022,11,0,45,0
2022-11-08,845,2022,11,1,45,0
2022-11-09,676,2022,11,2,45,0
2022-11-10,680,2022,11,3,45,0
2022-11-11,900,2022,11,4,45,0
2022-11-12,1003,2022,11,5,45,1
2022-11-13,914,2022,11,6,45,1
2022-11-14,805,2022,11,0,46,0
2022-11-15,637,2022,11,1,46,0
2022-11-16,766,2022,11,2,46,0
2022-11-17,688,2022,11,3,46,0
2022-11-18,774,2022,11,4,46,0
2022-11-19,1101,2022,11,5,46,1
2022-11-20,899,2022,11,6,46,1
2022-11-21,648,2022,11,0,47,0
2022-11-22,765,2022,11,1,47,0
2022-11-23,642,2022,11,2,47,0
2022-11-24,605,2022,11,3,47,0
2022-11-25,648,2022,11,4,47,0
2022-11-26,710,2022,11,5,47,1
2022-11-27,1063,2022,11,6,47,1
2022-11-28,523,2022,11,0,48,0
2022-11-29,644,2022,11,1,48,0
2022-11-30,639,2022,11,2,48,0
2022-12-01,684,2022,12,3,48,0
2022-12-02,798,2022,12,4,48,0
2022-12-03,983,2022,12,5,48,1
2022-12-04,764,2022,12,6,48,1
2022-12-05,578,2022,12,0,49,0
2022-12-06,676,2022,12,1,49,0
2022-12-07,634,2022,12,2,49,0
2022-12-08,791,2022,12,3,49,0
2022-12-09,760,2022,12,4,49,0
2022-12-10,960,2022,12,5,49,1
2022-12-11,881,2022,12,6,49,1
2022-12-12,674,2022,12,0,50,0
2022-12-13,664,2022,12,1,50,0
2022-12-14,556,2022,12,2,50,0
2022-12-15,682,2022,12,3,50,0
2022-12-16,661,2022,12,4,50,0
2022-12-17,823,2022,12,5,50,1
2022-12-18,871,2022,12,6,50,1
2022-12-19,679,2022,12,0,51,0
2022-12-20,652,2022,12,1,51,0
2022-12-21,675,2022,12,2,51,0
2022-12-22,798,2022,12,3,51,0
2022-12-23,738,2022,12,4,51,0
2022-12-24,1203,2022,12,5,51,1
2022-12-25,1397,2022,12,6,51,1
2022-12-26,762,2022,12,0,52,0
2022-12-27,1146,2022,12,1,52,0
2022-12-28,1098,2022,12,2,52,0
2022-12-29,1226,2022,12,3,52,0
2022-12-30,1254,2022,12,4,52,0
2022-12-31,1399,2022,12,5,52,1
2023-01-01,1139,2023,1,6,52,1
2023-01-02,928,2023,1,0,1,0
2023-01-03,957,2023,1,1,1,0
2023-01-04,991,2023,1,2,1,0
2023-01-05,1143,2023,1,3,1,0
2023-01-06,897,2023,1,4,1,0
2023-01-07,947,2023,1,5,1,1
2023-01-08,727,2023,1,6,1,1
2023-01-09,639,2023,1,0,2,0
2023-01-10,779,2023,1,1,2,0
2023-01-11,629,2023,1,2,2,0
2023-01-12,668,2023,1,3,2,0
2023-01-13,751,2023,1,4,2,0
2023-01-14,840,2023,1,5,2,1
2023-01-15,927,2023,1,6,2,1
2023-01-16,611,2023,1,0,3,0
2023-01-17,727,2023,1,1,3,0
2023-01-18,624,2023,1,2,3,0
2023-01-19,661,2023,1,3,3,0
2023-01-20,839,2023,1,4,3,0
2023-01-21,906,2023,1,5,3,1
2023-01-22,1084,2023,1,6,3,1
2023-01-23,607,2023,1,0,4,0
2023-01-24,730,2023,1,1,4,0
2023-01-25,799,2023,1,2,4,0
2023-01-26,605,2023,1,3,4,0
2023-01-27,642,2023,1,4,4,0
2023-01-28,814,2023,1,5,4,1
2023-01-29,1058,2023,1,6,4,1
2023-01-30,615,2023,1,0,5,0
2023-01-31,998,2023,1,1,5,0
2023-02-01,689,2023,2,2,5,0
2023-02-02,758,2023,2,3,5,0
2023-02-03,986,2023,2,4,5,0
2023-02-04,1286,2023,2,5,5,1
2023-02-05,1205,2023,2,6,5,1
2023-02-06,787,2023,2,0,6,0
2023-02-07,860,2023,2,1,6,0
2023-02-08,821,2023,2,2,6,0
2023-02-09,844,2023,2,3,6,0
2023-02-10,796,2023,2,4,6,0
2023-02-11,951,2023,2,5,6,1
2023-02-12,977,2023,2,6,6,1
2023-02-13,693,2023,2,0,7,0
2023-02-14,748,2023,2,1,7,0
2023-02-15,864,2023,2,2,7,0
2023-02-16,896,2023,2,3,7,0
2023-02-17,893,2023,2,4,7,0
2023-02-18,1303,2023,2,5,7,1
2023-02-19,886,2023,2,6,7,1
2023-02-20,719,2023,2,0,8,0
2023-02-21,754,2023,2,1,8,0
2023-02-22,661,2023,2,2,8,0
2023-02-23,824,2023,2,3,8,0
2023-02-24,907,2023,2,4,8,0
2023-02-25,1362,2023,2,5,8,1
2023-02-26,1141,2023,2,6,8,1
2023-02-27,678,2023,2,0,9,0
2023-02-28,1070,2023,2,1,9,0
2023-03-01,997,2023,3,2,9,0
2023-03-02,929,2023,3,3,9,0
2023-03-03,933,2023,3,4,9,0
2023-03-04,1055,2023,3,5,9,1
2023-03-05,1054,2023,3,6,9,1
2023-03-06,910,2023,3,0,10,0
2023-03-07,1119,2023,3,1,10,0
2023-03-08,1080,2023,3,2,10,0
2023-03-09,851,2023,3,3,10,0
2023-03-10,873,2023,3,4,10,0
2023-03-11,1254,2023,3,5,10,1
2023-03-12,929,2023,3,6,10,1
2023-03-13,864,2023,3,0,11,0
2023-03-14,913,2023,3,1,11,0
2023-03-15,884,2023,3,2,11,0
2023-03-16,776,2023,3,3,11,0
2023-03-17,1106,2023,3,4,11,0
2023-03-18,1204,2023,3,5,11,1
2023-03-19,1039,2023,3,6,11,1
2023-03-20,613,2023,3,0,12,0
2023-03-21,964,2023,3,1,12,0
2023-03-22,1203,2023,3,2,12,0
2023-03-23,1193,2023,3,3,12,0
2023-03-24,1024,2023,3,4,12,0
2023-03-25,1242,2023,3,5,12,1
2023-03-26,1314,2023,3,6,12,1
2023-03-27,798,2023,3,0,13,0
2023-03-28,1042,2023,3,1,13,0
2023-03-29,1108,2023,3,2,13,0
2023-03-30,1177,2023,3,3,13,0
2023-03-31,1110,2023,3,4,13,0
2023-04-01,1352,2023,4,5,13,1
2023-04-02,1161,2023,4,6,13,1
2023-04-03,845,2023,4,0,14,0
2023-04-04,1015,2023,4,1,14,0
2023-04-05,1095,2023,4,2,14,0
2023-04-06,1175,2023,4,3,14,0
2023-04-07,1057,2023,4,4,14,0
2023-04-08,1718,2023,4,5,14,1
2023-04-09,1294,2023,4,6,14,1
2023-04-10,964,2023,4,0,15,0
2023-04-11,987,2023,4,1,15,0
2023-04-12,811,2023,4,2,15,0
2023-04-13,1212,2023,4,3,15,0
2023-04-14,1316,2023,4,4,15,0
2023-04-15,1436,2023,4,5,15,1
2023-04-16,1392,2023,4,6,15,1
2023-04-17,1063,2023,4,0,16,0
2023-04-18,924,2023,4,1,16,0
2023-04-19,1051,2023,4,2,16,0
2023-04-20,1237,2023,4,3,16,0
2023-04-21,1069,2023,4,4,16,0
2023-04-22,1587,2023,4,5,16,1
2023-04-23,1210,2023,4,6,16,1
2023-04-24,1089,2023,4,0,17,0
2023-04-25,1144,2023,4,1,17,0
2023-04-26,950,2023,4,2,17,0
2023-04-27,1332,2023,4,3,17,0
2023-04-28,1171,2023,4,4,17,0
2023-04-29,1430,2023,4,5,17,1
2023-04-30,1500,2023,4,6,17,1
2023-05-01,1215,2023,5,0,18,0
2023-05-02,1045,2023,5,1,18,0
2023-05-03,1194,2023,5,2,18,0
2023-05-04,1252,2023,5,3,18,0
2023-05-05,1426,2023,5,4,18,0
2023-05-06,1651,2023,5,5,18,1
2023-05-07,1437,2023,5,6,18,1
2023-05-08,982,2023,5,0,19,0
2023-05-09,1222,2023,5,1,19,0
2023-05-10,1067,2023,5,2,19,0
2023-05-11,857,2023,5,3,19,0
2023-05-12,1415,2023,5,4,19,0
2023-05-13,1843,2023,5,5,19,1
2023-05-14,1156,2023,5,6,19,1
2023-05-15,982,2023,5,0,20,0
2023-05-16,1331,2023,5,1,20,0
2023-05-17,1586,2023,5,2,20,0
2023-05-18,1245,2023,5,3,20,0
2023-05-19,1255,2023,5,4,20,0
2023-05-20,1649,2023,5,5,20,1
2023-05-21,1845,2023,5,6,20,1
2023-05-22,1045,2023,5,0,21,0
2023-05-23,1143,2023,5,1,21,0
2023-05-24,1190,2023,5,2,21,0
2023-05-25,1127,2023,5,3,21,0
2023-05-26,1414,2023,5,4,21,0
2023-05-27,2082,2023,5,5,21,1
2023-05-28,1652,2023,5,6,21,1
2023-05-29,1112,2023,5,0,22,0
2023-05-30,1233,2023,5,1,22,0
2023-05-31,1060,2023,5,2,22,0
2023-06-01,1424,2023,6,3,22,0
2023-06-02,1399,2023,6,4,22,0
2023-06-03,1698,2023,6,5,22,1
2023-06-04,2361,2023,6,6,22,1
2023-06-05,1203,2023,6,0,23,0
2023-06-06,1180,2023,6,1,23,0
2023-06-07,1229,2023,6,2,23,0
2023-06-08,1486,2023,6,3,23,0
2023-06-09,1446,2023,6,4,23,0
2023-06-10,1474,2023,6,5,23,1
2023-06-11,1814,2023,6,6,23,1
2023-06-12,1080,2023,6,0,24,0
2023-06-13,1630,2023,6,1,24,0
2023-06-14,1483,2023,6,2,24,0
2023-06-15,1236,2023,6,3,24,0
2023-06-16,1674,2023,6,4,24,0
2023-06-17,1778,2023,6,5,24,1
2023-06-18,1810,2023,6,6,24,1
2023-06-19,1247,2023,6,0,25,0
2023-06-20,1182,2023,6,1,25,0
2023-06-21,1212,2023,6,2,25,0
2023-06-22,1482,2023,6,3,25,0
2023-06-23,1384,2023,6,4,25,0
2023-06-24,1685,2023,6,5,25,1
2023-06-25,1460,2023,6,6,25,1
2023-06-26,1241,2023,6,0,26,0
2023-06-27,1678,2023,6,1,26,0
2023-06-28,1153,2023,6,2,26,0
2023-06-29,1314,2023,6,3,26,0
2023-06-30,1707,2023,6,4,26,0
2023-07-01,1751,2023,7,5,26,1
2023-07-02,1728,2023,7,6,26,1
2023-07-03,1037,2023,7,0,27,0
2023-07-04,1377,2023,7,1,27,0
2023-07-05,1278,2023,7,2,27,0
2023-07-06,1470,2023,7,3,27,0
2023-07-07,1656,2023,7,4,27,0
2023-07-08,2403,2023,7,5,27,1
2023-07-09,1747,2023,7,6,27,1
2023-07-10,1219,2023,7,0,28,0
2023-07-11,1332,2023,7,1,28,0
2023-07-12,1246,2023,7,2,28,0
2023-07-13,1352,2023,7,3,28,0
2023-07-14,1377,2023,7,4,28,0
2023-07-15,1785,2023,7,5,28,1
2023-07-16,1894,2023,7,6,28,1
2023-07-17,1031,2023,7,0,29,0
2023-07-18,1479,2023,7,1,29,0
2023-07-19,1509,2023,7,2,29,0
2023-07-20,1268,2023,7,3,29,0
2023-07-21,1095,2023,7,4,29,0
2023-07-22,1609,2023,7,5,29,1
2023-07-23,1869,2023,7,6,29,1
2023-07-24,1147,2023,7,0,30,0
2023-07-25,1131,2023,7,1,30,0
2023-07-26,1198,2023,7,2,30,0
2023-07-27,1405,2023,7,3,30,0
2023-07-28,1489,2023,7,4,30,0
2023-07-29,1659,2023,7,5,30,1
2023-07-30,1510,2023,7,6,30,1
2023-07-31,1081,2023,7,0,31,0
2023-08-01,1125,2023,8,1,31,0
2023-08-02,1522,2023,8,2,31,0
2023-08-03,1203,2023,8,3,31,0
2023-08-04,1588,2023,8,4,31,0
2023-08-05,2016,2023,8,5,31,1
2023-08-06,1749,2023,8,6,31,1
2023-08-07,1058,2023,8,0,32,0
2023-08-08,1296,2023,8,1,32,0
2023-08-09,1227,2023,8,2,32,0
2023-08-10,1101,2023,8,3,32,0
2023-08-11,1400,2023,8,4,32,0
2023-08-12,1430,2023,8,5,32,1
2023-08-13,1753,2023,8,6,32,1
2023-08-14,1032,2023,8,0,33,0
2023-08-15,1238,2023,8,1,33,0
2023-08-16,1247,2023,8,2,33,0
2023-08-17,1164,2023,8,3,33,0
2023-08-18,1413,2023,8,4,33,0
2023-08-19,1521,2023,8,5,33,1
2023-08-20,1650,2023,8,6,33,1
2023-08-21,907,2023,8,0,34,0
2023-08-22,1199,2023,8,1,34,0
2023-08-23,1485,2023,8,2,34,0
2023-08-24,1040,2023,8,3,34,0
2023-08-25,1184,2023,8,4,34,0
2023-08-26,1671,2023,8,5,34,1
2023-08-27,1481,2023,8,6,34,1
2023-08-28,1084,2023,8,0,35,0
2023-08-29,1220,2023,8,1,35,0
2023-08-30,1236,2023,8,2,35,0
2023-08-31,1304,2023,8,3,35,0
2023-09-01,1313,2023,9,4,35,0
2023-09-02,1485,2023,9,5,35,1
2023-09-03,1528,2023,9,6,35,1
2023-09-04,1269,2023,9,0,36,0
2023-09-05,1100,2023,9,1,36,0
2023-09-06,990,2023,9,2,36,0
2023-09-07,1266,2023,9,3,36,0
2023-09-08,1197,2023,9,4,36,0
2023-09-09,1143,2023,9,5,36,1
2023-09-10,1514,2023,9,6,36,1
2023-09-11,919,2023,9,0,37,0
2023-09-12,1073,2023,9,1,37,0
2023-09-13,1123,2023,9,2,37,0
2023-09-14,1099,2023,9,3,37,0
2023-09-15,1281,2023,9,4,37,0
2023-09-16,1364,2023,9,5,37,1
2023-09-17,1409,2023,9,6,37,1
2023-09-18,920,2023,9,0,38,0
2023-09-19,1147,2023,9,1,38,0
2023-09-20,1125,2023,9,2,38,0
2023-09-21,930,2023,9,3,38,0
2023-09-22,1297,2023,9,4,38,0
2023-09-23,1304,2023,9,5,38,1
2023-09-24,1412,2023,9,6,38,1
2023-09-25,959,2023,9,0,39,0
2023-09-26,1266,2023,9,1,39,0
2023-09-27,984,2023,9,2,39,0
2023-09-28,964,2023,9,3,39,0
2023-09-29,1098,2023,9,4,39,0
2023-09-30,1296,2023,9,5,39,1
2023-10-01,1363,2023,10,6,39,1
2023-10-02,731,2023,10,0,40,0
2023-10-03,864,2023,10,1,40,0
2023-10-04,859,2023,10,2,40,0
2023-10-05,1088,2023,10,3,40,0
2023-10-06,1305,2023,10,4,40,0
2023-10-07,1282,2023,10,5,40,1
2023-10-08,1172,2023,10,6,40,1
2023-10-09,864,2023,10,0,41,0
2023-10-10,1089,2023,10,1,41,0
2023-10-11,843,2023,10,2,41,0
2023-10-12,965,2023,10,3,41,0
2023-10-13,1154,2023,10,4,41,0
2023-10-14,1331,2023,10,5,41,1
2023-10-15,1182,2023,10,6,41,1
2023-10-16,933,2023,10,0,42,0
2023-10-17,662,2023,10,1,42,0
2023-10-18,988,2023,10,2,42,0
2023-10-19,838,2023,10,3,42,0
2023-10-20,1433,2023,10,4,42,0
2023-10-21,2319,2023,10,5,42,1
2023-10-22,2370,2023,10,6,42,1
2023-10-23,1417,2023,10,0,43,0
2023-10-24,1785,2023,10,1,43,0
2023-10-25,1923,2023,10,2,43,0
2023-10-26,1847,2023,10,3,43,0
2023-10-27,2103,2023,10,4,43,0
2023-10-28,2307,2023,10,5,43,1
2023-10-29,1963,2023,10,6,43,1
2023-10-30,1150,2023,10,0,44,0
2023-10-31,1497,2023,10,1,44,0
2023-11-01,1388,2023,11,2,44,0
2023-11-02,1984,2023,11,3,44,0
2023-11-03,1640,2023,11,4,44,0
2023-11-04,2077,2023,11,5,44,1
2023-11-05,2016,2023,11,6,44,1
2023-11-06,756,2023,11,0,45,0
2023-11-07,1019,2023,11,1,45,0
2023-11-08,769,2023,11,2,45,0
2023-11-09,845,2023,11,3,45,0
2023-11-10,827,2023,11,4,45,0
2023-11-11,944,2023,11,5,45,1
2023-11-12,948,2023,11,6,45,1
2023-11-13,728,2023,11,0,46,0
2023-11-14,769,2023,11,1,46,0
2023-11-15,743,2023,11,2,46,0
2023-11-16,680,2023,11,3,46,0
2023-11-17,873,2023,11,4,46,0
2023-11-18,901,2023,11,5,46,1
2023-11-19,1091,2023,11,6,46,1
2023-11-20,722,2023,11,0,47,0
2023-11-21,665,2023,11,1,47,0
2023-11-22,761,2023,11,2,47,0
2023-11-23,720,2023,11,3,47,0
2023-11-24,898,2023,11,4,47,0
2023-11-25,1242,2023,11,5,47,1
2023-11-26,780,2023,11,6,47,1
2023-11-27,712,2023,11,0,48,0
2023-11-28,763,2023,11,1,48,0
2023-11-29,842,2023,11,2,48,0
2023-11-30,795,2023,11,3,48,0
2023-12-01,777,2023,12,4,48,0
2023-12-02,1003,2023,12,5,48,1
2023-12-03,876,2023,12,6,48,1
2023-12-04,788,2023,12,0,49,0
2023-12-05,770,2023,12,1,49,0
2023-12-06,964,2023,12,2,49,0
2023-12-07,761,2023,12,3,49,0
2023-12-08,773,2023,12,4,49,0
2023-12-09,861,2023,12,5,49,1
2023-12-10,769,2023,12,6,49,1
2023-12-11,568,2023,12,0,50,0
2023-12-12,788,2023,12,1,50,0
2023-12-13,811,2023,12,2,50,0
2023-12-14,631,2023,12,3,50,0
2023-12-15,934,2023,12,4,50,0
2023-12-16,971,2023,12,5,50,1
2023-12-17,970,2023,12,6,50,1
2023-12-18,833,2023,12,0,51,0
2023-12-19,849,2023,12,1,51,0
2023-12-20,739,2023,12,2,51,0
2023-12-21,686,2023,12,3,51,0
2023-12-22,649,2023,12,4,51,0
2023-12-23,947,2023,12,5,51,1
2023-12-24,932,2023,12,6,51,1
2023-12-25,980,2023,12,0,52,0
2023-12-26,1208,2023,12,1,52,0
2023-12-27,1240,2023,12,2,52,0
2023-12-28,1197,2023,12,3,52,0
2023-12-29,1253,2023,12,4,52,0
2023-12-30,1700,2023,12,5,52,1
2023-12-31,1629,2023,12,6,52,1
