customer_id,age,income_lpa,city_tier,spend_score,frequency_pm,avg_order_val,recency_days,total_orders,total_spend,clv,cat_electronics,cat_fashion,cat_grocery,cat_beauty,cat_sports,cat_home,app_sessions_pw,email_open_rate,push_click_rate,web_sessions_pw,pages_per_session,cart_abandon_rate,wishlist_items,reviews_written,returns_rate,referrals_made,pref_mobile,pref_desktop,pref_app,loyalty_years,nps_score,satisfaction,support_tickets,discount_usage,engagement_score,churn_risk
C00707,23,55.49,2,30.8,6.9,327,2,83,27141,75526,0.25,0.206,0.393,0.335,0.059,0.654,0.0,0.252,0.242,0.0,9.6,0.403,5,2,0.451,2,0.216,0.784,0.304,4.8,9,4,3,0.81,19.9,0.351
C00708,59,29.83,3,23.1,3.0,200,126,24,4800,14632,0.174,0.303,0.36,0.272,0.103,0.738,3.0,0.272,0.234,2.6,5.6,0.571,3,1,0.142,1,0.849,0.15100000000000002,0.268,0.1,8,4,1,0.454,27.3,0.58
C00709,18,20.65,1,41.9,0.5,200,9,5,1000,2306,0.309,0.722,0.847,0.289,0.349,0.452,1.2,0.144,0.093,1.4,8.9,0.341,3,1,0.18,1,0.579,0.42100000000000004,0.266,3.7,7,4,1,0.244,25.0,0.554
C00710,58,24.52,2,31.8,2.0,324,10,17,5508,16222,0.224,0.522,0.638,0.072,0.101,0.26,0.0,0.624,0.527,0.0,7.4,0.921,1,1,0.002,1,0.46,0.54,0.703,5.1,3,1,1,0.358,31.4,0.373
C00711,41,12.33,1,31.5,0.5,359,29,5,1795,5148,0.2,0.662,0.643,0.296,0.012,0.297,1.4,0.494,0.466,1.9,2.5,0.206,4,1,0.25,1,0.43,0.5700000000000001,0.563,2.6,8,4,0,0.246,32.0,0.471
C00712,37,34.21,2,26.7,1.1,200,30,12,2400,8224,0.782,0.336,0.445,0.105,0.065,0.177,1.0,0.251,0.207,1.3,3.0,0.473,4,3,0.104,1,0.617,0.383,0.385,4.7,8,4,0,0.227,21.5,0.53
C00713,31,39.86,2,29.7,4.4,200,1,58,11600,22391,0.037,0.205,0.57,0.146,0.288,0.411,2.9,0.391,0.248,3.2,1.0,0.843,6,1,0.006,0,0.41,0.5900000000000001,0.728,0.9,8,2,1,0.503,33.2,0.372
C00714,43,19.13,2,33.6,0.5,200,7,7,1400,3645,0.34,0.36,0.614,0.212,0.264,0.705,3.0,0.519,0.31,4.0,5.1,0.282,2,3,0.226,0,0.588,0.41200000000000003,0.314,1.1,10,4,1,0.378,38.9,0.439
C00715,38,18.94,2,39.8,5.0,315,21,42,13230,35768,0.076,0.721,0.789,0.287,0.241,0.279,6.4,0.349,0.408,12.7,2.2,0.199,2,4,0.2,2,0.731,0.269,0.679,2.4,7,5,0,0.729,47.5,0.391
C00716,51,28.4,3,46.9,3.0,907,52,32,29024,101506,0.256,0.746,0.584,0.115,0.22,0.222,0.0,0.361,0.283,0.0,1.0,0.74,1,1,0.096,2,0.733,0.267,0.383,0.4,10,3,2,0.699,29.6,0.472
C00717,39,19.29,1,30.3,2.9,200,12,33,6600,12556,0.412,0.349,0.612,0.034,0.085,0.432,0.0,0.408,0.314,0.0,1.0,0.634,2,1,0.085,2,0.632,0.368,0.223,0.5,5,4,2,0.395,24.4,0.417
C00718,40,23.66,1,28.9,2.4,200,25,21,4200,10695,0.132,0.671,0.784,0.311,0.034,0.126,2.7,0.325,0.504,2.0,4.8,0.463,0,0,0.384,0,0.746,0.254,0.274,12.0,6,4,1,0.366,30.2,0.469
C00719,34,77.85,3,44.3,6.7,200,37,84,16800,36832,0.056,0.595,0.461,0.484,0.481,0.133,4.5,0.402,0.042,3.0,2.6,0.319,3,2,0.208,2,0.542,0.45799999999999996,0.863,3.9,4,4,0,0.502,44.6,0.35
C00720,37,21.42,2,29.9,4.4,681,99,55,37455,95577,0.345,0.47,0.671,0.449,0.312,0.212,0.0,0.512,0.057,0.0,1.0,0.89,2,3,0.37,0,0.761,0.239,0.311,0.3,2,4,1,0.44,27.3,0.443
C00721,42,20.14,3,32.7,3.5,200,18,47,9400,18464,0.151,0.351,0.163,0.291,0.161,0.516,0.0,0.313,0.122,0.0,7.0,0.494,0,1,0.424,2,0.216,0.784,0.058,0.3,7,5,1,0.566,22.5,0.437
C00722,18,17.18,2,40.7,3.8,200,6,31,6200,9890,0.113,0.44,0.83,0.389,0.066,0.366,2.0,0.288,0.399,2.3,3.9,0.507,4,2,0.433,3,0.696,0.30400000000000005,0.485,1.2,8,3,2,0.707,31.5,0.424
C00723,22,36.94,3,33.8,3.1,285,30,29,8265,21862,0.213,0.114,0.776,0.352,0.142,0.157,5.2,0.398,0.105,8.3,1.0,0.562,2,5,0.206,0,0.337,0.663,0.588,12.0,7,5,0,0.05,42.6,0.435
C00724,47,22.21,2,36.6,4.0,200,62,52,10400,22586,0.602,0.352,0.442,0.342,0.441,0.58,0.0,0.47,0.328,0.0,1.5,0.716,2,3,0.043,2,0.559,0.44099999999999995,0.411,9.2,8,4,1,0.288,28.7,0.425
C00725,40,17.16,2,27.2,2.0,200,5,24,4800,8947,0.196,0.427,0.755,0.412,0.176,0.635,1.5,0.575,0.056,0.8,5.1,0.469,3,4,0.182,1,0.347,0.653,0.534,1.6,7,5,1,0.41,33.1,0.382
C00726,36,50.74,3,37.8,4.0,200,25,53,10600,22767,0.167,0.206,0.65,0.118,0.002,0.42,0.0,0.654,0.395,0.0,1.0,0.529,1,2,0.172,0,0.761,0.239,0.44,1.5,1,4,0,0.704,34.7,0.33
C00727,38,53.56,2,40.7,3.6,875,1,30,26250,41962,0.21,0.354,0.618,0.246,0.466,0.533,1.7,0.576,0.124,1.0,5.3,0.648,1,3,0.119,3,0.584,0.41600000000000004,0.236,2.2,5,4,2,0.506,39.2,0.337
C00728,42,17.63,1,37.7,1.8,200,2,21,4200,14284,0.099,0.298,0.759,0.674,0.391,0.152,1.1,0.5,0.097,2.1,2.8,0.576,6,3,0.18,2,0.779,0.22099999999999997,0.592,2.7,6,4,3,0.35,33.7,0.406
C00729,32,8.79,1,42.0,1.0,200,30,11,2200,5857,0.214,0.295,0.416,0.229,0.364,0.29,4.1,0.386,0.276,6.9,6.1,0.708,2,0,0.148,1,0.626,0.374,0.402,0.8,8,4,1,0.144,41.9,0.492
C00730,29,42.7,1,44.8,4.6,200,16,38,7600,23784,0.53,0.7,0.473,0.258,0.127,0.735,0.4,0.464,0.363,0.8,7.7,0.511,0,4,0.524,2,0.563,0.43700000000000006,0.271,0.5,10,4,0,0.186,33.2,0.361
C00731,40,16.83,1,38.0,5.3,200,84,59,11800,27686,0.117,0.694,0.308,0.174,0.761,0.27,2.7,0.51,0.185,4.9,5.8,0.746,6,0,0.346,1,0.835,0.16500000000000004,0.33,4.2,5,4,0,0.687,39.4,0.404
C00732,26,37.9,1,35.3,5.9,200,41,69,13800,45631,0.125,0.404,0.605,0.471,0.514,0.209,0.2,0.348,0.171,0.2,1.0,0.517,2,5,0.46,0,0.652,0.348,0.368,1.1,5,5,0,0.712,25.2,0.391
C00733,43,8.3,2,40.9,0.5,200,27,5,1000,2467,0.384,0.392,0.481,0.151,0.367,0.061,1.3,0.353,0.337,2.4,2.5,0.274,4,4,0.175,3,0.27,0.73,0.42,0.1,9,5,2,0.084,31.2,0.511
C00734,18,40.08,2,46.6,6.2,200,24,60,12000,31775,0.42,0.546,0.336,0.271,0.297,0.378,6.0,0.573,0.272,9.1,1.5,0.669,1,1,0.273,1,0.226,0.774,0.363,4.9,10,4,1,0.581,55.6,0.297
C00735,50,12.6,2,32.6,1.9,436,31,22,9592,23823,0.489,0.4,0.842,0.033,0.227,0.284,4.8,0.452,0.121,6.2,2.8,0.89,3,0,0.068,1,0.586,0.41400000000000003,0.588,3.3,7,5,0,0.556,42.4,0.45
C00736,44,36.67,2,36.2,4.7,200,2,51,10200,30259,0.049,0.36,0.515,0.085,0.397,0.292,5.7,0.441,0.019,6.0,13.5,0.483,5,0,0.129,2,0.723,0.277,0.282,3.2,6,5,2,0.685,46.5,0.35
C00737,41,24.73,1,28.3,1.2,200,100,16,3200,8427,0.192,0.455,0.897,0.72,0.057,0.193,2.3,0.475,0.133,3.5,1.0,0.777,2,4,0.301,2,0.489,0.511,0.658,2.6,7,3,2,0.479,33.2,0.537
C00738,50,14.52,1,40.9,2.9,200,287,29,5800,11851,0.407,0.116,0.892,0.361,0.13,0.385,0.9,0.184,0.502,1.2,8.0,0.596,4,3,0.195,1,0.851,0.14900000000000002,0.457,1.3,5,5,2,0.565,24.8,0.786
C00739,58,19.61,1,32.0,3.4,200,9,33,6600,11821,0.088,0.378,0.768,0.173,0.103,0.406,2.0,0.319,0.286,2.8,18.8,0.398,1,2,0.171,2,0.756,0.244,0.448,5.5,7,2,2,0.748,29.0,0.428
C00740,50,35.78,2,33.8,0.5,1019,6,7,7133,19346,0.479,0.492,0.625,0.122,0.34,0.103,2.6,0.236,0.023,2.9,18.4,0.429,2,1,0.155,0,0.517,0.483,0.302,1.1,8,4,1,0.533,29.2,0.523
C00741,18,26.0,1,38.6,4.3,435,7,58,25230,62529,0.419,0.229,0.355,0.289,0.228,0.527,2.3,0.517,0.35,3.7,6.4,0.126,5,3,0.17,1,0.517,0.483,0.273,0.8,4,4,0,0.642,38.5,0.343
C00742,23,33.83,1,11.4,6.0,200,49,49,9800,16581,0.085,0.343,0.262,0.403,0.245,0.855,0.3,0.557,0.119,0.2,2.5,0.356,4,1,0.412,0,0.881,0.119,0.264,1.9,5,4,0,0.171,22.3,0.334
C00743,31,72.75,2,46.2,4.6,200,49,58,11600,26578,0.185,0.49,0.156,0.045,0.561,0.742,1.0,0.459,0.469,1.6,1.0,0.879,1,2,0.19,1,0.125,0.875,0.381,1.6,5,4,1,0.562,35.5,0.399
C00744,38,10.38,3,32.7,5.1,200,85,44,8800,22260,0.198,0.638,0.303,0.187,0.116,0.123,0.0,0.289,0.044,0.0,3.7,0.732,1,1,0.181,0,0.405,0.595,0.504,0.1,8,5,0,0.453,21.8,0.477
C00745,44,59.71,1,39.1,4.0,780,63,33,25740,81178,0.333,0.434,0.555,0.13,0.097,0.364,4.3,0.37,0.247,5.5,3.8,0.768,1,2,0.296,0,0.796,0.20399999999999996,0.292,0.8,9,5,0,0.408,40.9,0.456
C00746,29,25.98,2,36.7,4.7,200,27,45,9000,14870,0.215,0.389,0.769,0.411,0.104,0.396,3.9,0.521,0.033,3.5,1.5,0.53,2,2,0.123,1,0.731,0.269,0.45,1.2,6,4,2,0.565,43.2,0.354
C00747,40,14.96,2,26.8,0.5,200,43,5,1000,2197,0.144,0.276,0.729,0.083,0.244,0.22,7.7,0.378,0.163,9.8,3.8,0.753,5,3,0.411,2,0.538,0.46199999999999997,0.802,3.9,9,3,1,0.451,47.4,0.521
C00748,29,11.8,3,38.3,7.3,200,52,94,18800,59132,0.552,0.421,0.703,0.166,0.051,0.28,2.1,0.101,0.455,1.4,1.0,0.51,3,3,0.36,0,0.747,0.253,0.624,1.3,10,2,1,0.481,25.3,0.441
C00749,31,22.11,3,42.3,5.9,417,32,72,30024,83973,0.182,0.49,0.699,0.104,0.186,0.436,0.0,0.55,0.348,0.0,4.0,0.584,3,0,0.315,1,0.915,0.08499999999999996,0.575,7.0,8,5,2,0.271,33.4,0.32
C00750,21,40.73,1,31.6,3.1,200,29,43,8600,17887,0.253,0.412,0.435,0.192,0.226,0.535,0.9,0.292,0.344,1.0,9.1,0.77,0,0,0.41,1,0.561,0.43899999999999995,0.371,3.4,10,5,2,0.33,24.4,0.465
C00751,27,22.87,1,29.3,0.5,200,47,6,1200,3829,0.354,0.131,0.519,0.037,0.014,0.121,1.1,0.569,0.494,1.7,2.6,0.652,2,6,0.18,1,0.497,0.503,0.322,4.3,8,4,2,0.267,32.4,0.468
C00752,22,56.32,3,38.8,4.8,200,37,50,10000,24866,0.187,0.404,0.55,0.261,0.441,0.13,5.1,0.239,0.586,4.0,5.8,0.509,1,0,0.4,1,0.806,0.19399999999999995,0.117,5.5,5,5,5,0.365,39.5,0.447
C00753,26,11.04,2,26.3,0.5,200,46,6,1200,2996,0.36,0.235,0.349,0.181,0.415,0.615,2.7,0.418,0.344,2.0,4.0,0.541,1,0,0.227,2,0.33,0.6699999999999999,0.125,0.5,6,4,1,0.246,32.0,0.512
C00754,51,24.37,2,34.3,3.9,200,43,55,11000,37985,0.203,0.083,0.828,0.132,0.275,0.163,0.0,0.261,0.075,0.0,1.0,0.529,1,3,0.38,0,0.833,0.16700000000000004,0.255,4.1,8,5,1,0.588,21.5,0.47
C00755,27,12.32,2,46.3,3.3,719,57,40,28760,97618,0.608,0.274,0.457,0.131,0.044,0.135,1.1,0.299,0.114,1.7,1.0,0.484,3,1,0.233,2,0.549,0.45099999999999996,0.056,0.5,5,4,0,0.278,31.1,0.489
C00756,70,29.96,2,37.8,1.3,200,46,16,3200,7095,0.165,0.541,0.829,0.153,0.134,0.211,0.0,0.245,0.151,0.0,6.0,0.715,3,2,0.109,2,0.79,0.20999999999999996,0.202,2.0,0,4,1,0.297,22.5,0.544
C00757,44,39.96,3,29.6,5.8,200,33,79,15800,28142,0.208,0.253,0.422,0.147,0.542,0.312,3.0,0.269,0.307,1.6,1.0,0.683,1,1,0.245,0,0.909,0.09099999999999997,0.179,0.9,6,5,2,0.292,29.8,0.408
C00758,40,19.46,3,23.6,4.4,200,52,38,7600,16350,0.449,0.482,0.355,0.214,0.385,0.43,0.0,0.178,0.013,0.0,12.5,0.803,6,2,0.28,2,0.843,0.15700000000000003,0.316,1.7,2,5,1,0.834,14.8,0.492
C00759,28,5.86,2,18.7,4.2,200,27,51,10200,15922,0.482,0.393,0.454,0.201,0.422,0.302,0.0,0.629,0.124,0.0,9.0,0.307,4,1,0.071,0,0.385,0.615,0.688,0.6,10,4,3,0.261,26.4,0.334
C00760,46,27.37,1,39.3,3.1,374,12,41,15334,23638,0.254,0.425,0.496,0.043,0.131,0.307,0.0,0.481,0.363,0.0,1.8,0.792,2,5,0.045,1,0.728,0.272,0.495,8.1,9,3,3,0.539,30.2,0.39
C00761,31,31.19,3,36.1,0.5,200,1,7,1400,3207,0.614,0.336,0.25,0.08,0.094,0.154,3.1,0.4,0.296,5.8,1.5,0.756,2,1,0.299,0,0.642,0.358,0.656,2.7,0,5,1,0.485,36.7,0.468
C00762,39,30.64,1,47.6,5.2,212,37,48,10176,34416,0.068,0.645,0.764,0.069,0.242,0.046,4.0,0.316,0.289,6.0,3.8,0.663,7,1,0.503,1,0.847,0.15300000000000002,0.506,0.7,1,5,2,0.415,41.7,0.414
C00763,69,48.41,1,38.9,3.4,200,40,37,7400,23996,0.248,0.699,0.739,0.101,0.288,0.355,0.6,0.439,0.274,1.2,3.8,0.557,4,1,0.322,2,0.334,0.6659999999999999,0.057,0.7,0,4,1,0.618,30.7,0.426
C00764,37,13.61,3,35.6,0.5,200,161,6,1200,3027,0.201,0.42,0.731,0.34,0.271,0.424,0.9,0.225,0.269,1.0,1.0,0.824,0,1,0.367,2,0.621,0.379,0.215,0.4,9,5,2,0.446,24.0,0.696
C00765,52,35.66,1,31.9,6.1,394,20,58,22852,60111,0.275,0.47,0.423,0.151,0.134,0.087,0.8,0.299,0.216,1.1,1.0,0.652,3,3,0.111,1,0.897,0.10299999999999998,0.328,3.8,9,4,2,0.378,24.4,0.377
C00766,30,47.27,1,26.0,8.1,200,23,94,18800,28423,0.15,0.216,0.771,0.262,0.064,0.314,1.5,0.119,0.265,2.1,4.0,0.234,1,2,0.183,1,0.527,0.473,0.381,1.6,9,3,0,0.196,18.9,0.384
C00767,38,9.22,1,25.2,2.3,392,10,22,8624,16653,0.283,0.433,0.41,0.207,0.25,0.865,0.0,0.531,0.288,0.0,6.5,0.149,5,3,0.115,2,0.471,0.529,0.236,5.6,4,4,3,0.4,26.0,0.393
C00768,59,29.25,3,46.3,7.5,200,3,75,15000,23243,0.097,0.397,0.615,0.019,0.236,0.065,0.0,0.216,0.223,0.0,1.0,0.731,2,1,0.089,0,0.628,0.372,0.29,0.0,10,4,1,0.236,25.0,0.348
C00769,30,18.59,2,30.0,2.9,526,67,31,16306,49066,0.24,0.262,0.348,0.085,0.374,0.118,4.1,0.544,0.443,2.9,4.8,0.358,4,2,0.361,1,0.372,0.628,0.327,1.7,9,3,0,0.31,41.8,0.436
C00770,60,23.46,2,38.0,2.2,200,13,25,5000,8956,0.239,0.723,0.7,0.165,0.34,0.32,0.0,0.525,0.25,0.0,8.2,0.653,4,5,0.154,0,0.707,0.29300000000000004,0.801,1.7,8,5,0,0.333,31.0,0.401
C00771,46,29.7,1,32.0,1.9,200,42,20,4000,12952,0.297,0.441,0.6,0.075,0.057,0.586,2.6,0.199,0.164,3.0,1.0,0.873,5,2,0.449,0,0.445,0.5549999999999999,0.221,10.1,9,5,0,0.143,27.3,0.538
C00772,31,18.77,3,21.6,6.0,200,52,66,13200,36784,0.245,0.486,0.307,0.089,0.139,0.124,1.9,0.235,0.296,2.5,2.3,0.577,1,3,0.065,1,0.674,0.32599999999999996,0.186,3.2,7,3,0,0.419,22.0,0.434
C00773,46,16.92,3,31.7,1.1,200,29,11,2200,4309,0.19,0.397,0.556,0.257,0.182,0.297,4.6,0.308,0.47,7.8,7.6,0.469,4,5,0.033,0,0.586,0.41400000000000003,0.335,1.9,8,5,0,0.501,37.1,0.511
C00774,50,25.0,1,39.3,4.5,200,94,40,8000,14524,0.131,0.531,0.871,0.378,0.366,0.502,1.0,0.323,0.519,1.7,1.9,0.67,2,1,0.277,1,0.524,0.476,0.387,2.2,6,3,2,0.358,28.7,0.492
C00775,45,13.49,2,23.2,1.4,270,26,12,3240,8927,0.339,0.364,0.304,0.225,0.175,0.669,0.5,0.501,0.221,1.0,1.3,0.415,5,0,0.031,0,0.671,0.32899999999999996,0.238,3.0,9,4,1,0.426,26.0,0.443
C00776,19,13.5,1,34.8,1.6,200,15,15,3000,9905,0.186,0.534,0.457,0.327,0.08,0.355,0.0,0.294,0.255,0.0,5.5,0.597,3,3,0.09,1,0.285,0.7150000000000001,0.568,6.3,6,5,1,0.578,22.7,0.488
C00777,29,35.65,3,27.2,5.5,722,102,63,45486,133580,0.381,0.277,0.853,0.156,0.325,0.592,2.4,0.516,0.194,2.4,2.0,0.808,3,5,0.063,3,0.699,0.30100000000000005,0.683,0.2,10,4,2,0.282,34.3,0.417
C00778,35,13.04,2,37.0,1.8,200,89,23,4600,10107,0.193,0.63,0.476,0.303,0.149,0.471,0.0,0.172,0.08,0.0,4.9,0.457,3,3,0.173,1,0.34,0.6599999999999999,0.085,0.2,10,1,0,0.33,20.0,0.6
C00779,37,35.39,3,37.3,2.6,200,8,23,4600,12304,0.115,0.413,0.613,0.17,0.374,0.366,0.0,0.265,0.33,0.0,1.0,0.631,1,2,0.258,0,0.647,0.353,0.299,0.6,6,5,2,0.098,22.9,0.463
C00780,45,31.64,1,41.7,5.5,200,1,48,9600,20367,0.074,0.549,0.602,0.515,0.346,0.101,0.2,0.272,0.09,0.2,3.2,0.413,1,2,0.233,1,0.618,0.382,0.566,1.5,9,3,1,0.325,25.5,0.38
C00781,40,9.5,3,41.1,5.6,208,4,70,14560,50935,0.154,0.459,0.52,0.104,0.216,0.297,0.0,0.391,0.084,0.0,1.9,0.951,5,7,0.397,0,0.584,0.41600000000000004,0.342,1.1,3,5,0,0.373,28.2,0.345
C00782,22,16.9,3,31.3,4.0,791,15,39,30849,92475,0.587,0.314,0.526,0.249,0.115,0.59,0.0,0.311,0.128,0.0,20.0,0.588,1,5,0.041,2,0.523,0.477,0.145,0.1,6,3,1,0.516,21.8,0.421
C00783,43,47.31,2,33.4,2.6,200,161,36,7200,19647,0.083,0.669,0.7,0.352,0.325,0.206,2.1,0.485,0.27,3.0,3.6,0.138,1,1,0.195,1,0.203,0.7969999999999999,0.568,2.3,6,3,2,0.378,34.8,0.565
C00784,45,14.3,3,9.5,1.6,200,37,20,4000,9386,0.117,0.419,0.428,0.128,0.076,0.335,0.9,0.1,0.159,1.2,4.6,0.485,2,1,0.095,0,0.84,0.16000000000000003,0.249,4.6,8,5,0,0.217,9.8,0.57
C00785,45,19.0,2,16.5,2.9,200,21,29,5800,15871,0.244,0.457,0.44,0.249,0.463,0.638,2.5,0.669,0.205,3.0,1.0,0.104,5,3,0.425,2,0.284,0.716,0.485,0.1,10,4,2,0.353,34.9,0.349
C00786,51,31.63,1,30.5,3.9,200,99,38,7600,16593,0.164,0.527,0.739,0.364,0.285,0.223,1.9,0.51,0.288,1.2,19.3,0.554,3,0,0.088,2,0.582,0.41800000000000004,0.379,1.9,6,5,1,0.577,33.8,0.456
C00787,48,37.75,2,50.0,1.5,200,27,17,3400,5296,0.238,0.568,0.505,0.259,0.546,0.355,0.0,0.282,0.404,0.0,1.0,0.531,4,1,0.097,0,0.615,0.385,0.431,10.0,7,4,0,0.684,28.5,0.507
C00788,44,21.36,2,30.6,4.3,799,17,36,28764,65875,0.345,0.649,0.754,0.106,0.183,0.47,0.0,0.362,0.398,0.0,1.0,0.293,3,4,0.062,0,0.856,0.14400000000000002,0.615,0.1,7,4,3,0.728,23.1,0.401
C00789,37,17.66,2,34.6,2.9,200,128,25,5000,16805,0.533,0.273,0.51,0.144,0.159,0.603,0.0,0.757,0.386,0.0,1.0,0.51,1,3,0.083,1,0.78,0.21999999999999997,0.447,0.9,7,5,0,0.594,36.6,0.439
C00790,18,53.64,1,28.1,0.7,530,85,6,3180,8753,0.184,0.227,0.612,0.26,0.26,0.089,3.6,0.149,0.266,5.7,8.2,0.14,6,1,0.241,1,0.77,0.22999999999999998,0.371,1.5,8,5,0,0.315,27.6,0.631
C00791,43,63.84,2,37.9,2.7,301,84,34,10234,17069,0.628,0.63,0.895,0.277,0.464,0.423,3.8,0.611,0.398,7.6,5.2,0.812,0,1,0.169,0,0.345,0.655,0.243,0.5,8,4,1,0.465,46.0,0.44
C00792,40,42.03,1,34.1,2.7,200,32,30,6000,19620,0.494,0.219,0.298,0.292,0.282,0.42,3.8,0.397,0.488,5.3,14.5,0.188,6,4,0.085,0,0.721,0.279,0.299,2.0,7,4,1,0.291,38.1,0.447
C00793,41,25.71,2,32.6,2.9,200,70,23,4600,9374,0.153,0.171,0.737,0.56,0.251,0.646,3.2,0.396,0.092,5.1,1.0,0.658,2,1,0.144,3,0.471,0.529,0.141,4.8,9,4,0,0.524,35.5,0.484
C00794,23,15.73,2,30.6,6.4,200,9,77,15400,30608,0.505,0.198,0.763,0.433,0.121,0.084,3.5,0.359,0.319,4.1,4.7,0.4,3,3,0.05,0,0.835,0.16500000000000004,0.265,1.1,8,3,1,0.226,34.5,0.339
C00795,25,15.54,2,39.5,3.1,200,38,33,6600,13822,0.137,0.773,0.763,0.039,0.211,0.385,2.1,0.183,0.455,3.2,3.0,0.948,2,1,0.168,0,0.808,0.19199999999999995,0.139,0.0,6,4,0,0.19,28.2,0.508
C00796,51,32.7,1,57.2,1.6,653,186,18,11754,31200,0.084,0.218,0.642,0.144,0.29,0.342,5.3,0.578,0.348,7.8,4.1,0.611,2,4,0.085,2,0.972,0.028000000000000025,0.453,2.4,7,5,0,0.537,57.7,0.59
C00797,38,30.88,2,33.5,3.7,200,15,34,6800,17608,0.117,0.246,0.81,0.274,0.375,0.287,2.2,0.481,0.138,3.8,2.9,0.682,3,2,0.3,2,0.132,0.868,0.357,5.3,10,3,3,0.507,35.1,0.378
C00798,46,53.03,1,34.1,3.4,606,71,38,23028,57175,0.213,0.229,0.212,0.236,0.313,0.184,6.1,0.307,0.277,9.6,4.5,0.531,3,1,0.22,3,0.711,0.28900000000000003,0.498,3.9,8,4,1,0.525,43.0,0.499
C00799,38,35.08,1,39.6,4.1,200,30,57,11400,33460,0.036,0.462,0.331,0.056,0.284,0.19,0.4,0.275,0.31,0.6,9.5,0.508,0,2,0.192,2,0.421,0.579,0.143,2.6,8,1,1,0.722,25.4,0.446
C00800,38,10.73,3,52.3,3.6,200,2,30,6000,12798,0.117,0.437,0.241,0.142,0.358,0.332,0.0,0.374,0.098,0.0,3.5,0.849,0,1,0.037,1,0.844,0.15600000000000003,0.46,3.7,5,4,0,0.435,32.1,0.398
C00801,49,43.75,3,26.1,6.2,200,65,60,12000,36770,0.054,0.3,0.424,0.378,0.034,0.568,1.5,0.561,0.02,1.8,9.1,0.812,1,1,0.308,0,0.532,0.46799999999999997,0.238,1.0,8,2,3,0.364,32.2,0.345
C00802,32,14.17,2,32.7,2.5,200,8,24,4800,8883,0.637,0.117,0.425,0.044,0.308,0.371,1.2,0.211,0.239,1.4,6.1,0.68,2,1,0.309,0,0.874,0.126,0.721,1.7,3,4,2,0.23,23.4,0.482
C00803,39,19.86,3,37.4,6.1,200,45,58,11600,35557,0.193,0.635,0.259,0.033,0.199,0.302,0.8,0.253,0.411,0.9,8.0,0.42,4,2,0.13,0,0.6,0.4,0.092,1.2,7,4,3,0.563,25.2,0.418
C00804,32,28.15,3,41.7,4.9,200,4,50,10000,28276,0.366,0.623,0.432,0.337,0.169,0.535,2.6,0.575,0.205,2.3,4.3,0.578,4,0,0.093,1,0.784,0.21599999999999997,0.498,0.1,10,5,1,0.368,42.5,0.307
C00805,33,73.52,3,35.3,3.5,200,132,45,9000,25798,0.174,0.527,0.644,0.037,0.358,0.451,2.3,0.197,0.557,1.3,2.9,0.444,3,6,0.087,1,0.723,0.277,0.827,0.7,7,4,1,0.598,27.6,0.597
C00806,34,135.7,1,57.0,11.8,200,16,159,31800,78327,0.245,0.243,0.576,0.448,0.441,0.425,2.5,0.41,0.036,3.8,1.0,0.503,4,5,0.279,0,0.774,0.22599999999999998,0.449,1.7,9,4,1,0.061,43.3,0.195
C00807,41,34.25,3,45.2,4.0,627,12,37,23199,65746,0.072,0.21,0.776,0.246,0.191,0.128,0.9,0.255,0.374,1.7,7.2,0.591,1,1,0.232,1,0.437,0.563,0.69,2.6,1,3,5,0.295,28.7,0.435
C00808,32,22.18,2,58.2,1.2,367,6,14,5138,8527,0.147,0.506,0.882,0.164,0.235,0.314,3.9,0.504,0.215,7.4,1.1,0.516,2,4,0.488,2,0.312,0.688,0.466,0.0,4,5,2,0.055,51.3,0.425
C00809,53,32.92,1,40.7,6.6,200,131,78,15600,49968,0.291,0.286,0.582,0.155,0.064,0.401,2.3,0.13,0.082,3.2,1.0,0.497,3,2,0.185,1,0.919,0.08099999999999996,0.307,6.5,9,5,2,0.331,27.8,0.537
C00810,27,39.97,1,30.8,7.8,839,56,87,72993,117599,0.07,0.281,0.639,0.316,0.12,0.478,0.0,0.625,0.656,0.0,2.9,0.784,1,1,0.286,1,0.837,0.16300000000000003,0.71,2.3,9,5,2,0.501,31.1,0.276
C00811,36,20.57,2,36.9,2.8,200,61,30,6000,10785,0.16,0.279,0.807,0.199,0.25,0.352,4.4,0.141,0.272,8.0,4.0,0.675,5,1,0.366,1,0.741,0.259,0.41,4.5,8,4,0,0.413,33.5,0.553
C00812,33,65.85,1,34.2,3.6,671,31,33,22143,58758,0.275,0.51,0.339,0.223,0.05,0.334,3.2,0.236,0.228,5.2,4.3,0.524,1,2,0.528,0,0.547,0.45299999999999996,0.474,0.5,10,5,0,0.289,31.3,0.472
C00813,55,27.84,1,26.4,2.8,200,29,31,6200,18469,0.097,0.277,0.747,0.371,0.206,0.591,2.8,0.177,0.313,2.5,4.4,0.446,4,1,0.24,1,0.752,0.248,0.385,2.5,8,5,0,0.326,25.1,0.507
C00814,40,32.26,1,27.9,4.7,200,5,49,9800,16195,0.511,0.282,0.498,0.493,0.306,0.332,3.5,0.354,0.1,6.0,4.2,0.744,2,0,0.014,1,0.499,0.501,0.514,0.2,9,3,1,0.29,33.3,0.38
