house_id,city,area_name,sqft,bedrooms,bathrooms,floors,garage_cars,has_pool,has_garden,furnished,quality,year_built,age_years,school_dist_km,hospital_dist_km,metro_dist_km,crime_rate,price_lakhs
TN3424,Chennai,Singanallur,1542,4,4,2,2,1,1,Semi,Average,2005,19,3.97,3.95,1.46,6.02,100.53
TN3425,Madurai,Chromepet,1400,3,2,3,1,0,0,Unfurnished,Good,2020,4,2.43,0.54,1.99,4.18,63.05
TN3426,Coimbatore,Tambaram,1879,4,4,2,0,1,1,Semi,Good,2013,11,0.95,9.42,1.1,4.41,112.7
TN3427,Tirunelveli,Ashok Nagar,1822,4,3,1,0,0,1,Unfurnished,Average,2010,14,0.45,0.76,0.5,6.59,54.89
TN3428,Coimbatore,Tambaram,1317,4,3,1,1,0,0,Semi,Good,2005,19,0.2,1.84,3.02,1.71,80.64
TN3429,Chennai,Ramanathapuram,792,3,3,2,1,0,0,Semi,Good,2001,23,0.46,0.37,1.28,2.25,58.9
TN3430,Chennai,T Nagar,2050,3,2,1,1,0,0,Unfurnished,Good,2000,24,1.51,2.77,6.36,5.15,128.6
TN3431,Erode,Kodambakkam,1712,3,3,2,1,1,1,Semi,Fair,2015,9,0.71,1.41,0.5,1.1,54.03
TN3432,Trichy,Ashok Nagar,1306,3,3,2,,0,0,Semi,Excellent,1993,31,0.75,1.31,7.39,3.29,67.22
TN3433,Chennai,Porur,1694,3,3,2,2,1,1,Fully,Average,2015,9,5.21,5.26,12.38,6.46,100.21
TN3434,Chennai,Peelamedu,1484,5,4,3,1,0,0,Semi,Average,1998,26,1.81,0.3,5.04,4.28,87.67
TN3435,Salem,Kodambakkam,2043,3,2,1,1,0,1,Semi,Average,2021,3,3.27,4.8,5.29,1.75,69.78
TN3436,Chennai,Pallavaram,582,4,3,3,0,0,0,Fully,Poor,1986,38,,2.54,10.85,4.88,26.21
TN3437,Vellore,Ramanathapuram,1271,4,3,2,1,0,1,Fully,Fair,1998,26,1.14,12.83,0.94,3.69,42.77
TN3438,Salem,Chromepet,2170,2,1,1,2,0,1,Semi,Good,2017,7,1.63,2.67,20.86,3.1,83.88
TN3439,Chennai,Tambaram,1703,2,1,2,1,0,1,Unfurnished,Poor,2019,5,0.52,0.3,5.94,10,60.43
TN3440,Chennai,Anna Nagar,2248,3,3,1,1,0,1,Semi,Average,2004,20,0.32,0.3,5.19,5.65,121.77
TN3441,Thanjavur,Saibaba Colony,900,3,2,2,1,0,1,Fully,Average,1986,38,5.11,6.44,1.79,3.93,30.96
TN3442,Coimbatore,Kodambakkam,1932,4,3,2,0,0,0,Unfurnished,Fair,2003,21,7.01,5.52,3.16,6.3,69.67
TN3443,Coimbatore,Nungambakkam,1906,3,2,1,1,0,0,Fully,Excellent,2021,3,0.21,1.27,4.24,3.92,126.9
TN3444,Vellore,Saibaba Colony,693,3,2,2,0,0,1,Semi,Average,2002,22,1.07,2.89,3.87,3.46,26.3
TN3445,Hosur,Kodambakkam,1317,3,3,2,2,0,0,Fully,Average,2000,24,7.94,2.02,4.88,5.1,59.03
TN3446,Thanjavur,Kodambakkam,1402,1,1,1,1,0,0,Fully,Average,1988,36,0.22,10.25,0.5,,42.85
TN3447,Erode,Nungambakkam,,3,3,1,0,1,0,Fully,Average,1996,28,2.58,8.98,1.76,6.35,30.98
TN3448,Coimbatore,Tambaram,,4,4,2,0,0,0,Semi,Poor,2013,11,8.96,12.38,2.28,7.35,44.19
TN3449,Chennai,Saibaba Colony,1843,2,2,2,1,0,0,Fully,Good,1991,33,9.57,6.04,1.21,6.88,119.06
TN3450,Erode,Velachery,1274,3,2,3,1,0,1,Semi,Excellent,1998,26,1.59,7.21,0.76,6.21,64.61
TN3451,Madurai,Alwarpet,1559,3,3,3,0,0,0,Semi,Average,1996,28,0.44,0.73,0.6,6.42,54.65
TN3452,Coimbatore,Adyar,1562,2,2,2,1,0,0,Semi,Good,2019,5,0.56,5.33,1.83,6.87,82.35
TN3453,Tirunelveli,Alwarpet,1445,2,1,2,1,0,0,Semi,Good,1989,35,5.51,3.7,2.72,5.92,51.6
TN3454,Chennai,RS Puram,1133,5,4,2,0,0,1,Unfurnished,Good,2001,23,6.07,9.87,0.5,1.33,79.79
TN3455,Coimbatore,Kodambakkam,1746,3,3,2,1,0,1,Fully,Average,2016,8,2.34,2.54,11.71,5.5,81.26
TN3456,Chennai,Besant Nagar,736,2,1,1,2,0,1,Semi,Average,1994,30,3.63,0.3,5.8,7.25,41.41
TN3457,Coimbatore,Ramanathapuram,1454,2,1,1,1,0,0,Fully,Average,2001,23,3.37,2.73,5.25,2.89,63.47
TN3458,Chennai,Kodambakkam,2073,3,3,2,1,0,1,Fully,Good,1989,35,2.71,3.48,0.76,3.72,140.37
TN3459,Chennai,Velachery,1249,3,2,1,0,0,1,Semi,Good,1993,31,4.39,0.75,3.7,4.38,82.7
TN3460,Chennai,T Nagar,1123,3,3,2,0,0,1,Semi,Fair,2017,7,2.89,1.5,3.02,4.88,51.95
TN3461,Trichy,Besant Nagar,1776,2,2,2,0,0,1,Unfurnished,Average,2020,4,1.91,2.74,16.18,3.39,57.19
TN3462,Salem,KK Nagar,1524,4,3,1,1,0,0,Semi,Excellent,2020,4,0.68,1.41,5.51,4.61,79.95
TN3463,Madurai,Nungambakkam,1785,3,3,2,2,1,0,Unfurnished,Good,2002,22,3.41,1.41,3.43,5.53,85.84
TN3464,Thanjavur,Perambur,1467,3,3,3,1,0,0,Fully,Excellent,1993,31,1.6,0.43,7.61,0.5,69.47
TN3465,Coimbatore,Adyar,400,3,2,2,2,0,0,Fully,Good,2013,11,0.87,8.48,0.67,4.65,31.76
TN3466,Chennai,Sholinganallur,1981,3,2,1,1,0,1,Fully,Average,1998,26,4.05,4.16,0.5,3.73,109.4
TN3467,Tirunelveli,Besant Nagar,2382,4,3,1,1,0,1,Fully,Good,2009,15,2.98,0.3,4.69,1.09,95.15
TN3468,Chennai,Porur,2028,4,3,2,1,0,1,Semi,Good,1999,25,6.93,4.35,0.5,5.63,134.76
TN3469,Thanjavur,Pallavaram,400,3,3,2,0,0,0,Semi,Fair,1990,34,0.45,4.04,0.5,5.12,15.42
TN3470,Chennai,Kodambakkam,1653,4,3,1,0,0,0,Fully,Average,2013,11,2.62,0.3,5.46,4.83,91.33
TN3471,Thanjavur,Pallavaram,1240,4,3,1,1,0,0,Unfurnished,Good,1999,25,0.7,1.38,1.26,,47
TN3472,Chennai,Saibaba Colony,962,4,4,3,1,0,0,Unfurnished,Fair,2013,11,5.85,2.8,3.96,5.14,50.98
TN3473,Tirunelveli,Alwarpet,1505,2,2,2,1,0,0,Semi,Good,1988,36,0.26,1.81,9.98,3.02,55.97
TN3474,Madurai,Sholinganallur,1383,3,3,3,1,1,1,Fully,Good,2002,22,2.67,4.52,1.52,5.95,72.21
TN3475,Thanjavur,Alwarpet,1679,2,2,2,0,0,0,Fully,Excellent,2000,24,3.91,1.66,0.98,6.29,73.72
TN3476,Chennai,Sholinganallur,1475,4,3,3,1,1,1,Fully,Poor,1995,29,1.1,0.5,0.5,2.33,67.03
TN3477,Madurai,Sholinganallur,946,1,1,1,1,0,0,Fully,Average,1998,26,7.71,11.24,0.56,6.26,31.51
TN3478,Thanjavur,Anna Nagar,1191,3,3,2,1,0,1,Semi,Good,1987,37,4.76,0.83,0.5,,44.22
TN3479,Madurai,T Nagar,1118,3,3,1,1,0,0,Fully,Average,2022,2,0.87,3.79,0.5,5.73,44.29
TN3480,Trichy,KK Nagar,678,3,3,2,,1,0,Semi,Good,2002,22,0.2,0.46,2.26,4.8,35.34
TN3481,Salem,Anna Nagar,,3,3,2,1,1,1,Unfurnished,Good,2004,20,0.88,1.2,1.55,4.16,44.08
TN3482,Coimbatore,Pallavaram,1355,4,3,1,2,0,1,Unfurnished,Fair,2009,15,0.83,1.75,4.9,5.58,51.33
TN3483,Trichy,Nungambakkam,2091,3,3,3,2,0,0,Unfurnished,Average,2022,2,5.52,0.64,8.17,3.83,79.08
TN3484,Madurai,Perambur,1209,4,3,3,2,0,0,Fully,Average,1997,27,8.54,1.79,6.14,6.66,47.05
TN3485,Tirunelveli,Kodambakkam,1109,2,2,1,0,0,0,Semi,Average,1988,36,0.2,0.51,3.03,6.99,32.93
TN3486,Chennai,RS Puram,918,3,2,2,0,0,1,Semi,Excellent,1998,26,1.59,2.46,0.5,3.41,73.41
TN3487,Chennai,Ramanathapuram,1464,3,2,1,0,0,1,Fully,Good,2017,7,1.99,3.27,4.95,4.17,99.08
TN3488,Hosur,T Nagar,1981,1,1,2,0,1,0,Fully,Good,2012,12,0.24,0.3,1.8,3.75,104.25
TN3489,Tirunelveli,Perambur,2351,3,2,2,2,0,0,Unfurnished,Good,2021,3,1.19,6.15,0.5,5.25,90.28
TN3490,Coimbatore,Ashok Nagar,1578,3,3,1,1,0,1,Semi,Average,1992,32,0.95,0.61,7.39,7.12,68.51
TN3491,Trichy,Perambur,1513,3,2,3,0,0,0,Semi,Excellent,2018,6,1.92,0.77,1.65,1.16,82.28
TN3492,Chennai,Alwarpet,1205,3,3,1,0,0,1,Semi,Good,1989,35,2.71,3.25,0.98,1.66,79.1
TN3493,Chennai,Peelamedu,1281,3,2,2,0,0,0,Semi,Good,1989,35,3.04,1.9,8.21,4.33,80.03
TN3494,Coimbatore,Alwarpet,1733,2,1,2,1,0,0,Fully,Excellent,2015,9,0.37,2.08,9.3,4.87,111.46
TN3495,Coimbatore,Ramanathapuram,1308,2,2,1,1,0,0,Semi,Average,1993,31,4.19,0.41,1.66,2.62,60.57
TN3496,Madurai,Saibaba Colony,1377,3,3,1,2,0,0,Fully,Good,2016,8,2.84,4.92,1.75,4.86,67.97
TN3497,Chennai,Mylapore,1439,2,1,2,2,1,0,Fully,Fair,2017,7,5.5,2.88,3.47,3.02,75.87
TN3498,Thanjavur,Tambaram,1184,2,1,2,0,0,1,Unfurnished,Average,1987,37,1.49,0.44,5.29,3.61,33.37
TN3499,Thanjavur,Gandhipuram,1416,3,3,1,1,0,1,Semi,Average,2014,10,5.61,1.41,0.5,7.04,45.77
TN3500,Salem,Anna Nagar,541,3,2,2,0,0,1,Unfurnished,Excellent,1996,28,5.02,4.99,3.6,3.81,27.93
TN3501,Madurai,Ramanathapuram,1697,3,3,1,1,0,1,Semi,Excellent,2013,11,1.44,2.52,12.22,3.78,89.36
TN3502,Coimbatore,Tambaram,2508,3,3,1,2,0,0,Semi,Good,1987,37,1.2,0.35,1.22,4.76,135.14
TN3503,Vellore,Perambur,1202,3,3,2,1,0,0,Fully,Good,2010,14,6.75,1.4,9.58,6.68,49.52
TN3504,Salem,Saibaba Colony,1618,3,2,1,1,0,1,Fully,Good,2014,10,3.14,0.83,12,4.41,67.06
TN3505,Chennai,Perambur,1833,4,3,2,1,1,0,Fully,Excellent,1993,31,6.59,2.19,1.25,3.38,158.65
TN3506,Hosur,Ramanathapuram,2026,3,3,2,0,0,0,Unfurnished,Average,2010,14,3.99,5.56,5.61,5.66,81.66
TN3507,Vellore,RS Puram,1331,3,3,3,0,0,0,Unfurnished,Average,1986,38,2.35,1.72,1.09,6.13,41.45
TN3508,Hosur,Anna Nagar,639,3,3,2,1,1,0,Semi,Fair,1987,37,0.31,1.7,5.35,6.79,29.21
TN3509,Salem,Saibaba Colony,1570,1,1,3,1,0,0,Semi,Good,1988,36,0.86,7.07,6.39,4.43,54.25
TN3510,Trichy,Mylapore,1508,3,2,2,0,0,1,Unfurnished,Good,2009,15,8.67,2.58,1.14,,62.02
TN3511,Coimbatore,Adyar,1294,3,3,2,1,0,1,Fully,Average,1997,27,0.96,2.51,5.03,6.08,59.07
TN3512,Hosur,Alwarpet,1390,4,3,3,1,1,1,Semi,Poor,2019,5,0.24,0.91,6.69,4.86,55.92
TN3513,Tirunelveli,Tambaram,1515,4,4,2,1,0,1,Semi,Good,2007,17,3.07,2.81,1.78,7.14,63.75
TN3514,Chennai,Besant Nagar,,3,2,1,1,1,1,Unfurnished,Poor,1993,31,3.31,2.57,0.73,,65.44
TN3515,Chennai,Kodambakkam,1594,2,1,2,1,0,0,Unfurnished,Good,1986,38,0.84,1.52,0.5,8.27,100.58
TN3516,Coimbatore,Perambur,1352,2,1,3,1,0,0,Fully,Excellent,2015,9,0.88,14.03,3.43,6.34,90.62
TN3517,Vellore,Singanallur,1623,3,2,2,1,0,1,Unfurnished,Average,1986,38,1.58,6.41,15.28,0.65,51.64
TN3518,Thanjavur,Velachery,1322,3,2,2,2,0,0,Unfurnished,Average,2016,8,0.2,4.15,6.93,3.7,40.94
TN3519,Chennai,RS Puram,1739,2,2,2,1,0,0,Fully,Good,2002,22,3.89,2.31,2.29,1.26,116.86
TN3520,Madurai,Besant Nagar,1168,3,3,3,1,0,0,Semi,Good,1997,27,0.95,1.86,3.08,3.22,52.94
TN3521,Coimbatore,Peelamedu,1483,2,1,1,0,0,0,Semi,Average,1989,35,4.81,0.61,1.31,3.76,62.42
TN3522,Thanjavur,Mylapore,719,5,5,2,0,0,0,Unfurnished,Excellent,1994,30,4.06,1.09,0.71,6.24,37.12
TN3523,Vellore,Chromepet,1284,2,2,1,1,0,0,Fully,Fair,2009,15,2.71,4.46,2.63,3.62,39.54
TN3524,Vellore,Mylapore,1705,4,4,2,2,0,0,Unfurnished,Average,2018,6,0.98,1.81,2.49,7.29,62.68
TN3525,Coimbatore,Mylapore,,4,4,2,1,0,1,Semi,Good,2021,3,1.82,6.42,2.95,3.16,64.54
TN3526,Coimbatore,RS Puram,1306,3,3,1,0,0,0,Unfurnished,Excellent,2014,10,1.47,0.48,12.21,3.92,83.46
TN3527,Chennai,Tambaram,400,3,3,1,0,0,1,Semi,Fair,1991,33,1.03,2.13,3.7,2.02,23.35
TN3528,Chennai,Tambaram,834,3,3,2,1,0,0,Semi,Good,1990,34,4.71,3.12,3.72,7.39,55.47
TN3529,Tirunelveli,Ashok Nagar,952,3,2,1,0,0,0,Unfurnished,Good,1987,37,1.65,2.18,0.55,7.66,34.96
TN3530,Vellore,Perambur,1496,3,3,1,0,0,0,Unfurnished,Average,1997,27,4.47,6.6,22.61,4.24,42.09
TN3531,Thanjavur,Pallavaram,1600,3,3,2,1,0,0,Unfurnished,Fair,1987,37,0.28,13.69,5.93,1.54,44.15
TN3532,Thanjavur,Porur,1425,3,3,1,0,0,1,Fully,Excellent,2010,14,0.38,0.37,8.39,4.08,65.08
TN3533,Madurai,Peelamedu,1278,3,2,2,1,1,1,Unfurnished,Fair,2008,16,9.47,0.42,2.14,4.96,41.75
TN3534,Erode,KK Nagar,1279,3,2,3,1,0,1,Fully,Average,1990,34,2.22,0.42,2.79,3.23,46.44
TN3535,Hosur,Alwarpet,1772,2,2,1,0,0,1,Semi,Average,1996,28,1.78,3.43,2.95,9.2,72.57
TN3536,Vellore,Perambur,1546,3,2,1,1,0,0,Semi,Excellent,2020,4,1.85,1.4,0.86,8.15,76.64
TN3537,Chennai,Perambur,1300,2,1,2,1,0,0,Semi,Good,1986,38,0.61,3.97,4.68,,83.72
TN3538,Coimbatore,Sholinganallur,2032,2,2,2,1,0,0,Semi,Good,1995,29,3.17,1.56,9.33,2.19,104.64
TN3539,Chennai,T Nagar,2327,2,1,3,1,0,0,Unfurnished,Average,2018,6,0.22,2.96,0.72,5.42,124.58
TN3540,Hosur,Peelamedu,889,2,2,3,1,0,0,Fully,Good,2010,14,2.13,4.41,0.5,2.36,54.53
TN3541,Trichy,Nungambakkam,1685,2,1,2,1,0,0,Unfurnished,Good,2002,22,2.11,2.38,5.36,4.87,68.5
TN3542,Chennai,Adyar,2840,4,4,1,1,0,0,Semi,Good,2005,19,6.14,2.33,1.28,4.52,184.71
TN3543,Trichy,Alwarpet,1576,1,1,1,1,0,0,Fully,Excellent,2020,4,1.87,0.3,3.91,4.42,79.47
TN3544,Trichy,Velachery,1502,3,3,1,0,0,0,Fully,Poor,2006,18,0.37,1.59,4.76,6.54,37.77
TN3545,Coimbatore,Velachery,1425,2,2,1,0,0,1,Unfurnished,Good,2014,10,2.13,2.37,1.55,8.11,73.88
TN3546,Chennai,Singanallur,1671,4,3,2,0,0,1,Unfurnished,Fair,2014,10,0.24,1.86,6.75,5.29,77.89
TN3547,Trichy,Sholinganallur,1790,3,3,2,1,0,1,Unfurnished,Average,1992,32,0.57,6.93,3.19,2.08,64.18
TN3548,Madurai,Sholinganallur,890,3,3,1,0,0,1,Unfurnished,Average,2018,6,0.2,7.11,8.13,4.79,34.17
TN3549,Erode,Ramanathapuram,1438,3,2,2,1,0,0,Fully,Average,1993,31,1.8,5.18,5.76,3.33,48.94
TN3550,Madurai,Nungambakkam,429,3,3,1,1,0,0,Semi,Average,2004,20,0.22,1.41,8.12,8.48,18.4
TN3551,Vellore,Pallavaram,1356,3,3,2,0,0,0,Unfurnished,Good,2009,15,1.58,3.79,0.5,5.89,56.43
TN3552,Madurai,Kodambakkam,1044,2,1,2,1,0,1,Semi,Average,2003,21,6.76,1.51,1.12,5.31,39.64
TN3553,Madurai,Velachery,1603,5,5,2,1,0,1,Semi,Good,1989,35,3.18,0.79,0.5,5.8,81.06
TN3554,Tirunelveli,Gandhipuram,705,3,2,2,0,0,0,Semi,Average,1995,29,0.2,1.26,2.33,4.42,26.44
TN3555,Coimbatore,Perambur,1219,3,3,1,1,0,0,Semi,Fair,1999,25,0.63,0.3,8.83,7,45.93
TN3556,Chennai,T Nagar,1885,3,2,2,1,0,1,Semi,Good,1992,32,2.8,1.21,2.52,3.36,126.01
TN3557,Chennai,Ashok Nagar,1146,3,2,2,1,0,0,Fully,Average,2003,21,5.63,1.85,7.58,6.42,61.26
TN3558,Erode,Saibaba Colony,593,4,4,3,0,0,1,Semi,Average,2007,17,0.2,9.34,1.59,7.68,23.41
TN3559,Trichy,Kodambakkam,1566,3,2,2,1,0,0,Semi,Good,2011,13,4.18,1.13,1.66,2.87,70.42
TN3560,Salem,KK Nagar,1186,3,3,2,2,0,0,Semi,Average,2016,8,2.06,6.98,9.04,5.18,44.3
TN3561,Chennai,T Nagar,1366,2,2,2,1,0,1,Fully,Fair,2010,14,1.97,0.78,2.22,5.33,67.95
TN3562,Chennai,RS Puram,1122,4,3,3,0,0,1,Unfurnished,Average,2011,13,7.91,0.64,6.24,2.35,62.49
TN3563,Chennai,Pallavaram,2338,3,3,1,1,0,1,Fully,Excellent,2003,21,3.44,2.2,1.08,1.76,186.54
TN3564,Coimbatore,Peelamedu,749,2,2,2,1,0,0,Semi,Good,2013,11,4.74,3.35,11.89,2.67,40.99
TN3565,Madurai,Alwarpet,2725,2,1,2,1,0,0,Unfurnished,Good,2017,7,1.09,0.3,3.42,4.4,114.42
TN3566,Coimbatore,Perambur,1274,3,3,2,1,1,1,Semi,Good,2003,21,2.02,0.75,5.7,5.34,79.55
TN3567,Coimbatore,Nungambakkam,1533,5,5,1,1,0,0,Semi,Fair,2021,3,2.39,1.82,0.5,3.76,64.7
TN3568,Tirunelveli,Ramanathapuram,1191,2,1,2,1,0,0,Unfurnished,Average,2003,21,,1.21,2.71,8.36,35.26
TN3569,Coimbatore,Sholinganallur,1173,3,3,1,1,0,1,Semi,Good,2017,7,2.11,3.74,9.25,6.55,62.23
TN3570,Madurai,Perambur,1097,1,1,2,1,0,0,Unfurnished,Fair,2000,24,0.68,2.15,8.38,5.41,32.96
TN3571,Erode,Singanallur,1721,3,2,2,0,1,0,Unfurnished,Average,2007,17,0.39,0.52,0.5,3.64,59.8
TN3572,Coimbatore,Nungambakkam,815,3,3,3,1,0,1,Semi,Average,1991,33,1.17,6.75,1.45,4.64,36.7
TN3573,Trichy,Ashok Nagar,1614,5,5,2,2,1,1,Semi,Average,2010,14,3.36,1.04,2.34,6.7,69.88
TN3574,Tirunelveli,Besant Nagar,467,3,2,1,0,0,0,Fully,Excellent,2016,8,6.2,3.94,0.76,6.34,23.92
TN3575,Hosur,Besant Nagar,1573,4,4,1,1,0,0,Semi,Fair,1996,28,1.53,4.54,5.24,6.32,60.36
TN3576,Chennai,Kodambakkam,1832,3,3,3,0,0,1,Semi,Average,1992,32,2.57,9.9,0.82,3.89,100.36
TN3577,Hosur,Gandhipuram,876,1,1,1,1,0,1,Semi,Fair,1989,35,0.27,2.07,1.7,3.45,30.1
TN3578,Coimbatore,Mylapore,1755,3,2,2,1,0,1,Semi,Excellent,2012,12,5.87,2.87,4.35,1.65,118.84
TN3579,Chennai,Singanallur,1473,3,3,1,0,0,0,Semi,Fair,1989,35,2.1,1.22,2.63,5.56,70
TN3580,Coimbatore,Alwarpet,2169,5,5,2,2,0,0,Fully,Average,2010,14,3.79,3.4,5.37,1.46,104.76
TN3581,Thanjavur,Kodambakkam,1065,4,3,2,0,0,1,Semi,Good,1989,35,3.96,1.87,13,4.47,39.81
TN3582,Coimbatore,Adyar,2717,2,2,1,,1,1,Semi,Good,2006,18,0.74,1.73,0.5,3.66,148.72
TN3583,Coimbatore,Ramanathapuram,400,2,2,1,1,0,1,Unfurnished,Average,1999,25,1.88,5.8,4.95,,15.35
TN3584,Trichy,Chromepet,1302,2,2,3,1,0,0,Fully,Average,1997,27,,0.3,1.05,6.83,49.67
TN3585,Chennai,Alwarpet,686,4,3,2,0,0,0,Semi,Average,2012,12,0.23,6.41,2.14,7.21,41.29
TN3586,Chennai,Gandhipuram,2283,4,4,2,0,0,0,Unfurnished,Average,2017,7,2.87,5.73,0.5,5.9,127.57
TN3587,Chennai,Sholinganallur,1332,4,4,3,1,0,1,Fully,Average,2007,17,8.19,2.12,0.58,2.97,82.7
TN3588,Chennai,Peelamedu,1373,3,2,3,1,0,1,Semi,Average,2017,7,0.89,2.02,1.54,4.46,81.38
TN3589,Chennai,Nungambakkam,1649,3,2,1,0,1,0,Fully,Average,2002,22,4.94,1.35,1.67,2.75,96.35
TN3590,Chennai,Kodambakkam,1448,3,2,3,0,1,0,Semi,Average,2014,10,6.78,15.44,9.19,3.19,85.84
TN3591,Trichy,Saibaba Colony,1183,2,2,1,0,0,0,Semi,Good,2010,14,3.44,0.35,5.42,5.46,46.9
TN3592,Chennai,Kodambakkam,885,3,3,1,1,0,0,Semi,Excellent,2000,24,0.66,2.68,14.33,2.55,74.47
TN3593,Coimbatore,Perambur,1526,1,1,3,1,0,1,Semi,Good,1997,27,1.02,3.43,3.66,3.59,80.41
TN3594,Tirunelveli,Singanallur,1620,2,2,1,0,0,1,Unfurnished,Fair,2017,7,0.2,8.17,1.11,2.36,46.3
TN3595,Coimbatore,Perambur,1763,4,4,1,1,0,0,Fully,Fair,2010,14,4.45,4.55,1.59,5.82,70.73
TN3596,Trichy,Singanallur,2311,4,4,1,0,0,0,Fully,Excellent,1985,39,4.74,3.1,1.54,3.78,118.85
TN3597,Chennai,Chromepet,472,3,3,2,2,1,1,Unfurnished,Average,2022,2,2.5,0.37,1.58,0.5,44.38
TN3598,Chennai,Ramanathapuram,1420,3,2,2,2,0,0,Semi,Fair,1986,38,1.09,1.4,4.47,7.77,67.63
TN3599,Chennai,Gandhipuram,1986,3,2,2,1,0,0,Unfurnished,Good,1990,34,0.2,0.45,3.03,6.53,129.71
TN3600,Chennai,RS Puram,1394,3,3,3,2,0,1,Semi,Good,2022,2,,6.39,1.95,0.5,102.19
TN3601,Chennai,Ashok Nagar,400,4,3,2,1,0,1,Unfurnished,Good,2008,16,3.24,4.15,0.65,5.97,34.88
TN3602,Chennai,Ashok Nagar,869,4,4,1,1,1,1,Semi,Average,2002,22,6.09,4.25,0.5,7.55,59.75
TN3603,Chennai,RS Puram,1598,3,3,3,1,0,0,Unfurnished,Poor,2011,13,3.28,3.17,0.99,4.13,58.14
TN3604,Chennai,Ashok Nagar,1581,2,1,1,1,0,0,Unfurnished,Excellent,1992,32,4.41,2.12,0.5,4.8,116.49
TN3605,Coimbatore,Saibaba Colony,1753,3,2,1,0,0,0,Semi,Average,2012,12,3.43,0.49,6.16,3.86,75.44
TN3606,Chennai,Nungambakkam,1099,3,3,1,1,0,0,Fully,Good,1994,30,2.49,1.2,0.5,5.54,81.14
TN3607,Coimbatore,T Nagar,1567,3,3,2,1,0,1,Semi,Good,2001,23,1.39,0.44,5.15,6.57,86.04
TN3608,Madurai,Kodambakkam,1024,4,4,1,0,0,0,Fully,Good,2013,11,5.81,3.87,1.95,,51.56
TN3609,Salem,Peelamedu,1567,3,3,1,0,0,1,Fully,Average,1990,34,2.63,0.52,0.5,3.09,51.26
TN3610,Chennai,Besant Nagar,1474,2,1,1,1,0,0,Semi,Average,1998,26,1.27,3.63,6.7,4.7,77.06
TN3611,Erode,Nungambakkam,1081,3,2,1,0,0,0,Semi,Good,2006,18,0.22,3.54,3.47,5.12,44.7
TN3612,Trichy,Peelamedu,2151,5,5,2,1,0,1,Semi,Excellent,1990,34,0.86,1.84,1.08,5.31,121.75
TN3613,Chennai,Mylapore,682,2,2,2,2,0,0,Semi,Excellent,2010,14,1.96,0.44,9,4.11,57.43
TN3614,Tirunelveli,Ramanathapuram,1386,3,2,2,1,0,0,Semi,Fair,1996,28,0.81,1.13,0.5,2.74,35.66
TN3615,Hosur,Gandhipuram,1071,3,3,1,1,0,0,Fully,Fair,2019,5,0.63,1.16,0.9,6.47,42.52
TN3616,Chennai,Saibaba Colony,2275,2,1,1,1,1,0,Fully,Excellent,1998,26,1.87,3.62,5.58,,182.27
TN3617,Chennai,Ashok Nagar,1719,3,3,3,1,0,0,Fully,Good,2006,18,0.47,0.36,4.94,,116.04
TN3618,Erode,RS Puram,1158,3,2,1,0,0,0,Semi,Excellent,2007,17,4.03,5.3,1.37,4.54,56.33
TN3619,Salem,Tambaram,1324,3,3,3,2,0,1,Fully,Average,1991,33,1.66,4.29,0.5,5.47,50.27
TN3620,Chennai,Anna Nagar,2288,4,4,1,0,0,1,Semi,Good,2009,15,2.13,0.62,7.81,,147.92
TN3621,Chennai,Adyar,1024,2,2,3,0,0,0,Semi,Good,1997,27,0.4,3.81,1.51,6.01,69.21
TN3622,Coimbatore,Ashok Nagar,656,2,1,1,1,1,0,Unfurnished,Good,2005,19,0.98,3.31,0.87,7,44.82
TN3623,Coimbatore,Mylapore,1581,4,3,2,0,1,1,Fully,Average,1994,30,1.32,4.14,2.9,3.25,76.36
TN3624,Trichy,Ramanathapuram,1591,3,3,2,1,0,0,Semi,Poor,1993,31,4.13,0.63,9.64,5.28,42.01
TN3625,Coimbatore,Chromepet,1750,3,3,2,0,0,1,Unfurnished,Good,1999,25,3.68,0.51,0.5,4.99,91.77
TN3626,Coimbatore,Gandhipuram,1753,4,4,1,0,1,1,Unfurnished,Average,1986,38,0.63,0.81,5.81,3.82,81.07
TN3627,Salem,Peelamedu,,3,3,2,0,0,0,Unfurnished,Average,2009,15,2.39,1.37,3.4,0.69,70.64
TN3628,Chennai,Tambaram,677,3,2,2,0,1,1,Fully,Excellent,1997,27,0.7,4.73,2.22,5.21,67.44
TN3629,Chennai,Peelamedu,909,2,1,1,1,0,1,Fully,Average,2018,6,11.11,4.02,5.45,5.43,48.62
TN3630,Salem,Perambur,1748,2,1,1,1,0,1,Unfurnished,Good,2018,6,7.6,7.79,13.5,6.67,64.59
TN3631,Tirunelveli,Pallavaram,952,2,2,2,1,0,0,Semi,Fair,2019,5,2.07,0.3,1.04,,32.58
TN3632,Madurai,KK Nagar,795,4,4,1,2,0,0,Semi,Good,2022,2,3,0.3,0.62,3.17,43.39
TN3633,Madurai,Perambur,2290,2,1,2,0,0,1,Unfurnished,Excellent,1987,37,4.04,3.6,9.76,2.67,108.5
TN3634,Chennai,Anna Nagar,721,3,3,1,1,0,0,Unfurnished,Fair,1990,34,3.19,0.98,4.42,0.5,34.74
TN3635,Coimbatore,Gandhipuram,1292,4,3,2,0,0,1,Unfurnished,Poor,2003,21,3.01,1.22,2.3,3.69,43.74
