date,day_of_week,is_weekend,hour,shift,calls_received,calls_abandoned,calls_resolved,total_call_duration_min,avg_wait_time_min,base_lambda,abandon_rate,resolution_rate
4/2/2024,Tue,FALSE,10,Morning,58,6,46,358.8,12.34,63.31,0.103,0.793
4/2/2024,Tue,FALSE,11,Morning,50,6,37,242.6,0.65,60.29,0.12,0.74
4/2/2024,Tue,FALSE,12,Morning,49,4,40,252.6,0.18,48.23,0.082,0.816
4/2/2024,Tue,FALSE,13,Morning,48,1,41,214.2,7.61,51.25,0.021,0.854
4/2/2024,Tue,FALSE,14,Evening,59,7,42,250.3,12.45,60.29,0.119,0.712
4/2/2024,Tue,FALSE,15,Evening,55,6,46,299.7,4.79,57.28,0.109,0.836
4/2/2024,Tue,FALSE,16,Evening,54,4,42,216.3,0.09,51.25,0.074,0.778
4/2/2024,Tue,FALSE,17,Evening,37,2,28,184.3,5.5,42.21,0.054,0.757
4/2/2024,Tue,FALSE,18,Evening,28,2,24,143,2.29,33.16,0.071,0.857
4/2/2024,Tue,FALSE,19,Evening,29,0,22,129.1,2.19,27.13,0,0.759
4/2/2024,Tue,FALSE,20,Night,23,0,22,119.2,0.25,21.1,0,0.957
4/2/2024,Tue,FALSE,21,Night,23,1,19,71.2,3.9,18.09,0.043,0.826
4/2/2024,Tue,FALSE,22,Night,12,2,9,64.2,0.72,15.07,0.167,0.75
4/2/2024,Tue,FALSE,23,Night,9,0,9,22.8,1.43,12.06,0,1
4/3/2024,Wed,FALSE,0,Night,6,0,6,27.7,0.71,9.05,0,1
4/3/2024,Wed,FALSE,1,Night,5,0,3,15.7,0.46,6.03,0,0.6
4/3/2024,Wed,FALSE,2,Night,5,0,3,11.1,0.02,4.53,0,0.6
4/3/2024,Wed,FALSE,3,Night,3,0,2,14.6,0.19,3.62,0,0.667
4/3/2024,Wed,FALSE,4,Night,3,0,3,14,0.16,4.53,0,1
4/3/2024,Wed,FALSE,5,Night,9,1,8,33.9,0.62,9.05,0.111,0.889
4/3/2024,Wed,FALSE,6,Morning,22,3,16,105.2,1.15,21.12,0.136,0.727
4/3/2024,Wed,FALSE,7,Morning,38,1,31,153.9,0.73,33.19,0.026,0.816
4/3/2024,Wed,FALSE,8,Morning,50,6,38,219.3,0.21,45.25,0.12,0.76
4/3/2024,Wed,FALSE,9,Morning,47,5,39,218.2,0.74,54.31,0.106,0.83
4/3/2024,Wed,FALSE,10,Morning,54,3,43,225.4,1.7,63.36,0.056,0.796
4/3/2024,Wed,FALSE,11,Morning,59,4,47,234.7,1.57,60.34,0.068,0.797
4/3/2024,Wed,FALSE,12,Morning,40,1,34,182.7,2.54,48.27,0.025,0.85
4/3/2024,Wed,FALSE,13,Morning,52,2,44,302.8,4.07,51.29,0.038,0.846
4/3/2024,Wed,FALSE,14,Evening,57,2,50,256.8,7.33,60.34,0.035,0.877
4/3/2024,Wed,FALSE,15,Evening,65,6,50,286,6.55,57.32,0.092,0.769
4/3/2024,Wed,FALSE,16,Evening,51,4,38,197.5,2.19,51.29,0.078,0.745
4/3/2024,Wed,FALSE,17,Evening,47,1,40,212.4,2.1,42.24,0.021,0.851
4/3/2024,Wed,FALSE,18,Evening,35,3,29,188.5,4.6,33.19,0.086,0.829
4/3/2024,Wed,FALSE,19,Evening,19,0,17,51.7,4.31,27.15,0,0.895
4/3/2024,Wed,FALSE,20,Night,14,0,11,102.2,1.63,21.12,0,0.786
4/3/2024,Wed,FALSE,21,Night,14,1,12,67,0.61,18.1,0.071,0.857
4/3/2024,Wed,FALSE,22,Night,16,2,13,37.9,0.53,15.08,0.125,0.812
4/3/2024,Wed,FALSE,23,Night,11,1,10,50.4,0.24,12.07,0.091,0.909
4/4/2024,Thu,FALSE,0,Night,7,1,6,34.2,0.36,9.06,0.143,0.857
4/4/2024,Thu,FALSE,1,Night,10,0,9,45,0.12,6.04,0,0.9
4/4/2024,Thu,FALSE,2,Night,5,0,5,12.9,0,4.53,0,1
4/4/2024,Thu,FALSE,3,Night,4,0,4,6,0.03,3.62,0,1
4/4/2024,Thu,FALSE,4,Night,3,0,2,10.6,0.39,4.53,0,0.667
4/4/2024,Thu,FALSE,5,Night,6,0,5,29.8,1.12,9.06,0,0.833
4/4/2024,Thu,FALSE,6,Morning,18,2,13,83.1,3.57,21.14,0.111,0.722
4/4/2024,Thu,FALSE,7,Morning,31,4,22,119.8,3.71,33.21,0.129,0.71
4/4/2024,Thu,FALSE,8,Morning,54,5,41,264.5,4.55,45.29,0.093,0.759
4/4/2024,Thu,FALSE,9,Morning,58,5,49,215.4,0.68,54.35,0.086,0.845
4/4/2024,Thu,FALSE,10,Morning,68,6,56,287.7,0.46,63.41,0.088,0.824
4/4/2024,Thu,FALSE,11,Morning,58,3,49,302.8,1.29,60.39,0.052,0.845
4/4/2024,Thu,FALSE,12,Morning,58,7,45,286.3,3.93,48.31,0.121,0.776
4/4/2024,Thu,FALSE,13,Morning,45,4,37,262.5,1.15,51.33,0.089,0.822
4/4/2024,Thu,FALSE,14,Evening,58,3,46,244.1,11.17,60.39,0.052,0.793
4/4/2024,Thu,FALSE,15,Evening,56,5,50,248,3.17,57.37,0.089,0.893
4/4/2024,Thu,FALSE,16,Evening,47,4,37,203.8,10.34,51.33,0.085,0.787
4/4/2024,Thu,FALSE,17,Evening,29,4,19,128.3,15.35,42.27,0.138,0.655
4/4/2024,Thu,FALSE,18,Evening,34,4,27,134.7,0.65,33.21,0.118,0.794
4/4/2024,Thu,FALSE,19,Evening,26,0,24,129.3,0.5,27.17,0,0.923
4/4/2024,Thu,FALSE,20,Night,25,4,17,74.7,0.9,21.14,0.16,0.68
4/4/2024,Thu,FALSE,21,Night,13,1,10,66.8,1.67,18.12,0.077,0.769
4/4/2024,Thu,FALSE,22,Night,8,2,5,22.6,1.38,15.1,0.25,0.625
4/4/2024,Thu,FALSE,23,Night,10,0,9,33.7,1,12.08,0,0.9
4/5/2024,Fri,FALSE,0,Night,7,1,6,22.7,1.32,9.06,0.143,0.857
4/5/2024,Fri,FALSE,1,Night,3,0,3,6.9,0.82,6.04,0,1
4/5/2024,Fri,FALSE,2,Night,8,1,7,30.8,0.02,4.53,0.125,0.875
4/5/2024,Fri,FALSE,3,Night,8,0,7,23.7,0.05,3.63,0,0.875
4/5/2024,Fri,FALSE,4,Night,4,0,3,14.6,0.49,4.53,0,0.75
4/5/2024,Fri,FALSE,5,Night,15,0,11,57.2,0.35,9.06,0,0.733
4/5/2024,Fri,FALSE,6,Morning,34,1,32,145.8,0.89,21.15,0.029,0.941
4/5/2024,Fri,FALSE,7,Morning,30,3,18,118.6,5.2,33.24,0.1,0.6
4/5/2024,Fri,FALSE,8,Morning,55,3,36,266.4,13.31,45.32,0.055,0.655
4/5/2024,Fri,FALSE,9,Morning,37,4,31,181.2,7.3,54.39,0.108,0.838
4/5/2024,Fri,FALSE,10,Morning,47,2,38,216.4,15.24,63.45,0.043,0.809
4/5/2024,Fri,FALSE,11,Morning,67,8,44,281.2,1.03,60.43,0.119,0.657
4/5/2024,Fri,FALSE,12,Morning,57,4,44,237.3,0.69,48.35,0.07,0.772
4/5/2024,Fri,FALSE,13,Morning,59,5,42,226.6,6.81,51.37,0.085,0.712
4/5/2024,Fri,FALSE,14,Evening,62,5,52,308.3,0.36,60.43,0.081,0.839
4/5/2024,Fri,FALSE,15,Evening,67,3,57,353.2,0.15,57.41,0.045,0.851
4/5/2024,Fri,FALSE,16,Evening,52,6,42,219.1,3.99,51.37,0.115,0.808
4/5/2024,Fri,FALSE,17,Evening,45,0,35,208.3,1.51,42.3,0,0.778
4/5/2024,Fri,FALSE,18,Evening,35,2,29,115.1,2.8,33.24,0.057,0.829
4/5/2024,Fri,FALSE,19,Evening,34,1,29,164,0.5,27.19,0.029,0.853
4/5/2024,Fri,FALSE,20,Night,17,2,14,88.2,0.06,21.15,0.118,0.824
4/5/2024,Fri,FALSE,21,Night,15,0,12,60.4,4.73,18.13,0,0.8
4/5/2024,Fri,FALSE,22,Night,10,0,8,37.6,1.94,15.11,0,0.8
4/5/2024,Fri,FALSE,23,Night,13,1,11,72.3,0.01,12.09,0.077,0.846
4/6/2024,Sat,TRUE,0,Night,3,0,3,20.6,1.38,4.99,0,1
4/6/2024,Sat,TRUE,1,Night,3,0,2,7.9,0.28,3.33,0,0.667
4/6/2024,Sat,TRUE,2,Night,4,2,2,30.2,0.03,2.49,0.5,0.5
4/6/2024,Sat,TRUE,3,Night,1,0,1,0.6,0.05,2,0,1
4/6/2024,Sat,TRUE,4,Night,4,0,3,12.7,0.21,2.49,0,0.75
4/6/2024,Sat,TRUE,5,Night,4,0,3,4.4,0.03,4.99,0,0.75
4/6/2024,Sat,TRUE,6,Morning,17,1,11,86.2,1.23,11.64,0.059,0.647
4/6/2024,Sat,TRUE,7,Morning,15,1,12,59.1,0.82,18.3,0.067,0.8
4/6/2024,Sat,TRUE,8,Morning,22,1,20,134.9,2.01,24.95,0.045,0.909
4/6/2024,Sat,TRUE,9,Morning,42,6,33,151,3.91,29.94,0.143,0.786
4/6/2024,Sat,TRUE,10,Morning,35,3,27,142.1,9.27,34.93,0.086,0.771
4/6/2024,Sat,TRUE,11,Morning,39,2,32,178.6,5.04,33.26,0.051,0.821
4/6/2024,Sat,TRUE,12,Morning,15,0,12,92.9,0.25,26.61,0,0.8
4/6/2024,Sat,TRUE,13,Morning,34,0,30,129.7,1.16,28.27,0,0.882
4/6/2024,Sat,TRUE,14,Evening,26,2,21,128.1,0.26,33.26,0.077,0.808
4/6/2024,Sat,TRUE,15,Evening,38,0,36,134.2,0.56,31.6,0,0.947
4/6/2024,Sat,TRUE,16,Evening,24,4,15,107.6,2.2,28.27,0.167,0.625
4/6/2024,Sat,TRUE,17,Evening,20,2,14,102.2,1.2,23.28,0.1,0.7
4/6/2024,Sat,TRUE,18,Evening,16,1,12,52.9,1.03,18.3,0.062,0.75
4/6/2024,Sat,TRUE,19,Evening,21,1,16,101.9,2.34,14.97,0.048,0.762
4/6/2024,Sat,TRUE,20,Night,10,2,8,22.5,5.44,11.64,0.2,0.8
4/6/2024,Sat,TRUE,21,Night,14,0,11,68.2,0.39,9.98,0,0.786
4/6/2024,Sat,TRUE,22,Night,12,0,9,74.5,0.5,8.32,0,0.75
4/6/2024,Sat,TRUE,23,Night,5,1,4,20.8,0.14,6.65,0.2,0.8
4/7/2024,Sun,TRUE,0,Night,6,2,4,35.5,0.15,4.99,0.333,0.667
4/7/2024,Sun,TRUE,1,Night,1,0,1,0.2,0.31,3.33,0,1
4/7/2024,Sun,TRUE,2,Night,3,0,3,8.7,0.16,2.5,0,1
4/7/2024,Sun,TRUE,3,Night,1,0,1,0.5,0.01,2,0,1
4/7/2024,Sun,TRUE,4,Night,2,1,1,0.2,0.36,2.5,0.5,0.5
4/7/2024,Sun,TRUE,5,Night,6,1,4,12.5,0.05,4.99,0.167,0.667
4/7/2024,Sun,TRUE,6,Morning,16,1,12,57.8,0.7,11.65,0.062,0.75
4/7/2024,Sun,TRUE,7,Morning,14,1,10,50.1,5.62,18.31,0.071,0.714
4/7/2024,Sun,TRUE,8,Morning,25,3,21,111.5,4.68,24.97,0.12,0.84
4/7/2024,Sun,TRUE,9,Morning,26,2,22,85.4,2.58,29.96,0.077,0.846
4/7/2024,Sun,TRUE,10,Morning,39,2,30,175.6,2.44,34.95,0.051,0.769
4/7/2024,Sun,TRUE,11,Morning,42,1,35,153,5.21,33.29,0.024,0.833
4/7/2024,Sun,TRUE,12,Morning,28,2,23,128,8.21,26.63,0.071,0.821
4/7/2024,Sun,TRUE,13,Morning,31,1,26,175.8,3.08,28.3,0.032,0.839
4/7/2024,Sun,TRUE,14,Evening,40,6,27,241.4,6.13,33.29,0.15,0.675
4/7/2024,Sun,TRUE,15,Evening,28,2,22,128.1,1.58,31.63,0.071,0.786
4/7/2024,Sun,TRUE,16,Evening,34,7,24,148.6,3.51,28.3,0.206,0.706
4/7/2024,Sun,TRUE,17,Evening,19,0,15,84,0.07,23.3,0,0.789
4/7/2024,Sun,TRUE,18,Evening,21,4,13,99.5,0.8,18.31,0.19,0.619
4/7/2024,Sun,TRUE,19,Evening,10,0,6,34.7,1.95,14.98,0,0.6
4/7/2024,Sun,TRUE,20,Night,15,1,11,40.9,1.28,11.65,0.067,0.733
4/7/2024,Sun,TRUE,21,Night,9,1,8,31.8,1.71,9.99,0.111,0.889
4/7/2024,Sun,TRUE,22,Night,10,1,9,47.8,1.35,8.32,0.1,0.9
4/7/2024,Sun,TRUE,23,Night,10,1,6,43.4,0.44,6.66,0.1,0.6
4/8/2024,Mon,FALSE,0,Night,7,0,7,33.3,1.01,9.09,0,1
4/8/2024,Mon,FALSE,1,Night,5,0,5,7.3,0.39,6.06,0,1
4/8/2024,Mon,FALSE,2,Night,4,0,4,13.8,0.38,4.54,0,1
4/8/2024,Mon,FALSE,3,Night,4,0,4,18.6,0.2,3.63,0,1
4/8/2024,Mon,FALSE,4,Night,4,1,3,37.3,0.17,4.54,0.25,0.75
4/8/2024,Mon,FALSE,5,Night,9,1,7,42.2,0.2,9.09,0.111,0.778
4/8/2024,Mon,FALSE,6,Morning,18,3,13,103.1,1.64,21.2,0.167,0.722
4/8/2024,Mon,FALSE,7,Morning,34,5,26,122.8,2.16,33.32,0.147,0.765
4/8/2024,Mon,FALSE,8,Morning,49,3,41,233.7,0.79,45.43,0.061,0.837
4/8/2024,Mon,FALSE,9,Morning,63,5,54,278.2,0.21,54.52,0.079,0.857
4/8/2024,Mon,FALSE,10,Morning,74,4,62,357.6,2.98,63.6,0.054,0.838
4/8/2024,Mon,FALSE,11,Morning,62,8,47,234.1,7.41,60.57,0.129,0.758
4/8/2024,Mon,FALSE,12,Morning,49,4,40,208.4,6.94,48.46,0.082,0.816
4/8/2024,Mon,FALSE,13,Morning,56,2,46,253,3.01,51.49,0.036,0.821
4/8/2024,Mon,FALSE,14,Evening,56,3,49,278,1.66,60.57,0.054,0.875
4/8/2024,Mon,FALSE,15,Evening,66,6,53,290.6,1.21,57.54,0.091,0.803
4/8/2024,Mon,FALSE,16,Evening,46,9,33,242.3,2.38,51.49,0.196,0.717
4/8/2024,Mon,FALSE,17,Evening,45,3,36,197.8,5.94,42.4,0.067,0.8
4/8/2024,Mon,FALSE,18,Evening,34,7,24,119.6,3.17,33.32,0.206,0.706
4/8/2024,Mon,FALSE,19,Evening,31,5,24,135.8,0.67,27.26,0.161,0.774
4/8/2024,Mon,FALSE,20,Night,24,5,16,84.3,1.36,21.2,0.208,0.667
4/8/2024,Mon,FALSE,21,Night,15,2,11,93.2,2.8,18.17,0.133,0.733
4/8/2024,Mon,FALSE,22,Night,20,2,16,86.9,0.18,15.14,0.1,0.8
4/8/2024,Mon,FALSE,23,Night,12,1,5,58.1,0.05,12.11,0.083,0.417
4/9/2024,Tue,FALSE,0,Night,7,1,6,34.1,0.13,9.09,0.143,0.857
4/9/2024,Tue,FALSE,1,Night,8,2,5,27.9,0.14,6.06,0.25,0.625
4/9/2024,Tue,FALSE,2,Night,7,0,6,37.1,0.2,4.55,0,0.857
4/9/2024,Tue,FALSE,3,Night,5,0,4,7.3,0.41,3.64,0,0.8
4/9/2024,Tue,FALSE,4,Night,7,0,7,22,0.43,4.55,0,1
4/9/2024,Tue,FALSE,5,Night,9,1,8,57.4,0.19,9.09,0.111,0.889
4/9/2024,Tue,FALSE,6,Morning,18,2,14,85.9,0.35,21.22,0.111,0.778
4/9/2024,Tue,FALSE,7,Morning,37,4,30,218.9,0.58,33.34,0.108,0.811
4/9/2024,Tue,FALSE,8,Morning,46,5,35,183.4,2.39,45.47,0.109,0.761
4/9/2024,Tue,FALSE,9,Morning,53,4,42,202.9,5.96,54.56,0.075,0.792
4/9/2024,Tue,FALSE,10,Morning,58,2,46,248.8,9.73,63.65,0.034,0.793
4/9/2024,Tue,FALSE,11,Morning,57,2,51,273.6,3.31,60.62,0.035,0.895
4/9/2024,Tue,FALSE,12,Morning,51,5,40,161.5,9.51,48.5,0.098,0.784
4/9/2024,Tue,FALSE,13,Morning,61,6,41,269,7.85,51.53,0.098,0.672
4/9/2024,Tue,FALSE,14,Evening,72,6,59,275.2,7.76,60.62,0.083,0.819
4/9/2024,Tue,FALSE,15,Evening,46,4,36,202.6,9.32,57.59,0.087,0.783
4/9/2024,Tue,FALSE,16,Evening,56,3,48,261.9,4.52,51.53,0.054,0.857
4/9/2024,Tue,FALSE,17,Evening,38,1,33,144.4,0.79,42.43,0.026,0.868
4/9/2024,Tue,FALSE,18,Evening,28,1,26,98,4.75,33.34,0.036,0.929
4/9/2024,Tue,FALSE,19,Evening,19,2,10,81.9,2.99,27.28,0.105,0.526
4/9/2024,Tue,FALSE,20,Night,18,1,15,81.9,2.46,21.22,0.056,0.833
4/9/2024,Tue,FALSE,21,Night,18,3,13,94.4,0.82,18.19,0.167,0.722
4/9/2024,Tue,FALSE,22,Night,8,1,6,30.9,1.89,15.16,0.125,0.75
4/9/2024,Tue,FALSE,23,Night,9,0,9,33.7,0.63,12.12,0,1
4/10/2024,Wed,FALSE,0,Night,7,1,4,28.1,0.37,9.1,0.143,0.571
4/10/2024,Wed,FALSE,1,Night,4,1,2,27.5,0.17,6.07,0.25,0.5
4/10/2024,Wed,FALSE,2,Night,5,1,3,16,0,4.55,0.2,0.6
4/10/2024,Wed,FALSE,3,Night,2,0,1,4.8,0.21,3.64,0,0.5
4/10/2024,Wed,FALSE,4,Night,5,0,4,23.6,0.12,4.55,0,0.8
4/10/2024,Wed,FALSE,5,Night,8,1,6,47.4,0.46,9.1,0.125,0.75
4/10/2024,Wed,FALSE,6,Morning,14,0,12,61.6,6.49,21.23,0,0.857
4/10/2024,Wed,FALSE,7,Morning,32,3,26,114.8,0.05,33.37,0.094,0.812
4/10/2024,Wed,FALSE,8,Morning,41,2,36,150.4,4.27,45.5,0.049,0.878
4/10/2024,Wed,FALSE,9,Morning,80,6,61,399.1,3.36,54.6,0.075,0.762
4/10/2024,Wed,FALSE,10,Morning,55,5,47,266.7,0.99,63.7,0.091,0.855
4/10/2024,Wed,FALSE,11,Morning,59,3,49,289.4,4.32,60.67,0.051,0.831
4/10/2024,Wed,FALSE,12,Morning,53,3,45,256.4,3.87,48.53,0.057,0.849
4/10/2024,Wed,FALSE,13,Morning,50,6,41,211.7,0.84,51.57,0.12,0.82
4/10/2024,Wed,FALSE,14,Evening,56,4,42,258.5,0.4,60.67,0.071,0.75
4/10/2024,Wed,FALSE,15,Evening,56,5,43,238.2,4.49,57.63,0.089,0.768
4/10/2024,Wed,FALSE,16,Evening,56,1,53,231.3,0.17,51.57,0.018,0.946
4/10/2024,Wed,FALSE,17,Evening,44,2,36,203.1,1.29,42.47,0.045,0.818
4/10/2024,Wed,FALSE,18,Evening,35,3,27,142.7,1.12,33.37,0.086,0.771
4/10/2024,Wed,FALSE,19,Evening,35,2,30,130.8,0.55,27.3,0.057,0.857
4/10/2024,Wed,FALSE,20,Night,17,1,14,67.7,1.4,21.23,0.059,0.824
4/10/2024,Wed,FALSE,21,Night,12,0,9,64.5,0.1,18.2,0,0.75
4/10/2024,Wed,FALSE,22,Night,18,1,17,61.1,3.26,15.17,0.056,0.944
4/10/2024,Wed,FALSE,23,Night,12,1,8,52.4,0.94,12.13,0.083,0.667
4/11/2024,Thu,FALSE,0,Night,12,1,11,50.7,0.54,9.11,0.083,0.917
4/11/2024,Thu,FALSE,1,Night,5,1,3,15.3,0.17,6.07,0.2,0.6
4/11/2024,Thu,FALSE,2,Night,6,0,5,13.1,1.1,4.55,0,0.833
4/11/2024,Thu,FALSE,3,Night,6,3,3,14.7,0.05,3.64,0.5,0.5
4/11/2024,Thu,FALSE,4,Night,3,0,3,9.6,0.24,4.55,0,1
4/11/2024,Thu,FALSE,5,Night,4,2,2,22.6,0.58,9.11,0.5,0.5
4/11/2024,Thu,FALSE,6,Morning,16,1,12,71.5,0.66,21.25,0.062,0.75
4/11/2024,Thu,FALSE,7,Morning,31,3,23,145.6,3.03,33.39,0.097,0.742
4/11/2024,Thu,FALSE,8,Morning,48,6,39,206.5,3.19,45.54,0.125,0.812
4/11/2024,Thu,FALSE,9,Morning,47,3,41,232.2,2.11,54.64,0.064,0.872
4/11/2024,Thu,FALSE,10,Morning,66,5,49,309.6,0.81,63.75,0.076,0.742
4/11/2024,Thu,FALSE,11,Morning,62,1,47,272.8,4.92,60.71,0.016,0.758
4/11/2024,Thu,FALSE,12,Morning,47,6,34,263.9,0.53,48.57,0.128,0.723
4/11/2024,Thu,FALSE,13,Morning,41,4,34,178.2,0.11,51.61,0.098,0.829
4/11/2024,Thu,FALSE,14,Evening,70,5,54,314.1,9.91,60.71,0.071,0.771
4/11/2024,Thu,FALSE,15,Evening,56,7,43,217.7,11.43,57.68,0.125,0.768
4/11/2024,Thu,FALSE,16,Evening,51,4,42,230.4,4.44,51.61,0.078,0.824
4/11/2024,Thu,FALSE,17,Evening,45,5,40,194.9,9,42.5,0.111,0.889
4/11/2024,Thu,FALSE,18,Evening,32,3,25,142.7,5.72,33.39,0.094,0.781
4/11/2024,Thu,FALSE,19,Evening,19,4,14,117.7,3.16,27.32,0.211,0.737
4/11/2024,Thu,FALSE,20,Night,23,1,21,97.6,0.99,21.25,0.043,0.913
4/11/2024,Thu,FALSE,21,Night,18,1,16,63,2.39,18.21,0.056,0.889
4/11/2024,Thu,FALSE,22,Night,19,2,15,70.4,0.13,15.18,0.105,0.789
4/11/2024,Thu,FALSE,23,Night,10,1,9,46.2,0.75,12.14,0.1,0.9
4/12/2024,Fri,FALSE,0,Night,12,0,12,63.9,1.25,9.11,0,1
4/12/2024,Fri,FALSE,1,Night,7,0,5,53.9,0.31,6.08,0,0.714
4/12/2024,Fri,FALSE,2,Night,7,0,6,58.4,0.27,4.56,0,0.857
4/12/2024,Fri,FALSE,3,Night,1,1,0,0.4,0.1,3.65,1,0
4/12/2024,Fri,FALSE,4,Night,3,0,3,19.1,0.25,4.56,0,1
4/12/2024,Fri,FALSE,5,Night,13,2,10,46.2,1.51,9.11,0.154,0.769
4/12/2024,Fri,FALSE,6,Morning,15,0,12,58.5,0.27,21.27,0,0.8
4/12/2024,Fri,FALSE,7,Morning,42,5,32,202.8,0.8,33.42,0.119,0.762
4/12/2024,Fri,FALSE,8,Morning,35,2,26,119.7,2.95,45.57,0.057,0.743
4/12/2024,Fri,FALSE,9,Morning,62,5,48,263,15.69,54.68,0.081,0.774
4/12/2024,Fri,FALSE,10,Morning,73,7,57,423.3,5.75,63.8,0.096,0.781
4/12/2024,Fri,FALSE,11,Morning,52,3,46,275,12.03,60.76,0.058,0.885
4/12/2024,Fri,FALSE,12,Morning,49,7,35,264.7,4.91,48.61,0.143,0.714
4/12/2024,Fri,FALSE,13,Morning,50,4,34,211.7,4.12,51.65,0.08,0.68
4/12/2024,Fri,FALSE,14,Evening,62,4,49,295.6,4.33,60.76,0.065,0.79
4/12/2024,Fri,FALSE,15,Evening,65,3,56,346,2.09,57.72,0.046,0.862
4/12/2024,Fri,FALSE,16,Evening,68,8,56,294.8,5.06,51.65,0.118,0.824
4/12/2024,Fri,FALSE,17,Evening,47,2,40,184.2,1.56,42.53,0.043,0.851
4/12/2024,Fri,FALSE,18,Evening,42,2,34,168.9,1.35,33.42,0.048,0.81
4/12/2024,Fri,FALSE,19,Evening,31,4,25,147.7,6.88,27.34,0.129,0.806
4/12/2024,Fri,FALSE,20,Night,23,2,16,98.1,6.37,21.27,0.087,0.696
4/12/2024,Fri,FALSE,21,Night,28,8,14,156.4,0.11,18.23,0.286,0.5
4/12/2024,Fri,FALSE,22,Night,13,0,11,53.3,0.8,15.19,0,0.846
4/12/2024,Fri,FALSE,23,Night,13,1,9,41.6,0.34,12.15,0.077,0.692
4/13/2024,Sat,TRUE,0,Night,8,1,4,14.9,1.53,5.02,0.125,0.5
4/13/2024,Sat,TRUE,1,Night,2,0,2,7.4,1.08,3.34,0,1
4/13/2024,Sat,TRUE,2,Night,1,0,1,3.1,0.01,2.51,0,1
4/13/2024,Sat,TRUE,3,Night,0,0,0,0,0,2.01,0,0
4/13/2024,Sat,TRUE,4,Night,3,1,2,9.8,0.44,2.51,0.333,0.667
4/13/2024,Sat,TRUE,5,Night,7,1,5,28.6,0.02,5.02,0.143,0.714
4/13/2024,Sat,TRUE,6,Morning,9,2,6,26.6,0.41,11.71,0.222,0.667
4/13/2024,Sat,TRUE,7,Morning,16,1,12,97.9,1.96,18.39,0.062,0.75
4/13/2024,Sat,TRUE,8,Morning,36,3,28,148.6,8.64,25.08,0.083,0.778
4/13/2024,Sat,TRUE,9,Morning,31,4,25,120.8,4.83,30.1,0.129,0.806
4/13/2024,Sat,TRUE,10,Morning,34,4,25,141.7,7.42,35.12,0.118,0.735
4/13/2024,Sat,TRUE,11,Morning,40,4,33,165.3,10.8,33.44,0.1,0.825
4/13/2024,Sat,TRUE,12,Morning,22,8,13,61.2,7.71,26.75,0.364,0.591
4/13/2024,Sat,TRUE,13,Morning,37,1,31,157.4,1.7,28.43,0.027,0.838
4/13/2024,Sat,TRUE,14,Evening,27,2,24,151.2,7.19,33.44,0.074,0.889
4/13/2024,Sat,TRUE,15,Evening,33,1,25,141.8,2.5,31.77,0.03,0.758
4/13/2024,Sat,TRUE,16,Evening,25,1,21,91.3,1.43,28.43,0.04,0.84
4/13/2024,Sat,TRUE,17,Evening,24,0,21,132,3.52,23.41,0,0.875
4/13/2024,Sat,TRUE,18,Evening,17,4,11,98.4,1.03,18.39,0.235,0.647
4/13/2024,Sat,TRUE,19,Evening,10,0,9,58.5,1.37,15.05,0,0.9
4/13/2024,Sat,TRUE,20,Night,6,0,6,31.3,1.21,11.71,0,1
4/13/2024,Sat,TRUE,21,Night,11,2,5,45.5,0.47,10.03,0.182,0.455
4/13/2024,Sat,TRUE,22,Night,10,3,6,52.9,0.47,8.36,0.3,0.6
4/13/2024,Sat,TRUE,23,Night,6,1,4,21.4,2.05,6.69,0.167,0.667
4/14/2024,Sun,TRUE,0,Night,0,0,0,0,0,5.02,0,0
4/14/2024,Sun,TRUE,1,Night,4,0,3,10.8,0.03,3.35,0,0.75
4/14/2024,Sun,TRUE,2,Night,2,0,2,5.2,0.19,2.51,0,1
4/14/2024,Sun,TRUE,3,Night,2,1,1,5,0.06,2.01,0.5,0.5
4/14/2024,Sun,TRUE,4,Night,3,1,1,16.2,0.08,2.51,0.333,0.333
4/14/2024,Sun,TRUE,5,Night,3,0,2,6.7,1.17,5.02,0,0.667
4/14/2024,Sun,TRUE,6,Morning,14,1,12,89.8,0.73,11.71,0.071,0.857
4/14/2024,Sun,TRUE,7,Morning,18,1,16,94.6,8.54,18.41,0.056,0.889
4/14/2024,Sun,TRUE,8,Morning,26,3,22,118.9,0.13,25.1,0.115,0.846
4/14/2024,Sun,TRUE,9,Morning,21,3,18,100.5,4.49,30.12,0.143,0.857
4/14/2024,Sun,TRUE,10,Morning,37,2,32,176.5,0.43,35.14,0.054,0.865
4/14/2024,Sun,TRUE,11,Morning,54,5,40,281.6,0.65,33.47,0.093,0.741
4/14/2024,Sun,TRUE,12,Morning,28,3,23,144,5.98,26.78,0.107,0.821
4/14/2024,Sun,TRUE,13,Morning,25,2,19,58.3,4.41,28.45,0.08,0.76
4/14/2024,Sun,TRUE,14,Evening,29,3,24,108.4,1.42,33.47,0.103,0.828
4/14/2024,Sun,TRUE,15,Evening,25,2,18,134.9,3.11,31.8,0.08,0.72
4/14/2024,Sun,TRUE,16,Evening,15,1,14,82.7,1.78,28.45,0.067,0.933
4/14/2024,Sun,TRUE,17,Evening,26,2,24,129,0.88,23.43,0.077,0.923
4/14/2024,Sun,TRUE,18,Evening,10,0,10,42.5,0.35,18.41,0,1
4/14/2024,Sun,TRUE,19,Evening,15,1,14,46.5,0.25,15.06,0.067,0.933
