customer_id,city,age,gender,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,kmeans_cluster,segment
CUST12042,Mumbai,30,Female,160,2,2499.39,1249.7,2,1,1,4,3,At-Risk
CUST12043,Chennai,28,Male,66,8,7310.87,913.86,3,3,3,9,3,At-Risk
CUST12044,Pune,36,Male,365,2,2618.811343,717.44,1,1,2,4,1,Lost
CUST12045,Delhi,42,Female,45,8,5005.15,625.64,4,3,2,9,3,At-Risk
CUST12046,Chennai,60,Female,77,7,10768.42,1538.35,3,3,4,10,3,At-Risk
CUST12047,Delhi,43,Male,365,1,3857.513671,3287.18,1,1,2,4,3,At-Risk
CUST12048,Mumbai,47,Male,345,2,2726.04,1363.02,1,1,2,4,3,At-Risk
CUST12049,Chennai,28,Female,11,11,16271.69,1479.24,5,4,4,13,0,Champions
CUST12050,Bengaluru,23,Female,208,2,923.08,461.54,2,1,1,4,1,Lost
CUST12051,Bengaluru,35,Male,16,19,37802.43807,1473.63,5,5,5,15,0,Champions
CUST12052,Chennai,35,Male,15,12,42334.26,3527.86,5,4,5,14,0,Champions
CUST12053,Kochi,22,Female,62,12,14776.08,1231.34,3,4,4,11,2,Loyal Customers
CUST12054,Hyderabad,32,Female,38,6,17128.43,2854.74,4,3,4,11,3,At-Risk
CUST12055,Delhi,38,Other,255,1,2437.5,2437.5,1,1,1,3,3,At-Risk
CUST12056,Bengaluru,38,Female,153,6,3600.98,600.16,2,3,2,7,1,Lost
CUST12057,Bengaluru,40,Female,235,2,1609.42,804.71,1,1,1,3,1,Lost
CUST12058,Delhi,37,Male,182,7,8150.3,1164.33,2,3,3,8,3,At-Risk
CUST12059,Mumbai,28,Female,43,9,9810.85,1090.09,4,4,3,11,0,Champions
CUST12060,Chennai,28,Male,135,7,6754.53,964.93,2,3,3,8,2,Loyal Customers
CUST12061,Mumbai,21,Female,278,2,1317.62,658.81,1,1,1,3,1,Lost
CUST12062,Hyderabad,54,Male,118,4,10085.69,2521.42,2,2,3,7,3,At-Risk
CUST12063,Bengaluru,34,Male,239,1,514.26,514.26,1,1,1,3,1,Lost
CUST12064,Chennai,32,Female,174,3,2971.92,990.64,2,2,2,6,1,Lost
CUST12065,Hyderabad,24,Female,28,16,41597.94,2599.87,4,5,5,14,0,Champions
CUST12066,Coimbatore,66,Male,166,3,5252.01,1750.67,2,2,2,6,3,At-Risk
CUST12067,Coimbatore,22,Female,252,3,1237.877504,212.05,1,2,1,4,1,Lost
CUST12068,Chennai,29,Male,365,2,1948.04,974.02,1,1,1,3,1,Lost
CUST12069,Madurai,39,Male,56,7,14932.86,2133.27,4,3,4,11,3,At-Risk
CUST12070,Hyderabad,41,Female,148,6,5096.22,849.37,2,3,2,7,1,Lost
CUST12071,Mumbai,45,Male,210,6,4980.25,830.04,2,3,2,7,1,Lost
CUST12072,Coimbatore,54,Female,64,6,14546.17,2424.36,3,3,4,10,3,At-Risk
CUST12073,Pune,40,Male,158,5,5202.09,1040.42,2,2,2,6,3,At-Risk
CUST12074,Pune,22,Female,51,13,16874.43,1298.03,4,4,4,12,0,Champions
CUST12075,Pune,31,Female,67,8,10599.24,1324.9,3,3,4,10,3,At-Risk
CUST12076,Coimbatore,37,Male,39,11,4806.0,436.91,4,4,2,10,1,Lost
CUST12077,Bengaluru,57,Male,126,8,4350.11,543.76,2,3,2,7,1,Lost
CUST12078,Trichy,19,Female,25,5,12280.74,2456.15,5,2,4,11,3,At-Risk
CUST12079,Hyderabad,47,Female,73,5,6677.47,1335.49,3,3,3,9,3,At-Risk
CUST12080,Chennai,36,Male,44,8,7944.83,993.1,4,3,3,10,0,Champions
CUST12081,Chennai,43,Female,30,19,32507.23,1710.91,4,5,5,14,0,Champions
CUST12082,Bengaluru,33,Male,9,17,16715.88673,1303.53,5,5,4,14,2,Loyal Customers
CUST12083,Pune,25,Male,49,12,9105.98,758.83,4,4,3,11,0,Champions
CUST12084,Mumbai,42,Male,97,4,6072.76,1518.19,3,2,3,8,3,At-Risk
CUST12085,Bengaluru,41,Male,295,2,1053.69,526.84,1,1,1,3,1,Lost
CUST12086,Chennai,45,Female,16,19,35094.74,1847.09,5,5,5,15,2,Loyal Customers
CUST12087,Delhi,34,Female,22,21,24380.61,1160.98,5,5,5,15,0,Champions
CUST12088,Hyderabad,27,Female,63,4,4725.21,1181.3,3,2,2,7,3,At-Risk
CUST12089,Bengaluru,18,Female,21,18,10795.12,599.73,5,5,4,14,0,Champions
CUST12090,Hyderabad,43,Female,293,3,2775.84,925.28,1,2,2,5,1,Lost
CUST12091,Kochi,39,Female,111,2,9127.87,4563.94,3,1,3,7,3,At-Risk
CUST12092,Coimbatore,23,Female,18,4,10644.29,2661.07,5,2,4,11,3,At-Risk
CUST12093,Mumbai,28,Other,54,9,12566.24,1396.25,4,4,4,12,0,Champions
CUST12094,Madurai,29,Female,157,6,10741.46,1790.24,2,3,4,9,3,At-Risk
CUST12095,Hyderabad,18,Male,30,12,21859.94,1821.66,4,4,5,13,0,Champions
CUST12096,Mumbai,25,Female,22,18,10848.27,602.68,5,5,4,14,0,Champions
CUST12097,Delhi,22,Female,18,1,28819.06,28819.06,5,1,5,11,3,At-Risk
CUST12098,Hyderabad,29,Female,263,2,1665.65,832.82,1,1,1,3,1,Lost
CUST12099,Bengaluru,26,Female,120,5,8916.44,1783.29,2,3,3,8,3,At-Risk
CUST12100,Pune,18,Female,22,19,22961.06,1208.48,5,5,5,15,0,Champions
CUST12101,Mumbai,56,Other,161,6,7395.31,1232.55,2,3,3,8,3,At-Risk
CUST12102,Chennai,48,Male,37,11,14812.63,1346.6,4,4,4,12,0,Champions
CUST12103,Delhi,25,Female,134,9,7904.42,878.27,2,4,3,9,3,At-Risk
CUST12104,Hyderabad,37,Male,42,8,10529.06,1316.13,4,3,4,11,0,Champions
CUST12105,Madurai,39,Female,104,4,10641.04,2660.26,3,2,4,9,3,At-Risk
CUST12106,Pune,47,Female,277,1,1865.54,1865.54,1,1,1,3,3,At-Risk
CUST12107,Pune,25,Male,22,16,28771.44,1798.22,5,5,5,15,2,Loyal Customers
CUST12108,Coimbatore,46,Male,38,13,13582.79,1044.83,4,4,4,12,0,Champions
CUST12109,Trichy,28,Female,75,7,12059.26,1722.75,3,3,4,10,3,At-Risk
CUST12110,Chennai,19,Male,70,10,15741.98,1574.2,3,4,4,11,0,Champions
CUST12111,Coimbatore,42,Male,38,8,6040.00257,1405.7,4,3,3,10,3,At-Risk
CUST12112,Coimbatore,48,Female,254,2,1899.27,949.64,1,1,1,3,1,Lost
CUST12113,Pune,62,Male,312,1,2302.57,2302.57,1,1,1,3,2,Loyal Customers
CUST12114,Delhi,21,Male,60,14,13752.65523,834.59,3,5,4,12,0,Champions
CUST12115,Chennai,42,Female,124,1,7900.8,7900.8,2,1,3,6,3,At-Risk
CUST12116,Bengaluru,29,Male,139,6,4537.04,756.17,2,3,2,7,3,At-Risk
CUST12117,Mumbai,43,Male,126,5,6980.68,1396.14,2,3,3,8,3,At-Risk
CUST12118,Chennai,18,Female,62,8,10502.4,1312.8,3,3,4,10,3,At-Risk
CUST12119,Pune,20,Female,57,9,11351.01,1261.22,3,4,4,11,0,Champions
CUST12120,Hyderabad,25,Female,126,4,7565.61,1891.4,2,2,3,7,3,At-Risk
CUST12121,Mumbai,35,Female,44,13,8866.05,682.0,4,4,3,11,0,Champions
CUST12122,Kochi,27,Female,286,2,2013.0,1006.5,1,1,1,3,1,Lost
CUST12123,Bengaluru,41,Male,210,3,1956.73,652.24,2,2,1,5,1,Lost
CUST12124,Trichy,45,Male,6,13,9605.14,738.86,5,4,3,12,0,Champions
CUST12125,Delhi,41,Male,22,20,31594.63631,1467.93,5,5,5,15,0,Champions
CUST12126,Delhi,52,Male,295,2,1481.6,740.8,1,1,1,3,1,Lost
CUST12127,Chennai,39,Female,89,6,3513.21,585.54,3,3,2,8,1,Lost
CUST12128,Pune,21,Female,132,2,425.27,212.64,2,1,1,4,1,Lost
CUST12129,Bengaluru,49,Male,30,24,8551.03,356.29,4,5,3,12,0,Champions
CUST12130,Chennai,27,Female,150,7,3174.078044,755.38,2,3,2,7,2,Loyal Customers
CUST12131,Chennai,44,Male,210,3,8750.98,2916.99,2,2,3,7,2,Loyal Customers
CUST12132,Mumbai,51,Male,305,3,881.45,293.82,1,2,1,4,1,Lost
CUST12133,Mumbai,39,Female,13,16,36703.52,2293.97,5,5,5,15,0,Champions
CUST12134,Delhi,18,Male,36,7,10022.8361,1209.94,4,3,3,10,3,At-Risk
CUST12135,Pune,24,Male,31,10,15103.06,1510.31,4,4,4,12,0,Champions
CUST12136,Chennai,49,Male,195,3,2718.48,906.16,2,2,2,6,1,Lost
CUST12137,Delhi,32,Male,274,1,1694.18,1694.18,1,1,1,3,3,At-Risk
CUST12138,Coimbatore,35,Female,208,2,1335.99,668.0,2,1,1,4,1,Lost
CUST12139,Pune,42,Female,365,2,714.1224761,297.14,1,1,1,3,1,Lost
CUST12140,Hyderabad,42,Male,16,13,32175.13,2475.01,5,4,5,14,0,Champions
CUST12141,Mumbai,37,Male,16,19,13104.86995,1356.35,5,5,4,14,0,Champions
CUST12142,Delhi,32,Female,1,11,32501.76,2954.71,5,4,5,14,0,Champions
CUST12143,Madurai,31,Female,35,5,7667.19,1533.44,4,3,3,10,3,At-Risk
CUST12144,Bengaluru,43,Male,315,2,280.35,140.18,1,1,1,3,1,Lost
CUST12145,Hyderabad,40,Male,365,2,2575.362597,648.4,1,1,2,4,1,Lost
CUST12146,Bengaluru,31,Female,70,7,11234.24128,1531.93,3,3,4,10,3,At-Risk
CUST12147,Bengaluru,46,Female,169,4,1441.27,360.32,2,2,1,5,1,Lost
CUST12148,Bengaluru,33,Male,188,5,2888.05,577.61,2,3,2,7,1,Lost
CUST12149,Hyderabad,25,Female,79,11,16061.37,1460.12,3,4,4,11,0,Champions
CUST12150,Madurai,26,Male,15,15,20175.41,1345.03,5,5,5,15,0,Champions
CUST12151,Chennai,23,Male,31,7,10589.2,1512.74,4,3,4,11,3,At-Risk
CUST12152,Delhi,31,Female,24,8,15314.96,1914.37,5,3,4,12,0,Champions
CUST12153,Hyderabad,48,Female,48,8,3646.715975,359.24,4,3,2,9,1,Lost
CUST12154,Chennai,25,Male,43,11,9635.82,875.98,4,4,3,11,0,Champions
CUST12155,Coimbatore,36,Male,18,24,28579.0,1190.79,5,5,5,15,2,Loyal Customers
CUST12156,Chennai,27,Male,365,1,2538.408334,1442.93,1,1,1,3,3,At-Risk
CUST12157,Madurai,31,Female,25,4,5558.98,1389.74,5,2,2,9,3,At-Risk
CUST12158,Bengaluru,18,Male,66,8,7795.35,974.42,3,3,3,9,3,At-Risk
CUST12159,Delhi,32,Male,236,3,3061.897542,800.16,1,2,2,5,1,Lost
CUST12160,Delhi,32,Male,10,18,34358.19,1908.79,5,5,5,15,0,Champions
CUST12161,Mumbai,40,Female,16,12,5620.7,468.39,5,4,2,11,0,Champions
CUST12162,Bengaluru,36,Male,253,3,1396.94,465.65,1,2,1,4,1,Lost
CUST12163,Hyderabad,21,Male,110,11,22806.43292,1568.26,3,4,5,12,0,Champions
CUST12164,Bengaluru,46,Male,326,2,2638.87,1319.44,1,1,2,4,2,Loyal Customers
CUST12165,Trichy,36,Female,42,11,7452.52,677.5,4,4,3,11,0,Champions
CUST12166,Delhi,36,Female,3,9,5778.619049,360.63,5,4,2,11,0,Champions
CUST12167,Chennai,34,Female,123,5,6884.2,1376.84,2,3,3,8,3,At-Risk
CUST12168,Delhi,28,Female,30,14,14988.75,1070.62,4,5,4,13,0,Champions
CUST12169,Madurai,36,Female,156,1,2605.92,2605.92,2,1,2,5,2,Loyal Customers
CUST12170,Delhi,39,Male,99,2,5683.03,2841.52,3,1,2,6,3,At-Risk
CUST12171,Chennai,18,Female,266,1,1648.25,1648.25,1,1,1,3,3,At-Risk
CUST12172,Chennai,28,Male,323,4,768.12,192.03,1,2,1,4,1,Lost
CUST12173,Pune,31,Male,13,11,8000.21,727.29,5,4,3,12,0,Champions
CUST12174,Coimbatore,37,Female,220,1,1731.05,1731.05,2,1,1,4,3,At-Risk
CUST12175,Hyderabad,47,Male,136,5,13271.61475,1776.88,2,3,4,9,2,Loyal Customers
CUST12176,Coimbatore,26,Male,122,7,6171.63,881.66,2,3,3,8,3,At-Risk
CUST12177,Delhi,29,Male,242,1,3834.0,3834.0,1,1,2,4,2,Loyal Customers
CUST12178,Delhi,28,Female,113,2,8347.72,4173.86,3,1,3,7,3,At-Risk
CUST12179,Mumbai,25,Male,97,15,24671.15736,1151.3,3,5,5,13,0,Champions
CUST12180,Madurai,30,Female,150,5,4519.71,903.94,2,3,2,7,3,At-Risk
CUST12181,Coimbatore,42,Female,42,13,20827.13,1602.09,4,4,5,13,0,Champions
CUST12182,Chennai,22,Female,48,8,5253.88,656.74,4,3,2,9,3,At-Risk
CUST12183,Madurai,39,Male,168,4,7878.231801,993.8,2,2,3,7,3,At-Risk
CUST12184,Delhi,18,Female,27,14,7660.97,547.21,4,5,3,12,0,Champions
CUST12185,Kochi,28,Male,6,9,24422.21,2713.58,5,4,5,14,2,Loyal Customers
CUST12186,Pune,30,Male,23,19,27818.85,1464.15,5,5,5,15,0,Champions
CUST12187,Hyderabad,52,Male,214,7,5179.977169,1160.31,2,3,2,7,3,At-Risk
CUST12188,Hyderabad,31,Female,39,11,15092.53,1372.05,4,4,4,12,0,Champions
CUST12189,Delhi,18,Male,147,3,6923.16,2307.72,2,2,3,7,3,At-Risk
CUST12190,Coimbatore,18,Male,57,9,15782.01898,1561.35,3,4,4,11,0,Champions
CUST12191,Pune,34,Male,119,6,3036.01,506.0,2,3,2,7,1,Lost
CUST12192,Delhi,41,Male,43,11,15107.69,1373.43,4,4,4,12,0,Champions
CUST12193,Mumbai,38,Female,196,4,3997.9,999.48,2,2,2,6,3,At-Risk
CUST12194,Chennai,36,Female,32,13,9704.98,746.54,4,4,3,11,0,Champions
CUST12195,Bengaluru,47,Female,337,3,3789.88,1263.29,1,2,2,5,3,At-Risk
CUST12196,Bengaluru,28,Male,365,2,2486.53,1243.27,1,1,1,3,3,At-Risk
CUST12197,Pune,44,Male,278,4,1862.94,465.74,1,2,1,4,1,Lost
CUST12198,Mumbai,18,Female,113,1,2303.9,2303.9,3,1,1,5,3,At-Risk
CUST12199,Bengaluru,24,Male,11,11,18695.93182,1813.65,5,4,5,14,0,Champions
CUST12200,Trichy,18,Female,148,5,9911.45,1982.29,2,3,3,8,3,At-Risk
CUST12201,Chennai,31,Male,145,5,3688.61,737.72,2,3,2,7,1,Lost
CUST12202,Bengaluru,33,Female,118,4,8335.82,2083.96,2,2,3,7,3,At-Risk
CUST12203,Chennai,35,Male,268,1,2316.85,2316.85,1,1,1,3,3,At-Risk
CUST12204,Delhi,35,Male,155,6,4804.53,800.76,2,3,2,7,2,Loyal Customers
CUST12205,Pune,24,Female,272,1,1015.211012,1960.11,1,1,1,3,3,At-Risk
CUST12206,Madurai,32,Female,100,15,12472.2,831.48,3,5,4,12,0,Champions
CUST12207,Pune,18,Male,266,2,2440.94,1220.47,1,1,1,3,3,At-Risk
CUST12208,Madurai,49,Female,107,5,5992.06,1198.41,3,3,3,9,3,At-Risk
CUST12209,Pune,31,Female,131,5,6736.48,1347.3,2,3,3,8,3,At-Risk
CUST12210,Hyderabad,29,Male,18,13,7132.15,548.63,5,4,3,12,0,Champions
CUST12211,Hyderabad,51,Male,300,2,2208.23,1104.12,1,1,1,3,1,Lost
CUST12212,Chennai,20,Male,251,2,1684.03,842.02,1,1,1,3,1,Lost
CUST12213,Kochi,22,Male,27,12,15514.92691,915.62,4,4,4,12,0,Champions
CUST12214,Delhi,22,Female,83,4,747.55,186.89,3,2,1,6,1,Lost
CUST12215,Madurai,33,Male,8,7,6735.625155,1026.53,5,3,3,11,0,Champions
CUST12216,Hyderabad,39,Male,330,3,804.74,268.25,1,2,1,4,1,Lost
CUST12217,Madurai,42,Male,5,9,18363.77,2040.42,5,4,5,14,0,Champions
CUST12218,Pune,62,Female,47,10,9358.67,935.87,4,4,3,11,0,Champions
CUST12219,Chennai,18,Male,48,12,13969.93,1164.16,4,4,4,12,0,Champions
CUST12220,Delhi,41,Male,162,5,2343.21,468.64,2,3,1,6,1,Lost
CUST12221,Mumbai,28,Male,35,22,26429.65,1201.35,4,5,5,14,0,Champions
CUST12222,Chennai,28,Female,132,5,6215.83,1243.17,2,3,3,8,3,At-Risk
CUST12223,Coimbatore,27,Male,210,4,1539.94,384.98,2,2,1,5,1,Lost
CUST12224,Chennai,24,Female,354,2,2799.52,1399.76,1,1,2,4,3,At-Risk
CUST12225,Bengaluru,53,Male,29,10,39656.81,3965.68,4,4,5,13,0,Champions
CUST12226,Madurai,43,Male,365,1,1968.54,1968.54,1,1,1,3,3,At-Risk
CUST12227,Mumbai,34,Male,144,3,3044.075824,1396.41,2,2,2,6,3,At-Risk
CUST12228,Madurai,49,Male,2,20,19008.79,950.44,5,5,5,15,0,Champions
CUST12229,Madurai,18,Female,24,25,23030.73,921.23,5,5,5,15,0,Champions
CUST12230,Delhi,19,Female,8,27,12673.05,469.37,5,5,4,14,0,Champions
CUST12231,Chennai,18,Female,225,1,2300.29,2300.29,2,1,1,4,3,At-Risk
CUST12232,Pune,26,Female,9,20,40082.29,2004.11,5,5,5,15,0,Champions
CUST12233,Pune,36,Male,70,12,10117.31,843.11,3,4,4,11,0,Champions
CUST12234,Delhi,35,Male,357,4,11662.54412,2122.86,1,2,4,7,3,At-Risk
CUST12235,Mumbai,36,Female,151,3,1984.7,661.57,2,2,1,5,1,Lost
CUST12236,Pune,18,Female,225,2,1716.98,858.49,2,1,1,4,1,Lost
CUST12237,Coimbatore,43,Female,123,5,7413.14,1482.63,2,3,3,8,3,At-Risk
CUST12238,Chennai,37,Male,10,21,26029.68,1239.51,5,5,5,15,0,Champions
CUST12239,Coimbatore,42,Male,365,3,533.7775532,313.47,1,2,1,4,1,Lost
CUST12240,Hyderabad,18,Female,94,11,13690.16553,867.13,3,4,4,11,0,Champions
CUST12241,Chennai,37,Male,82,4,2559.45,639.86,3,2,2,7,1,Lost
CUST12242,Mumbai,21,Male,156,7,5119.74,731.39,2,3,2,7,2,Loyal Customers
CUST12243,Trichy,30,Male,22,7,24492.73,3498.96,5,3,5,13,0,Champions
CUST12244,Pune,40,Female,209,2,1761.37,880.68,2,1,1,4,1,Lost
CUST12245,Mumbai,35,Male,128,6,3339.06,556.51,2,3,2,7,1,Lost
CUST12246,Chennai,25,Female,25,28,27580.14,985.0,5,5,5,15,0,Champions
CUST12247,Hyderabad,34,Male,250,2,977.54,488.77,1,1,1,3,1,Lost
CUST12248,Mumbai,18,Female,142,3,10756.07,3585.36,2,2,4,8,3,At-Risk
CUST12249,Chennai,47,Female,189,5,2651.27,530.25,2,3,2,7,1,Lost
CUST12250,Chennai,32,Male,87,6,5694.85,949.14,3,3,2,8,3,At-Risk
CUST12251,Pune,46,Female,346,1,913.71,913.71,1,1,1,3,1,Lost
CUST12252,Delhi,28,Male,14,15,33089.89,2205.99,5,5,5,15,0,Champions
CUST12253,Hyderabad,28,Male,42,10,4358.98,435.9,4,4,2,10,1,Lost
CUST12254,Pune,26,Female,15,12,20589.2744,1199.39,5,4,5,14,0,Champions
CUST12255,Mumbai,44,Male,14,13,30778.91,2367.61,5,4,5,14,0,Champions
CUST12256,Mumbai,26,Male,83,5,1682.91,336.58,3,3,1,7,1,Lost
CUST12257,Bengaluru,41,Male,75,7,17196.73,2456.68,3,3,5,11,3,At-Risk
CUST12258,Madurai,30,Male,64,15,8336.13,555.74,3,5,3,11,2,Loyal Customers
CUST12259,Bengaluru,18,Female,20,17,49183.07,2893.12,5,5,5,15,0,Champions
CUST12260,Hyderabad,28,Male,111,4,9998.93,2499.73,3,2,3,8,3,At-Risk
CUST12261,Mumbai,21,Female,324,3,3205.64,1068.55,1,2,2,5,3,At-Risk
CUST12262,Pune,34,Female,20,4,5819.08,1454.77,5,2,2,9,2,Loyal Customers
CUST12263,Bengaluru,21,Male,153,3,7003.21,2334.4,2,2,3,7,3,At-Risk
CUST12264,Mumbai,44,Male,46,14,15213.26,1086.66,4,5,4,13,0,Champions
CUST12265,Delhi,33,Female,142,7,6342.43,906.06,2,3,3,8,3,At-Risk
CUST12266,Mumbai,32,Male,21,26,31631.49,1216.6,5,5,5,15,0,Champions
CUST12267,Delhi,41,Male,84,7,9685.78,1383.68,3,3,3,9,3,At-Risk
CUST12268,Coimbatore,45,Male,150,5,6368.56,1273.71,2,3,3,8,3,At-Risk
CUST12269,Mumbai,34,Female,365,4,1579.91,394.98,1,2,1,4,1,Lost
CUST12270,Chennai,26,Female,48,10,5415.03,541.5,4,4,2,10,1,Lost
CUST12271,Bengaluru,18,Male,290,1,1258.52,1258.52,1,1,1,3,1,Lost
CUST12272,Bengaluru,26,Male,124,7,10349.48232,935.56,2,3,4,9,2,Loyal Customers
CUST12273,Delhi,27,Female,243,2,3617.96,1808.98,1,1,2,4,3,At-Risk
CUST12274,Kochi,35,Female,38,13,16878.13,1298.32,4,4,4,12,0,Champions
CUST12275,Mumbai,30,Female,60,11,8382.42,762.04,3,4,3,10,0,Champions
CUST12276,Delhi,42,Female,283,1,2814.99,2814.99,1,1,2,4,3,At-Risk
CUST12277,Mumbai,27,Male,27,29,24278.04,837.17,4,5,5,14,0,Champions
CUST12278,Delhi,33,Female,2,19,23509.15,1237.32,5,5,5,15,0,Champions
CUST12279,Chennai,47,Male,15,23,24857.93,1080.78,5,5,5,15,0,Champions
CUST12280,Coimbatore,38,Male,271,1,1628.49,1628.49,1,1,1,3,3,At-Risk
CUST12281,Bengaluru,33,Female,4,18,15985.3,888.07,5,5,4,14,0,Champions
CUST12282,Bengaluru,27,Male,272,1,2427.64,2427.64,1,1,1,3,3,At-Risk
CUST12283,Chennai,27,Other,62,11,7586.83,689.71,3,4,3,10,0,Champions
CUST12284,Chennai,25,Male,21,13,38822.36866,2178.38,5,4,5,14,0,Champions
CUST12285,Coimbatore,28,Female,41,12,12993.85,1082.82,4,4,4,12,0,Champions
CUST12286,Trichy,42,Female,39,12,7847.44,653.95,4,4,3,11,0,Champions
CUST12287,Madurai,32,Male,86,1,6329.31,6329.31,3,1,3,7,3,At-Risk
CUST12288,Bengaluru,19,Female,115,8,7409.09,926.14,3,3,3,9,3,At-Risk
CUST12289,Coimbatore,53,Male,98,5,4768.9,953.78,3,3,2,8,3,At-Risk
CUST12290,Mumbai,38,Female,8,25,44750.06645,1370.71,5,5,5,15,0,Champions
CUST12291,Madurai,19,Male,156,5,5464.28,1092.86,2,3,2,7,3,At-Risk
CUST12292,Coimbatore,29,Female,279,2,1764.21,882.1,1,1,1,3,1,Lost
CUST12293,Mumbai,35,Male,131,4,8025.84,2006.46,2,2,3,7,3,At-Risk
CUST12294,Chennai,53,Male,224,2,1307.32,653.66,2,1,1,4,1,Lost
CUST12295,Chennai,22,Male,75,9,9171.56,1019.06,3,4,3,10,3,At-Risk
CUST12296,Coimbatore,45,Male,297,3,2474.69,824.9,1,2,1,4,1,Lost
CUST12297,Chennai,49,Female,64,13,13415.93,1031.99,3,4,4,11,0,Champions
CUST12298,Chennai,27,Female,15,15,23093.09,1539.54,5,5,5,15,0,Champions
CUST12299,Madurai,31,Female,195,2,1675.7,837.85,2,1,1,4,1,Lost
CUST12300,Hyderabad,23,Male,237,1,2075.5,2075.5,1,1,1,3,3,At-Risk
CUST12301,Mumbai,32,Male,191,8,6693.43,836.68,2,3,3,8,3,At-Risk
CUST12302,Mumbai,34,Male,46,7,2283.55,326.22,4,3,1,8,1,Lost
CUST12303,Madurai,41,Female,12,10,18569.68,1856.97,5,4,5,14,0,Champions
CUST12304,Kochi,46,Other,52,13,12174.56,936.5,4,4,4,12,0,Champions
CUST12305,Bengaluru,26,Male,365,2,5624.227991,1510.68,1,1,2,4,3,At-Risk
CUST12306,Chennai,18,Male,7,26,21540.96,828.5,5,5,5,15,0,Champions
CUST12307,Mumbai,34,Male,144,1,2911.21,2911.21,2,1,2,5,3,At-Risk
CUST12308,Chennai,37,Female,59,13,6828.14,525.24,3,4,3,10,0,Champions
CUST12309,Madurai,37,Female,326,1,1449.91,1449.91,1,1,1,3,3,At-Risk
CUST12310,Mumbai,30,Female,157,3,2486.03,828.68,2,2,1,5,1,Lost
CUST12311,Pune,35,Male,1,11,7931.02,721.0,5,4,3,12,0,Champions
CUST12312,Bengaluru,51,Female,50,9,15966.59,1774.07,4,4,4,12,0,Champions
CUST12313,Delhi,38,Female,320,2,872.14,436.07,1,1,1,3,1,Lost
CUST12314,Trichy,30,Male,110,3,5714.39,1904.8,3,2,2,7,3,At-Risk
CUST12315,Chennai,28,Female,115,8,2498.69,312.34,3,3,1,7,1,Lost
CUST12316,Coimbatore,32,Male,305,6,15877.88313,1624.19,1,3,4,8,3,At-Risk
CUST12317,Bengaluru,52,Male,1,24,40127.56,1671.98,5,5,5,15,0,Champions
CUST12318,Bengaluru,32,Female,202,3,2450.41,816.8,2,2,1,5,1,Lost
CUST12319,Bengaluru,34,Male,37,13,14404.21,1108.02,4,4,4,12,0,Champions
CUST12320,Pune,29,Female,256,2,2148.5,1074.25,1,1,1,3,1,Lost
CUST12321,Delhi,46,Female,41,8,17547.12,2193.39,4,3,5,12,0,Champions
CUST12322,Mumbai,56,Male,116,6,4346.36,724.39,2,3,2,7,1,Lost
CUST12323,Madurai,39,Female,27,15,9269.03,617.94,4,5,3,12,2,Loyal Customers
CUST12324,Hyderabad,35,Male,42,10,13186.34,1318.63,4,4,4,12,0,Champions
CUST12325,Kochi,34,Male,42,5,8473.511842,2741.25,4,3,3,10,3,At-Risk
CUST12326,Hyderabad,18,Male,180,4,8468.09,2117.02,2,2,3,7,3,At-Risk
CUST12327,Chennai,42,Male,142,2,6439.38,3219.69,2,1,3,6,3,At-Risk
CUST12328,Delhi,35,Male,365,3,2381.556201,792.99,1,2,1,4,1,Lost
CUST12329,Chennai,39,Male,36,6,14781.07,2463.51,4,3,4,11,3,At-Risk
CUST12330,Coimbatore,26,Male,26,7,2766.37,395.2,5,3,2,10,1,Lost
CUST12331,Chennai,30,Male,241,6,5311.498014,1521.78,1,3,2,6,3,At-Risk
CUST12332,Mumbai,29,Female,1,21,16588.13,789.91,5,5,4,14,0,Champions
CUST12333,Delhi,45,Male,64,10,16509.12,1650.91,3,4,4,11,0,Champions
CUST12334,Chennai,30,Female,157,8,6636.35,829.54,2,3,3,8,3,At-Risk
CUST12335,Bengaluru,57,Female,29,10,9130.94,913.09,4,4,3,11,0,Champions
CUST12336,Bengaluru,39,Female,60,16,11543.32,721.46,3,5,4,12,0,Champions
CUST12337,Bengaluru,20,Male,158,5,9338.36,1867.67,2,3,3,8,3,At-Risk
CUST12338,Chennai,33,Female,45,7,9559.4,1365.63,4,3,3,10,2,Loyal Customers
CUST12339,Bengaluru,27,Female,44,4,5543.98,1386.0,4,2,2,8,3,At-Risk
CUST12340,Hyderabad,18,Female,365,2,1702.56,851.28,1,1,1,3,1,Lost
CUST12341,Chennai,52,Male,93,8,7760.13,970.02,3,3,3,9,3,At-Risk
CUST12342,Chennai,42,Male,96,9,1593.68,177.08,3,4,1,8,1,Lost
CUST12343,Bengaluru,40,Female,14,27,11457.45,424.35,5,5,4,14,0,Champions
CUST12344,Kochi,36,Male,287,3,4084.07,1361.36,1,2,2,5,3,At-Risk
CUST12345,Delhi,19,Male,52,10,11789.55,1178.96,4,4,4,12,0,Champions
CUST12346,Delhi,29,Male,86,5,4749.46,949.89,3,3,2,8,3,At-Risk
CUST12347,Bengaluru,43,Female,161,2,1098.7,549.35,2,1,1,4,1,Lost
CUST12348,Mumbai,22,Other,190,3,2817.52,939.17,2,2,2,6,3,At-Risk
