Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
110-40-3939,B,Mandalay,Member,Female,Fashion accessories,57.61,6,17.283,362.943,2/2/2019,11:00,Cash,345.66,4.761904762,17.283,7.5
689-60-8851,B,Mandalay,Member,Male,Home and lifestyle,57.3,8,22.92,481.32,2/2/2019,16:00,Ewallet,458.4,4.761904762,22.92,7.4
707-59-8540,C,Naypyitaw,Member,Male,Home and lifestyle,50.76,6,15.228,319.788,2/2/2019,23:00,Credit card,304.56,4.761904762,15.228,8
372-44-4996,A,Yangon,Normal,Female,Electronic accessories,54.37,9,24.4665,513.7965,2/3/2019,1:00,Ewallet,489.33,4.761904762,24.4665,5.8
790-73-7998,C,Naypyitaw,Normal,Female,Home and lifestyle,48.38,5,12.095,253.995,2/3/2019,1:00,Credit card,241.9,4.761904762,12.095,7.4
883-72-7764,C,Naypyitaw,Normal,Male,Health and beauty,66.74,2,6.674,140.154,2/3/2019,3:00,Cash,133.48,4.761904762,6.674,5.6
884-49-2614,B,Mandalay,Member,Male,Sports and travel,10.69,8,4.276,89.796,2/3/2019,4:00,Ewallet,85.52,4.761904762,4.276,7.4
559-70-3416,A,Yangon,Normal,Male,Sports and travel,34.86,9,15.687,329.427,2/3/2019,5:00,Cash,313.74,4.761904762,15.687,7.1
220-88-4653,C,Naypyitaw,Normal,Male,Food and beverages,47.71,10,23.855,500.955,2/3/2019,5:00,Ewallet,477.1,4.761904762,23.855,5.8
116-29-6733,A,Yangon,Normal,Male,Fashion accessories,70.57,4,14.114,296.394,2/3/2019,7:00,Cash,282.28,4.761904762,14.114,9.3
987-87-4216,A,Yangon,Normal,Male,Health and beauty,28.05,6,8.415,176.715,2/3/2019,12:00,Ewallet,168.3,4.761904762,8.415,4.4
668-92-5364,A,Yangon,Member,Female,Home and lifestyle,58.67,10,29.335,616.035,2/3/2019,12:00,Credit card,586.7,4.761904762,29.335,6.8
553-68-5960,B,Mandalay,Normal,Female,Sports and travel,77.27,8,30.908,649.068,2/3/2019,12:00,Ewallet,618.16,4.761904762,30.908,5.7
449-32-9841,C,Naypyitaw,Member,Female,Health and beauty,54.53,9,24.5385,515.3085,2/3/2019,22:00,Credit card,490.77,4.761904762,24.5385,9.8
150-28-8730,C,Naypyitaw,Member,Male,Sports and travel,13.03,5,3.2575,68.4075,2/3/2019,22:00,Ewallet,65.15,4.761904762,3.2575,7.9
575-96-8235,C,Naypyitaw,Member,Male,Home and lifestyle,49.98,6,14.994,314.874,2/3/2019,22:00,Ewallet,299.88,4.761904762,14.994,6
695-92-1730,B,Mandalay,Normal,Male,Sports and travel,38.2,4,7.64,160.44,2/3/2019,23:00,Cash,152.8,4.761904762,7.64,6.6
156-77-6879,B,Mandalay,Normal,Female,Fashion accessories,88.1,5,22.025,462.525,2/3/2019,23:00,Credit card,440.5,4.761904762,22.025,9.8
777-71-2286,B,Mandalay,Normal,Female,Fashion accessories,20.04,7,7.014,147.294,2/3/2019,23:00,Ewallet,140.28,4.761904762,7.014,5.6
211-80-1947,C,Naypyitaw,Normal,Male,Food and beverages,57.86,9,26.037,546.777,2/4/2019,4:00,Ewallet,520.74,4.761904762,26.037,4.4
125-35-1757,A,Yangon,Member,Male,Food and beverages,12.49,10,6.245,131.145,2/4/2019,6:00,Ewallet,124.9,4.761904762,6.245,7.4
630-18-6651,C,Naypyitaw,Member,Female,Sports and travel,52.2,6,15.66,328.86,2/4/2019,7:00,Ewallet,313.2,4.761904762,15.66,7.5
205-59-4535,B,Mandalay,Member,Female,Health and beauty,65.23,6,19.569,410.949,2/4/2019,9:00,Ewallet,391.38,4.761904762,19.569,8
345-90-9853,B,Mandalay,Member,Female,Fashion accessories,34.69,8,13.876,291.396,2/4/2019,11:00,Cash,277.52,4.761904762,13.876,8
495-19-8069,C,Naypyitaw,Member,Male,Health and beauty,55.55,4,11.11,233.31,2/4/2019,12:00,Ewallet,222.2,4.761904762,11.11,9.7
363-30-1789,B,Mandalay,Member,Male,Health and beauty,27.02,3,4.053,85.113,2/4/2019,14:00,Ewallet,81.06,4.761904762,4.053,4.4
373-75-1171,C,Naypyitaw,Member,Male,Sports and travel,38.92,7,13.622,286.062,2/4/2019,14:00,Credit card,272.44,4.761904762,13.622,5.2
364-76-8989,C,Naypyitaw,Normal,Female,Health and beauty,71.81,5,17.9525,377.0025,2/4/2019,16:00,Cash,359.05,4.761904762,17.9525,8
125-94-2885,B,Mandalay,Member,Female,Fashion accessories,35.02,2,3.502,73.542,2/4/2019,17:00,Ewallet,70.04,4.761904762,3.502,5.3
575-35-5129,A,Yangon,Normal,Male,Home and lifestyle,90.08,2,9.008,189.168,2/4/2019,19:00,Ewallet,180.16,4.761904762,9.008,4.8
363-19-1815,B,Mandalay,Normal,Male,Food and beverages,56.04,6,16.812,353.052,2/4/2019,21:00,Cash,336.24,4.761904762,16.812,9.8
794-63-9653,C,Naypyitaw,Member,Female,Home and lifestyle,49.04,8,19.616,411.936,2/5/2019,6:00,Ewallet,392.32,4.761904762,19.616,4.6
267-24-9272,A,Yangon,Member,Male,Health and beauty,14.8,1,0.74,15.54,2/5/2019,8:00,Cash,14.8,4.761904762,0.74,6.5
856-27-9031,B,Mandalay,Member,Female,Home and lifestyle,54.46,6,16.338,343.098,2/5/2019,10:00,Ewallet,326.76,4.761904762,16.338,6.9
969-32-8741,B,Mandalay,Member,Female,Fashion accessories,74.17,2,7.417,155.757,2/5/2019,11:00,Cash,148.34,4.761904762,7.417,9
145-96-9998,C,Naypyitaw,Normal,Male,Fashion accessories,31.95,2,3.195,67.095,2/5/2019,12:00,Ewallet,63.9,4.761904762,3.195,4.2
152-97-1703,A,Yangon,Member,Female,Health and beauty,89.98,7,31.493,661.353,2/5/2019,13:00,Cash,629.86,4.761904762,31.493,7.6
575-89-7159,C,Naypyitaw,Member,Male,Sports and travel,34.03,10,17.015,357.315,2/5/2019,14:00,Credit card,340.3,4.761904762,17.015,5.7
459-79-2164,C,Naypyitaw,Member,Female,Home and lifestyle,83.31,1,4.1655,87.4755,2/5/2019,20:00,Cash,83.31,4.761904762,4.1655,7.9
719-56-4066,A,Yangon,Normal,Female,Sports and travel,18.47,6,5.541,116.361,2/5/2019,23:00,Ewallet,110.82,4.761904762,5.541,5.6
876-72-3337,A,Yangon,Normal,Male,Sports and travel,91.44,7,32.004,672.084,2/6/2019,4:00,Ewallet,640.08,4.761904762,32.004,9.4
308-38-7820,C,Naypyitaw,Normal,Female,Electronic accessories,65.32,8,26.128,548.688,2/6/2019,6:00,Ewallet,522.56,4.761904762,26.128,5.6
526-95-4442,A,Yangon,Member,Male,Health and beauty,40.03,7,14.0105,294.2205,2/6/2019,8:00,Ewallet,280.21,4.761904762,14.0105,4
931-33-2291,C,Naypyitaw,Normal,Male,Food and beverages,28.56,6,8.568,179.928,2/6/2019,8:00,Ewallet,171.36,4.761904762,8.568,5.8
250-88-6374,B,Mandalay,Normal,Female,Fashion accessories,46.03,9,20.7135,434.9835,2/6/2019,11:00,Credit card,414.27,4.761904762,20.7135,6.6
452-22-3655,A,Yangon,Normal,Male,Fashion accessories,93.97,3,14.0955,296.0055,2/6/2019,12:00,Cash,281.91,4.761904762,14.0955,8.6
469-74-1825,C,Naypyitaw,Normal,Male,Health and beauty,32.57,6,9.771,205.191,2/6/2019,12:00,Cash,195.42,4.761904762,9.771,5.1
488-86-5213,B,Mandalay,Member,Male,Food and beverages,16.31,4,3.262,68.502,2/6/2019,12:00,Cash,65.24,4.761904762,3.262,5.1
104-69-8519,B,Mandalay,Normal,Male,Fashion accessories,58.97,2,5.897,123.837,2/6/2019,13:00,Cash,117.94,4.761904762,5.897,8.4
854-30-5735,B,Mandalay,Normal,Male,Health and beauty,58.83,1,2.9415,61.7715,2/6/2019,14:00,Ewallet,58.83,4.761904762,2.9415,4.9
223-27-6396,B,Mandalay,Member,Male,Fashion accessories,53.82,1,2.691,56.511,2/6/2019,16:00,Credit card,53.82,4.761904762,2.691,6.7
921-19-3711,A,Yangon,Member,Female,Sports and travel,72.83,10,36.415,764.715,2/6/2019,16:00,Ewallet,728.3,4.761904762,36.415,6.8
459-94-7104,B,Mandalay,Normal,Male,Home and lifestyle,33.78,3,5.067,106.407,2/6/2019,18:00,Credit card,101.34,4.761904762,5.067,7.3
727-69-8224,C,Naypyitaw,Member,Female,Home and lifestyle,91.05,4,18.21,382.41,2/6/2019,20:00,Credit card,364.2,4.761904762,18.21,5.9
350-32-5215,A,Yangon,Normal,Female,Fashion accessories,46.33,2,4.633,97.293,2/7/2019,6:00,Credit card,92.66,4.761904762,4.633,5.6
681-37-4881,B,Mandalay,Normal,Male,Electronic accessories,25.79,1,1.2895,27.0795,2/7/2019,7:00,Cash,25.79,4.761904762,1.2895,7.5
762-79-2999,A,Yangon,Normal,Female,Food and beverages,64.65,4,12.93,271.53,2/7/2019,8:00,Ewallet,258.6,4.761904762,12.93,5.7
613-33-1400,C,Naypyitaw,Member,Female,Food and beverages,57.15,7,20.0025,420.0525,2/7/2019,11:00,Cash,400.05,4.761904762,20.0025,5
464-74-6445,A,Yangon,Normal,Male,Food and beverages,32.38,10,16.19,339.99,2/7/2019,13:00,Cash,323.8,4.761904762,16.19,8.8
680-69-1246,C,Naypyitaw,Member,Male,Sports and travel,68.59,6,20.577,432.117,2/7/2019,16:00,Cash,411.54,4.761904762,20.577,7.7
533-21-7758,B,Mandalay,Member,Male,Food and beverages,25.13,6,7.539,158.319,2/7/2019,21:00,Credit card,150.78,4.761904762,7.539,9.7
723-74-2839,A,Yangon,Member,Female,Home and lifestyle,49.59,9,22.3155,468.6255,2/8/2019,2:00,Ewallet,446.31,4.761904762,22.3155,8.2
955-71-5395,A,Yangon,Normal,Female,Sports and travel,94.55,2,9.455,198.555,2/8/2019,6:00,Ewallet,189.1,4.761904762,9.455,5.1
502-68-6767,A,Yangon,Member,Male,Health and beauty,24.07,4,4.814,101.094,2/8/2019,7:00,Ewallet,96.28,4.761904762,4.814,7.1
666-56-4841,B,Mandalay,Normal,Male,Food and beverages,37.76,5,9.44,198.24,2/8/2019,8:00,Ewallet,188.8,4.761904762,9.44,5.5
352-48-7060,A,Yangon,Normal,Female,Food and beverages,70.62,1,3.531,74.151,2/8/2019,10:00,Cash,70.62,4.761904762,3.531,4.5
259-74-5300,C,Naypyitaw,Normal,Female,Health and beauty,105.91,8,42.364,889.644,2/8/2019,12:00,Credit card,847.28,4.761904762,42.364,6.3
366-19-6487,B,Mandalay,Normal,Female,Food and beverages,42.84,8,17.136,359.856,2/8/2019,16:00,Cash,342.72,4.761904762,17.136,8.5
542-64-9621,A,Yangon,Member,Female,Health and beauty,60.63,6,18.189,381.969,2/8/2019,16:00,Credit card,363.78,4.761904762,18.189,7.4
407-19-3459,B,Mandalay,Normal,Male,Sports and travel,63.97,5,15.9925,335.8425,2/8/2019,21:00,Credit card,319.85,4.761904762,15.9925,4.9
196-52-6273,C,Naypyitaw,Member,Female,Home and lifestyle,92.98,8,37.192,781.032,2/8/2019,21:00,Credit card,743.84,4.761904762,37.192,6.3
794-57-2308,A,Yangon,Normal,Female,Health and beauty,95.02,3,14.253,299.313,2/8/2019,23:00,Ewallet,285.06,4.761904762,14.253,6.8
126-27-6479,A,Yangon,Member,Female,Electronic accessories,30.22,3,4.533,95.193,2/9/2019,0:00,Credit card,90.66,4.761904762,4.533,4.5
159-83-3809,A,Yangon,Member,Female,Health and beauty,53.76,2,5.376,112.896,2/9/2019,2:00,Ewallet,107.52,4.761904762,5.376,8.1
973-78-5041,C,Naypyitaw,Normal,Male,Food and beverages,43.6,5,10.9,228.9,2/9/2019,7:00,Ewallet,218,4.761904762,10.9,6.7
469-30-9167,B,Mandalay,Member,Male,Sports and travel,84.24,3,12.636,265.356,2/9/2019,10:00,Cash,252.72,4.761904762,12.636,4.9
706-71-8292,B,Mandalay,Member,Female,Fashion accessories,60.48,3,9.072,190.512,2/9/2019,10:00,Ewallet,181.44,4.761904762,9.072,4.8
869-75-8142,C,Naypyitaw,Normal,Female,Sports and travel,71.64,6,21.492,451.332,2/9/2019,14:00,Ewallet,429.84,4.761904762,21.492,8.7
980-51-5649,C,Naypyitaw,Normal,Male,Fashion accessories,93.9,8,37.56,788.76,2/9/2019,15:00,Ewallet,751.2,4.761904762,37.56,6.4
887-77-8849,B,Mandalay,Normal,Male,Health and beauty,18.34,2,1.834,38.514,2/9/2019,17:00,Ewallet,36.68,4.761904762,1.834,8.8
658-14-6936,C,Naypyitaw,Member,Female,Home and lifestyle,29.85,4,5.97,125.37,2/9/2019,18:00,Credit card,119.4,4.761904762,5.97,9.4
223-46-5370,A,Yangon,Normal,Female,Electronic accessories,55.56,7,19.446,408.366,2/9/2019,18:00,Ewallet,388.92,4.761904762,19.446,8.5
305-49-6819,A,Yangon,Member,Male,Sports and travel,43,1,2.15,45.15,2/9/2019,19:00,Ewallet,43,4.761904762,2.15,6.2
966-51-8632,A,Yangon,Normal,Male,Food and beverages,10.14,1,0.507,10.647,2/9/2019,20:00,Cash,10.14,4.761904762,0.507,4
478-81-7208,A,Yangon,Normal,Male,Fashion accessories,17.26,10,8.63,181.23,2/9/2019,20:00,Cash,172.6,4.761904762,8.63,7.5
464-62-4718,B,Mandalay,Normal,Male,Food and beverages,60.01,7,21.0035,441.0735,2/9/2019,21:00,Credit card,420.07,4.761904762,21.0035,10
123-37-6181,C,Naypyitaw,Member,Male,Home and lifestyle,88.26,7,30.891,648.711,2/9/2019,23:00,Ewallet,617.82,4.761904762,30.891,6.9
590-26-3276,A,Yangon,Member,Male,Fashion accessories,52.98,1,2.649,55.629,2/10/2019,0:00,Cash,52.98,4.761904762,2.649,4
119-12-1910,A,Yangon,Member,Female,Sports and travel,60.89,1,3.0445,63.9345,2/10/2019,6:00,Cash,60.89,4.761904762,3.0445,6
406-57-5231,B,Mandalay,Member,Male,Health and beauty,35.97,4,7.194,151.074,2/10/2019,7:00,Credit card,143.88,4.761904762,7.194,6.7
614-74-1872,C,Naypyitaw,Member,Male,Food and beverages,66.59,5,16.6475,349.5975,2/10/2019,11:00,Cash,332.95,4.761904762,16.6475,5.4
217-35-9400,A,Yangon,Normal,Male,Home and lifestyle,76.91,5,19.2275,403.7775,2/10/2019,12:00,Credit card,384.55,4.761904762,19.2275,4
133-18-5722,B,Mandalay,Member,Male,Sports and travel,65.48,4,13.096,275.016,2/10/2019,15:00,Ewallet,261.92,4.761904762,13.096,6.9
624-78-5008,A,Yangon,Normal,Female,Sports and travel,30.38,8,12.152,255.192,2/10/2019,17:00,Cash,243.04,4.761904762,12.152,5.8
944-10-7655,A,Yangon,Member,Female,Sports and travel,19.56,7,6.846,143.766,2/10/2019,20:00,Cash,136.92,4.761904762,6.846,9.7
146-13-5030,C,Naypyitaw,Normal,Male,Sports and travel,16.51,9,7.4295,156.0195,2/11/2019,0:00,Credit card,148.59,4.761904762,7.4295,7.2
791-19-4355,C,Naypyitaw,Normal,Female,Fashion accessories,59.61,7,20.8635,438.1335,2/11/2019,3:00,Ewallet,417.27,4.761904762,20.8635,7.7
476-15-4723,A,Yangon,Member,Female,Sports and travel,87.6,10,43.8,919.8,2/11/2019,5:00,Ewallet,876,4.761904762,43.8,6.8
417-61-4247,C,Naypyitaw,Member,Female,Food and beverages,73.43,1,3.6715,77.1015,2/11/2019,7:00,Ewallet,73.43,4.761904762,3.6715,7.1
934-55-5064,B,Mandalay,Normal,Female,Home and lifestyle,51.26,7,17.941,376.761,2/11/2019,8:00,Ewallet,358.82,4.761904762,17.941,4.5
685-24-6062,C,Naypyitaw,Member,Female,Fashion accessories,75.81,1,3.7905,79.6005,2/11/2019,8:00,Ewallet,75.81,4.761904762,3.7905,5.4
903-23-4695,B,Mandalay,Normal,Female,Sports and travel,98.98,7,34.643,727.503,2/11/2019,11:00,Credit card,692.86,4.761904762,34.643,8.6
817-12-3548,B,Mandalay,Normal,Male,Electronic accessories,41.39,10,20.695,434.595,2/11/2019,12:00,Cash,413.9,4.761904762,20.695,7.3
721-76-8549,B,Mandalay,Normal,Male,Electronic accessories,54.5,8,21.8,457.8,2/11/2019,18:00,Cash,436,4.761904762,21.8,6.4
185-28-1949,B,Mandalay,Member,Male,Home and lifestyle,92.9,9,41.805,877.905,2/12/2019,0:00,Credit card,836.1,4.761904762,41.805,7.7
424-19-7632,A,Yangon,Normal,Male,Health and beauty,44.11,3,6.6165,138.9465,2/12/2019,0:00,Cash,132.33,4.761904762,6.6165,7.8
496-60-2482,A,Yangon,Normal,Male,Health and beauty,100.46,4,20.092,421.932,2/12/2019,4:00,Ewallet,401.84,4.761904762,20.092,10
723-33-7994,A,Yangon,Normal,Female,Fashion accessories,92.44,4,18.488,388.248,2/12/2019,5:00,Ewallet,369.76,4.761904762,18.488,7.2
937-49-5716,C,Naypyitaw,Member,Male,Fashion accessories,65.46,9,29.457,618.597,2/12/2019,7:00,Ewallet,589.14,4.761904762,29.457,5.4
527-71-3537,A,Yangon,Normal,Male,Fashion accessories,78.56,7,27.496,577.416,2/12/2019,7:00,Cash,549.92,4.761904762,27.496,6.8
454-77-9736,C,Naypyitaw,Member,Female,Health and beauty,84.38,3,12.657,265.797,2/12/2019,8:00,Cash,253.14,4.761904762,12.657,7.9
816-65-8075,C,Naypyitaw,Normal,Female,Electronic accessories,86.71,10,43.355,910.455,2/12/2019,8:00,Ewallet,867.1,4.761904762,43.355,8.5
793-28-8082,A,Yangon,Member,Male,Health and beauty,41.05,5,10.2625,215.5125,2/12/2019,11:00,Cash,205.25,4.761904762,10.2625,4.6
879-20-8749,C,Naypyitaw,Normal,Female,Food and beverages,12.82,7,4.487,94.227,2/12/2019,12:00,Credit card,89.74,4.761904762,4.487,7.4
355-21-1730,B,Mandalay,Member,Female,Sports and travel,42.56,8,17.024,357.504,2/12/2019,13:00,Credit card,340.48,4.761904762,17.024,5.7
908-34-7505,C,Naypyitaw,Normal,Female,Fashion accessories,65.89,1,3.2945,69.1845,2/12/2019,18:00,Credit card,65.89,4.761904762,3.2945,6.2
358-12-5179,A,Yangon,Normal,Female,Electronic accessories,22.96,2,2.296,48.216,2/12/2019,20:00,Credit card,45.92,4.761904762,2.296,8.3
255-32-5802,C,Naypyitaw,Normal,Male,Home and lifestyle,11.06,7,3.871,81.291,2/12/2019,20:00,Ewallet,77.42,4.761904762,3.871,8.1
571-49-9325,C,Naypyitaw,Member,Female,Home and lifestyle,22.43,2,2.243,47.103,2/12/2019,20:00,Credit card,44.86,4.761904762,2.243,6
887-20-5959,C,Naypyitaw,Member,Male,Sports and travel,77.39,7,27.0865,568.8165,2/12/2019,22:00,Ewallet,541.73,4.761904762,27.0865,6.8
479-36-1276,C,Naypyitaw,Normal,Male,Electronic accessories,115.9,9,52.155,1095.255,2/12/2019,23:00,Cash,1043.1,4.761904762,52.155,6.2
335-22-3082,B,Mandalay,Member,Female,Health and beauty,107.24,2,10.724,225.204,2/13/2019,3:00,Cash,214.48,4.761904762,10.724,10
658-95-1158,B,Mandalay,Normal,Female,Health and beauty,59.36,7,20.776,436.296,2/13/2019,6:00,Ewallet,415.52,4.761904762,20.776,7.4
736-46-8956,C,Naypyitaw,Normal,Female,Food and beverages,74.26,4,14.852,311.892,2/13/2019,13:00,Credit card,297.04,4.761904762,14.852,5.7
625-98-8514,B,Mandalay,Normal,Male,Food and beverages,64.24,2,6.424,134.904,2/13/2019,14:00,Credit card,128.48,4.761904762,6.424,9
843-69-8803,A,Yangon,Member,Female,Health and beauty,60.05,7,21.0175,441.3675,2/13/2019,17:00,Ewallet,420.35,4.761904762,21.0175,9
378-38-7574,C,Naypyitaw,Normal,Female,Home and lifestyle,60.98,5,15.245,320.145,2/13/2019,19:00,Credit card,304.9,4.761904762,15.245,9.7
641-93-8762,C,Naypyitaw,Normal,Female,Fashion accessories,21.1,1,1.055,22.155,2/14/2019,3:00,Ewallet,21.1,4.761904762,1.055,10
638-98-3419,C,Naypyitaw,Member,Female,Home and lifestyle,93.45,5,23.3625,490.6125,2/14/2019,4:00,Cash,467.25,4.761904762,23.3625,8.1
314-24-3306,A,Yangon,Normal,Female,Food and beverages,35.12,3,5.268,110.628,2/14/2019,6:00,Cash,105.36,4.761904762,5.268,6.5
877-88-7263,B,Mandalay,Member,Male,Sports and travel,52.2,7,18.27,383.67,2/14/2019,6:00,Cash,365.4,4.761904762,18.27,6.7
227-92-3570,B,Mandalay,Member,Female,Health and beauty,76.76,6,23.028,483.588,2/14/2019,7:00,Credit card,460.56,4.761904762,23.028,6.6
787-14-1324,B,Mandalay,Member,Female,Food and beverages,33.76,8,13.504,283.584,2/14/2019,9:00,Credit card,270.08,4.761904762,13.504,6.4
419-23-2945,A,Yangon,Member,Female,Food and beverages,27.74,5,6.935,145.635,2/14/2019,9:00,Credit card,138.7,4.761904762,6.935,8.9
683-78-5486,B,Mandalay,Normal,Male,Fashion accessories,62.85,2,6.285,131.985,2/14/2019,10:00,Ewallet,125.7,4.761904762,6.285,7
482-25-4510,C,Naypyitaw,Member,Female,Health and beauty,13.44,9,6.048,127.008,2/14/2019,13:00,Credit card,120.96,4.761904762,6.048,8.5
945-65-3179,A,Yangon,Member,Male,Fashion accessories,70.43,8,28.172,591.612,2/14/2019,20:00,Ewallet,563.44,4.761904762,28.172,8
659-26-2646,C,Naypyitaw,Member,Male,Health and beauty,61.32,6,18.396,386.316,2/14/2019,20:00,Credit card,367.92,4.761904762,18.396,5.4
937-89-4420,B,Mandalay,Normal,Female,Fashion accessories,60.71,10,30.355,637.455,2/14/2019,20:00,Ewallet,607.1,4.761904762,30.355,4.4
583-47-1356,C,Naypyitaw,Normal,Female,Home and lifestyle,66.24,7,23.184,486.864,2/14/2019,21:00,Ewallet,463.68,4.761904762,23.184,5.1
851-71-4081,C,Naypyitaw,Member,Female,Sports and travel,59.76,9,26.892,564.732,2/14/2019,21:00,Cash,537.84,4.761904762,26.892,6.4
332-45-6123,B,Mandalay,Member,Male,Sports and travel,64.94,7,22.729,477.309,2/14/2019,23:00,Ewallet,454.58,4.761904762,22.729,7.2
143-65-8422,C,Naypyitaw,Normal,Male,Health and beauty,77.95,3,11.6925,245.5425,2/15/2019,1:00,Ewallet,233.85,4.761904762,11.6925,6
839-22-1465,C,Naypyitaw,Member,Male,Electronic accessories,92.44,6,27.732,582.372,2/15/2019,1:00,Ewallet,554.64,4.761904762,27.732,8.1
376-89-5942,B,Mandalay,Member,Male,Food and beverages,63.53,7,22.2355,466.9455,2/15/2019,1:00,Ewallet,444.71,4.761904762,22.2355,6.2
601-66-1325,A,Yangon,Member,Male,Food and beverages,74.29,2,7.429,156.009,2/15/2019,2:00,Ewallet,148.58,4.761904762,7.429,7.4
841-76-1303,B,Mandalay,Normal,Male,Health and beauty,29.55,3,4.4325,93.0825,2/15/2019,6:00,Ewallet,88.65,4.761904762,4.4325,7.2
583-42-8715,C,Naypyitaw,Member,Female,Fashion accessories,43.42,4,8.684,182.364,2/15/2019,12:00,Cash,173.68,4.761904762,8.684,9.6
516-40-9340,C,Naypyitaw,Member,Female,Electronic accessories,113.22,10,56.61,1188.81,2/15/2019,15:00,Ewallet,1132.2,4.761904762,56.61,5.5
126-81-7391,C,Naypyitaw,Member,Male,Home and lifestyle,45.3,6,13.59,285.39,2/15/2019,21:00,Cash,271.8,4.761904762,13.59,10
200-71-9287,B,Mandalay,Normal,Female,Fashion accessories,20.05,1,1.0025,21.0525,2/16/2019,3:00,Ewallet,20.05,4.761904762,1.0025,6.1
483-35-3369,C,Naypyitaw,Member,Female,Fashion accessories,53.92,9,24.264,509.544,2/16/2019,7:00,Credit card,485.28,4.761904762,24.264,5
495-31-1528,A,Yangon,Normal,Male,Health and beauty,21.71,5,5.4275,113.9775,2/16/2019,11:00,Credit card,108.55,4.761904762,5.4275,6.7
362-77-2663,B,Mandalay,Member,Male,Health and beauty,30.86,7,10.801,226.821,2/16/2019,14:00,Ewallet,216.02,4.761904762,10.801,10
392-47-7656,A,Yangon,Member,Female,Food and beverages,84.02,9,37.809,793.989,2/16/2019,15:00,Credit card,756.18,4.761904762,37.809,8.3
909-61-9884,A,Yangon,Normal,Male,Health and beauty,64,9,28.8,604.8,2/16/2019,16:00,Credit card,576,4.761904762,28.8,7.9
334-65-6950,B,Mandalay,Member,Male,Health and beauty,38.81,1,1.9405,40.7505,2/16/2019,18:00,Credit card,38.81,4.761904762,1.9405,8.2
436-17-6562,B,Mandalay,Normal,Female,Health and beauty,108.38,1,5.419,113.799,2/16/2019,22:00,Cash,108.38,4.761904762,5.419,5.8
638-61-6777,C,Naypyitaw,Normal,Male,Food and beverages,81.62,3,12.243,257.103,2/17/2019,1:00,Ewallet,244.86,4.761904762,12.243,7.5
190-95-9463,B,Mandalay,Normal,Female,Home and lifestyle,49.23,6,14.769,310.149,2/17/2019,1:00,Cash,295.38,4.761904762,14.769,7
933-14-7018,B,Mandalay,Member,Female,Home and lifestyle,33.18,2,3.318,69.678,2/17/2019,2:00,Cash,66.36,4.761904762,3.318,9.7
318-90-8119,A,Yangon,Normal,Female,Health and beauty,93.08,10,46.54,977.34,2/17/2019,8:00,Cash,930.8,4.761904762,46.54,6.8
681-16-4377,B,Mandalay,Member,Female,Food and beverages,62.64,1,3.132,65.772,2/17/2019,8:00,Ewallet,62.64,4.761904762,3.132,6.4
753-47-5071,A,Yangon,Normal,Female,Home and lifestyle,71.14,1,3.557,74.697,2/17/2019,8:00,Credit card,71.14,4.761904762,3.557,5.3
306-56-2440,A,Yangon,Normal,Male,Fashion accessories,85.02,5,21.255,446.355,2/17/2019,11:00,Credit card,425.1,4.761904762,21.255,7.2
654-38-1184,B,Mandalay,Normal,Male,Home and lifestyle,71.36,4,14.272,299.712,2/17/2019,12:00,Ewallet,285.44,4.761904762,14.272,7.4
840-14-9412,B,Mandalay,Member,Male,Home and lifestyle,35.26,1,1.763,37.023,2/17/2019,13:00,Ewallet,35.26,4.761904762,1.763,5.2
963-69-4188,B,Mandalay,Normal,Male,Food and beverages,60.99,4,12.198,256.158,2/17/2019,13:00,Ewallet,243.96,4.761904762,12.198,7.7
169-11-7765,B,Mandalay,Member,Female,Fashion accessories,35.36,3,5.304,111.384,2/17/2019,13:00,Credit card,106.08,4.761904762,5.304,7.3
526-13-9792,B,Mandalay,Normal,Female,Food and beverages,65.93,2,6.593,138.453,2/17/2019,16:00,Cash,131.86,4.761904762,6.593,8.5
236-12-5313,C,Naypyitaw,Member,Male,Health and beauty,71.68,9,32.256,677.376,2/17/2019,17:00,Cash,645.12,4.761904762,32.256,8.8
787-52-2152,B,Mandalay,Member,Female,Sports and travel,17.73,1,0.8865,18.6165,2/17/2019,19:00,Cash,17.73,4.761904762,0.8865,7.1
156-62-1143,B,Mandalay,Normal,Male,Home and lifestyle,55.64,7,19.474,408.954,2/17/2019,20:00,Cash,389.48,4.761904762,19.474,5.4
150-84-7361,A,Yangon,Normal,Male,Sports and travel,42.58,4,8.516,178.836,2/17/2019,22:00,Ewallet,170.32,4.761904762,8.516,5.8
715-64-6977,B,Mandalay,Member,Male,Food and beverages,33.35,5,8.3375,175.0875,2/18/2019,0:00,Cash,166.75,4.761904762,8.3375,9.6
255-62-7984,B,Mandalay,Normal,Female,Food and beverages,54.06,10,27.03,567.63,2/18/2019,1:00,Credit card,540.6,4.761904762,27.03,7.2
798-31-1944,B,Mandalay,Member,Female,Food and beverages,32.89,5,8.2225,172.6725,2/18/2019,2:00,Credit card,164.45,4.761904762,8.2225,9.6
909-36-8078,B,Mandalay,Member,Female,Sports and travel,83.1,1,4.155,87.255,2/18/2019,3:00,Credit card,83.1,4.761904762,4.155,7.7
