loan_id,credit_score,income_lpa,loan_amount_l,debt_ratio,employment_yr,num_accounts,late_payments,loan_purpose,defaulted
L00891,583,46.61,42.27,0.283,9.6,6,0,Personal,0
L00892,557,26.89,38.31,0.605,5.3,3,0,Education,1
L00893,569,18.4,67.91,0.18,2.6,4,2,Car,1
L00894,584,10.99,6.19,0.046,11.2,3,2,Car,0
L00895,631,12.41,12.62,0.404,0.5,11,2,Home,0
L00896,612,22.73,21.09,0.323,2.2,13,0,Car,0
L00897,638,34.72,47.89,0.177,3.7,5,0,Car,0
L00898,611,19.1,5.28,0.236,10.5,2,1,Home,0
L00899,605,13.14,33.48,0.141,3.6,13,0,Home,1
L00900,470,5.18,22.09,0.117,6.3,9,1,Car,0
L00901,673,19.45,77.39,0.213,1.8,7,0,Home,0
L00902,678,16.13,50.5,0.349,0.7,1,1,Home,0
L00903,746,41.12,19.6,0.318,7.9,8,1,Home,0
L00904,570,16.64,57.33,0.481,0.8,6,0,Personal,0
L00905,703,23.22,15.68,0.072,1.6,1,0,Education,0
L00906,656,29.49,8.96,0.479,1.5,10,2,Personal,0
L00907,753,18.17,12.7,0.118,9.9,6,1,Home,0
L00908,716,11.92,38.25,0.163,0.4,4,2,Personal,0
L00909,750,57.7,23.24,0.389,8.6,12,0,Home,0
L00910,666,15.23,44.02,0.558,7.0,9,0,Home,0
L00911,652,27.07,35.86,0.333,2.6,14,2,Personal,0
L00912,700,47.85,20.41,0.069,7.2,2,0,Education,0
L00913,760,31.18,74.11,0.131,1.6,12,1,Education,0
L00914,651,28.36,35.31,0.124,2.9,11,0,Personal,0
L00915,600,22.83,10.38,0.383,0.7,14,0,Car,0
L00916,682,39.3,47.76,0.397,3.0,14,1,Education,0
L00917,675,11.26,23.25,0.098,1.4,3,0,Home,0
L00918,564,17.81,43.39,0.409,7.8,2,1,Car,1
L00919,572,25.84,51.72,0.16,3.7,2,1,Personal,0
L00920,617,19.66,57.62,0.585,4.5,9,1,Personal,1
L00921,618,44.47,58.31,0.231,2.5,11,0,Personal,0
L00922,689,10.96,27.9,0.278,1.4,3,2,Home,0
L00923,695,45.41,62.7,0.692,3.5,2,3,Car,1
L00924,588,39.95,29.04,0.117,1.1,6,0,Education,0
L00925,567,10.59,39.48,0.196,3.7,12,0,Home,0
L00926,549,28.45,76.16,0.557,8.2,8,1,Education,0
L00927,579,14.02,12.34,0.282,0.6,3,2,Car,0
L00928,659,18.7,30.23,0.473,1.6,1,0,Home,1
L00929,710,22.39,27.12,0.132,3.4,8,0,Home,0
L00930,665,10.24,79.47,0.041,13.7,10,1,Education,0
L00931,675,21.3,7.31,0.249,0.7,6,1,Education,0
L00932,548,17.82,42.34,0.553,5.7,8,2,Education,0
L00933,718,36.22,55.62,0.073,1.2,8,1,Personal,0
L00934,675,38.92,71.38,0.106,0.2,14,0,Car,0
L00935,674,10.27,34.52,0.298,2.6,11,2,Home,1
L00936,644,30.54,43.41,0.342,4.5,14,1,Home,1
L00937,677,12.71,77.99,0.265,3.4,8,0,Home,0
L00938,651,19.5,38.18,0.303,5.6,3,3,Car,0
L00939,638,13.18,58.72,0.431,4.3,5,0,Home,0
L00940,752,61.57,51.0,0.339,0.6,10,1,Home,0
L00941,612,17.62,16.76,0.701,11.9,5,1,Education,0
L00942,667,8.73,49.49,0.213,6.9,8,0,Car,0
L00943,590,15.52,15.32,0.41,7.3,1,1,Home,0
L00944,692,16.35,50.85,0.068,3.2,2,1,Home,0
L00945,612,10.14,19.19,0.187,7.9,2,0,Personal,0
L00946,679,42.08,12.58,0.251,5.6,14,0,Personal,0
L00947,659,24.26,49.95,0.313,1.5,13,2,Personal,0
L00948,581,18.82,10.06,0.147,2.3,4,1,Car,0
L00949,847,22.86,16.96,0.179,1.4,6,0,Car,0
L00950,614,14.85,31.09,0.295,2.6,7,1,Car,0
L00951,694,23.87,51.38,0.2,5.5,11,3,Personal,0
L00952,700,23.37,46.64,0.077,1.1,7,0,Education,1
L00953,552,8.29,22.27,0.13,6.2,2,1,Car,0
L00954,674,28.23,65.47,0.136,0.6,6,1,Car,0
L00955,604,13.77,24.09,0.299,2.9,6,1,Education,0
L00956,585,25.39,61.2,0.084,2.8,7,1,Car,0
L00957,613,19.69,23.99,0.077,1.4,8,1,Home,0
L00958,850,20.25,25.7,0.169,10.3,10,0,Education,0
L00959,693,27.64,7.12,0.353,4.0,5,0,Car,0
L00960,596,55.2,42.28,0.38,4.3,5,1,Car,0
L00961,647,24.12,65.3,0.089,0.2,9,2,Personal,1
L00962,718,19.23,75.92,0.098,11.9,6,0,Education,0
L00963,756,9.01,7.67,0.159,1.1,11,0,Car,0
L00964,683,19.19,65.15,0.22,3.5,1,1,Car,0
L00965,613,14.22,14.24,0.39,1.8,1,0,Home,0
L00966,697,43.24,15.76,0.202,7.8,6,1,Personal,0
L00967,577,23.98,26.13,0.6,0.4,11,0,Education,0
L00968,565,47.05,12.89,0.156,0.8,14,1,Home,0
L00969,779,16.37,33.61,0.355,14.1,2,1,Home,0
L00970,568,14.31,40.38,0.366,10.0,4,0,Car,0
L00971,677,42.25,39.73,0.055,8.8,12,0,Car,0
L00972,814,12.23,73.99,0.26,8.2,5,0,Home,0
L00973,727,37.03,46.88,0.104,5.9,2,3,Car,0
L00974,504,24.31,9.53,0.369,1.2,14,0,Home,1
L00975,718,14.28,61.72,0.066,0.1,12,1,Personal,0
L00976,560,29.15,25.95,0.344,12.2,9,0,Home,0
L00977,589,12.74,41.66,0.225,0.9,5,1,Home,1
L00978,728,17.79,66.2,0.101,0.9,4,0,Education,0
L00979,741,14.8,38.91,0.454,9.0,3,0,Home,0
L00980,728,33.0,22.7,0.222,1.0,2,1,Home,0
L00981,850,13.3,65.07,0.433,0.1,9,0,Education,0
L00982,765,39.06,32.2,0.292,1.7,7,0,Education,0
L00983,717,18.8,76.03,0.049,0.4,11,2,Car,0
L00984,654,37.69,55.43,0.162,0.5,3,0,Car,0
L00985,715,23.35,35.02,0.374,0.6,13,1,Home,0
L00986,824,9.69,39.35,0.168,4.9,8,1,Car,0
L00987,692,54.16,53.15,0.428,1.5,14,2,Home,0
L00988,638,27.8,67.43,0.466,0.4,13,0,Personal,0
L00989,558,43.98,62.33,0.172,17.4,10,1,Education,0
L00990,635,9.82,67.82,0.31,2.9,12,0,Car,0
L00991,758,5.71,44.83,0.098,2.4,13,0,Car,0
L00992,754,45.14,27.32,0.278,0.8,10,0,Car,0
L00993,723,18.77,62.57,0.439,8.2,14,0,Home,0
L00994,598,22.21,31.87,0.303,11.6,11,1,Education,0
L00995,685,13.99,35.85,0.534,0.2,7,0,Home,0
L00996,610,14.24,47.96,0.028,8.2,1,1,Home,0
L00997,522,18.41,78.87,0.183,4.9,5,0,Car,1
L00998,693,26.27,29.32,0.291,10.3,1,0,Car,0
L00999,508,14.03,71.08,0.229,0.5,8,1,Education,0
L01000,633,11.89,8.87,0.515,1.9,14,0,Education,1
L01001,684,19.35,31.37,0.352,6.0,12,1,Education,0
L01002,630,33.18,61.64,0.067,4.4,4,1,Home,1
L01003,663,18.54,70.63,0.466,0.3,12,0,Personal,1
L01004,739,14.19,52.29,0.544,0.6,4,0,Car,1
L01005,613,29.95,22.74,0.201,7.8,14,2,Home,0
L01006,585,21.71,67.47,0.185,5.3,2,2,Home,0
L01007,825,9.3,17.72,0.49,0.7,2,1,Home,0
L01008,559,10.28,29.51,0.289,0.1,4,2,Personal,1
L01009,766,24.6,59.57,0.499,4.2,7,1,Home,0
L01010,443,30.05,18.01,0.255,5.8,13,0,Car,1
L01011,746,24.16,78.5,0.094,0.2,14,0,Education,0
L01012,622,31.0,66.01,0.224,1.3,6,0,Car,0
L01013,672,28.82,32.05,0.538,0.4,1,0,Education,1
L01014,607,12.29,48.76,0.364,1.1,11,0,Personal,1
L01015,598,27.26,74.65,0.249,2.6,8,1,Personal,0
L01016,659,34.93,79.35,0.545,5.2,6,1,Home,0
L01017,675,24.62,31.81,0.386,0.6,12,1,Car,1
L01018,577,41.4,61.19,0.424,4.8,12,1,Home,0
L01019,694,9.62,56.78,0.446,0.8,10,0,Home,1
L01020,669,41.86,32.68,0.2,1.1,5,1,Home,0
L01021,735,14.35,33.64,0.368,2.4,1,0,Car,0
L01022,573,41.94,15.49,0.247,6.7,9,2,Car,0
L01023,550,29.41,17.99,0.156,5.6,9,2,Home,0
L01024,740,12.81,67.86,0.181,0.8,14,2,Personal,1
L01025,504,29.28,75.55,0.329,4.8,14,0,Personal,0
L01026,756,19.8,76.06,0.142,4.6,12,3,Home,0
L01027,678,12.97,53.85,0.424,0.5,14,0,Home,0
L01028,631,14.27,60.49,0.236,1.3,10,0,Car,1
L01029,689,27.41,65.69,0.262,2.1,5,3,Car,0
L01030,739,32.0,40.38,0.112,0.6,14,2,Personal,0
L01031,668,20.67,42.31,0.399,0.8,9,0,Education,0
L01032,751,19.62,55.49,0.093,6.2,12,0,Education,0
L01033,737,13.16,32.67,0.379,0.4,14,0,Home,0
L01034,720,17.2,6.02,0.48,11.4,11,0,Home,0
L01035,558,10.99,63.1,0.611,1.3,10,0,Home,1
L01036,521,26.25,66.03,0.348,6.5,6,0,Car,0
L01037,491,30.15,8.83,0.286,6.1,13,0,Home,0
L01038,560,40.45,43.31,0.27,0.9,11,1,Education,0
L01039,731,53.47,47.56,0.277,4.3,11,1,Car,0
L01040,748,26.64,7.4,0.122,1.4,8,1,Education,0
L01041,641,11.11,60.96,0.359,0.7,12,2,Education,1
L01042,674,40.62,71.53,0.471,1.3,8,1,Home,0
L01043,528,20.1,72.55,0.083,2.7,6,0,Home,0
L01044,660,22.02,10.57,0.114,0.3,12,0,Home,0
L01045,574,12.67,25.01,0.444,13.2,4,1,Home,0
L01046,651,8.01,47.1,0.208,1.7,8,0,Home,0
L01047,699,22.25,6.98,0.204,5.6,10,0,Personal,0
L01048,531,26.59,30.92,0.093,4.3,2,1,Home,0
L01049,657,33.04,55.45,0.406,5.2,14,0,Personal,0
L01050,749,26.96,51.34,0.274,0.3,11,2,Car,0
L01051,623,21.21,40.37,0.172,4.2,9,3,Personal,0
L01052,548,69.41,28.65,0.111,1.9,6,0,Home,0
L01053,716,25.84,42.19,0.382,4.0,10,0,Car,0
L01054,700,17.67,5.64,0.064,1.2,5,1,Car,0
L01055,614,8.54,54.76,0.246,0.3,12,1,Car,0
L01056,579,31.16,39.95,0.264,0.0,4,0,Home,0
L01057,656,16.16,12.92,0.299,3.0,13,0,Car,0
L01058,835,17.01,25.39,0.31,3.4,10,0,Home,0
L01059,616,29.82,37.59,0.565,2.8,13,1,Home,0
L01060,602,56.12,44.26,0.144,12.5,8,1,Personal,0
L01061,665,13.18,6.52,0.251,8.1,7,0,Car,0
L01062,624,9.3,35.94,0.22,0.4,5,1,Car,1
L01063,693,30.81,28.46,0.102,7.0,8,1,Home,0
L01064,519,15.51,40.29,0.285,8.0,7,0,Car,1
L01065,747,14.42,61.54,0.354,4.9,9,0,Car,0
L01066,674,37.77,52.51,0.195,1.9,9,0,Car,0
L01067,781,24.22,61.07,0.137,5.3,11,0,Home,0
L01068,684,12.4,32.16,0.84,3.0,7,0,Personal,0
L01069,680,11.79,64.48,0.29,3.8,6,2,Car,1
L01070,605,15.44,15.4,0.432,0.3,13,6,Car,0
L01071,568,17.83,33.9,0.061,8.3,6,2,Home,1
L01072,676,19.64,45.21,0.126,1.1,3,2,Education,0
L01073,646,15.01,68.74,0.089,3.3,12,1,Home,1
L01074,613,20.78,60.86,0.137,0.6,10,1,Education,0
L01075,701,40.58,62.97,0.263,4.7,5,2,Home,0
L01076,547,23.44,46.18,0.393,11.6,2,0,Education,1
L01077,590,23.1,43.36,0.729,3.6,2,0,Car,1
L01078,603,26.77,9.57,0.18,0.4,6,2,Home,0
L01079,546,6.43,76.14,0.244,13.6,13,1,Home,0
L01080,590,77.78,9.25,0.281,1.0,5,0,Personal,0
L01081,517,36.34,6.33,0.344,8.2,10,2,Education,0
L01082,650,21.2,62.05,0.326,10.2,2,1,Education,0
L01083,801,34.69,51.4,0.276,10.9,7,0,Home,0
L01084,676,19.13,64.16,0.572,8.9,8,2,Car,1
L01085,648,13.04,49.52,0.183,1.4,13,0,Home,0
L01086,622,32.81,36.27,0.579,11.7,5,2,Car,0
L01087,744,26.59,37.6,0.1,7.3,9,0,Education,0
L01088,649,50.09,28.57,0.154,1.2,5,0,Education,0
L01089,702,17.96,30.19,0.16,10.1,14,0,Personal,0
L01090,595,17.34,44.99,0.082,7.7,5,1,Education,0
L01091,827,12.66,18.94,0.707,1.1,12,1,Home,0
L01092,652,25.7,26.48,0.308,1.9,1,1,Home,0
L01093,567,34.32,23.54,0.167,3.6,9,1,Home,0
L01094,731,9.92,50.78,0.213,3.3,6,0,Car,0
L01095,746,28.28,26.38,0.515,3.5,14,1,Home,0
L01096,715,20.02,21.95,0.055,2.3,9,1,Personal,0
L01097,592,26.62,68.1,0.444,2.8,3,1,Car,1
L01098,568,37.31,12.08,0.309,8.4,7,1,Home,0
L01099,658,14.54,25.94,0.224,5.4,9,0,Personal,0
L01100,548,11.12,75.27,0.173,1.8,1,1,Education,1
L01101,667,25.94,76.36,0.44,0.5,12,0,Car,0
L01102,606,12.21,33.82,0.264,4.6,9,0,Personal,0
L01103,726,12.2,14.81,0.207,4.2,2,3,Home,0
L01104,600,10.44,73.13,0.098,0.3,5,0,Home,0
L01105,761,65.15,7.73,0.33,3.2,6,0,Car,0
L01106,636,5.94,27.23,0.307,2.5,2,1,Home,1
L01107,418,32.9,37.06,0.121,1.6,5,2,Home,0
L01108,585,23.98,36.08,0.215,4.2,7,0,Home,0
L01109,579,34.63,79.13,0.548,1.2,8,2,Education,1
L01110,659,29.05,47.89,0.458,4.9,13,1,Education,0
L01111,599,33.53,12.25,0.282,4.0,2,1,Personal,0
L01112,798,17.46,41.1,0.1,5.1,13,1,Education,0
L01113,749,19.33,13.22,0.077,2.9,3,0,Home,0
L01114,552,23.23,15.7,0.032,0.9,14,1,Personal,0
L01115,583,51.22,54.77,0.441,1.0,2,0,Education,0
L01116,711,15.9,72.94,0.171,1.1,7,0,Personal,0
L01117,456,13.81,50.59,0.367,8.5,3,1,Personal,0
L01118,767,12.95,70.84,0.365,3.7,3,1,Personal,0
L01119,640,10.49,47.42,0.293,3.4,10,1,Home,1
L01120,715,16.43,37.95,0.27,2.2,8,2,Home,0
L01121,715,9.15,29.32,0.51,9.8,4,0,Home,0
L01122,735,25.15,40.34,0.328,7.2,13,0,Personal,0
L01123,605,11.29,73.24,0.107,4.7,6,1,Education,0
L01124,709,16.25,49.4,0.096,8.1,5,0,Home,1
L01125,691,14.4,64.89,0.377,0.2,10,1,Education,0
L01126,572,41.51,25.43,0.169,1.3,7,0,Personal,0
L01127,700,46.78,64.63,0.132,1.7,13,0,Home,0
L01128,447,25.68,75.59,0.572,0.7,13,1,Home,1
L01129,829,19.72,23.05,0.435,1.7,4,1,Personal,0
L01130,675,26.2,15.05,0.209,1.8,2,1,Home,0
L01131,683,40.18,8.21,0.19,7.4,8,1,Car,0
L01132,667,8.33,11.59,0.478,1.0,14,1,Home,0
L01133,712,43.05,23.03,0.333,3.4,5,1,Home,0
L01134,797,11.43,9.5,0.35,0.4,11,0,Education,0
L01135,731,34.57,76.11,0.301,2.6,1,0,Personal,0
L01136,745,12.36,67.09,0.346,14.8,6,0,Car,0
L01137,625,27.87,44.92,0.502,1.1,7,0,Personal,0
L01138,821,29.55,38.93,0.249,4.1,9,2,Car,0
L01139,683,25.14,22.01,0.26,4.4,10,1,Education,0
L01140,603,16.48,49.8,0.282,2.7,1,0,Education,1
L01141,633,15.64,43.76,0.21,10.4,2,0,Car,0
L01142,462,11.74,63.4,0.161,0.9,8,0,Personal,1
L01143,723,31.49,61.5,0.213,3.1,2,0,Car,1
L01144,738,52.51,53.91,0.059,0.2,10,0,Car,0
L01145,501,28.22,20.03,0.143,2.4,11,0,Car,0
L01146,775,6.05,54.58,0.202,2.4,4,2,Education,0
L01147,660,10.96,72.38,0.402,5.2,13,1,Home,1
L01148,713,23.53,55.84,0.183,0.7,8,2,Education,0
L01149,699,46.25,58.03,0.325,4.6,12,0,Personal,0
L01150,682,20.96,44.67,0.215,8.4,13,0,Car,0
L01151,660,14.23,59.75,0.254,1.6,7,1,Car,0
L01152,526,31.46,13.25,0.447,7.0,12,0,Home,0
L01153,610,22.78,54.43,0.176,1.8,6,2,Car,0
L01154,763,25.68,11.41,0.653,0.7,11,0,Car,0
L01155,504,35.33,33.68,0.395,2.2,11,1,Personal,1
L01156,703,21.35,57.07,0.059,3.0,8,0,Personal,0
L01157,727,31.99,33.01,0.497,1.2,5,2,Home,1
L01158,544,17.14,30.8,0.37,6.1,3,1,Car,1
L01159,769,24.18,15.53,0.384,0.4,3,1,Home,0
L01160,730,14.97,73.29,0.214,0.2,11,0,Car,1
L01161,767,17.82,11.99,0.406,5.0,10,1,Education,0
L01162,711,12.09,23.31,0.222,8.8,8,3,Education,0
L01163,669,16.55,12.16,0.239,7.1,5,2,Personal,0
L01164,618,13.65,62.37,0.409,10.8,7,0,Car,0
L01165,818,77.65,22.14,0.182,0.3,10,1,Car,0
L01166,723,15.65,55.7,0.543,5.0,11,0,Car,0
L01167,715,11.99,44.04,0.264,2.4,6,0,Car,1
L01168,682,30.52,59.45,0.31,5.3,2,2,Education,0
L01169,607,33.81,49.68,0.255,3.8,5,0,Home,0
L01170,566,14.63,44.49,0.372,4.8,12,1,Home,1
L01171,510,28.63,16.63,0.238,2.8,10,2,Home,0
L01172,593,26.3,54.69,0.602,0.6,2,0,Home,1
L01173,656,8.64,27.29,0.251,4.0,5,0,Home,0
L01174,725,10.46,57.23,0.148,0.6,8,0,Education,0
L01175,626,8.73,65.09,0.397,8.6,5,3,Personal,1
L01176,622,24.59,22.8,0.089,6.8,4,1,Home,0
L01177,561,31.28,62.01,0.285,24.1,2,0,Car,0
L01178,706,28.53,67.38,0.311,2.6,4,0,Education,1
L01179,681,26.87,46.19,0.279,6.6,8,3,Car,1
L01180,557,26.26,27.57,0.458,0.3,3,0,Education,0
L01181,659,17.84,70.62,0.413,6.7,7,1,Personal,1
L01182,690,12.63,59.66,0.275,1.7,7,0,Education,0
L01183,653,35.91,43.06,0.063,8.0,3,0,Home,0
L01184,634,24.63,33.76,0.327,1.8,14,1,Personal,0
L01185,590,18.89,63.22,0.325,1.2,7,0,Car,0
L01186,677,11.15,78.05,0.424,8.4,2,0,Car,0
L01187,589,35.58,65.31,0.299,7.4,11,0,Car,0
L01188,695,14.75,71.79,0.253,3.3,12,0,Home,0
L01189,651,21.35,5.66,0.16,1.2,6,0,Home,0
L01190,605,20.24,23.28,0.233,21.3,10,1,Home,0
L01191,399,26.1,12.0,0.267,11.6,3,1,Car,0
L01192,850,7.78,22.5,0.25,2.5,3,0,Car,0
L01193,626,33.17,60.85,0.49,6.0,14,1,Education,0
L01194,557,68.53,47.51,0.044,8.4,11,0,Home,0
L01195,575,38.92,75.62,0.073,5.6,4,0,Car,0
L01196,597,37.76,11.55,0.264,1.0,4,1,Home,0
L01197,687,47.56,40.49,0.137,7.7,14,0,Home,0
L01198,726,18.82,15.03,0.158,0.5,6,0,Home,0
L01199,651,20.01,38.02,0.34,0.1,2,2,Car,1
L01200,723,25.79,11.19,0.105,6.4,11,1,Education,0
L01201,727,33.0,23.89,0.25,5.6,12,1,Personal,0
L01202,664,8.34,33.47,0.183,0.3,9,1,Car,0
L01203,620,31.76,61.47,0.21,1.0,1,2,Education,0
L01204,600,45.06,23.98,0.317,1.4,1,0,Car,0
L01205,619,10.57,65.23,0.154,11.9,5,0,Education,0
L01206,675,45.78,29.28,0.147,3.7,1,1,Home,0
L01207,734,13.74,73.05,0.341,4.1,3,0,Home,0
L01208,777,23.14,55.04,0.089,0.7,7,1,Education,0
L01209,513,23.67,27.91,0.509,0.7,3,0,Education,0
L01210,665,12.8,15.75,0.13,3.1,3,1,Education,0
L01211,591,11.17,34.93,0.059,10.1,9,1,Personal,0
L01212,717,54.08,65.45,0.057,6.2,14,1,Home,0
L01213,569,13.36,12.61,0.28,9.7,2,0,Home,0
L01214,730,17.9,21.02,0.24,3.9,6,1,Car,0
L01215,762,64.89,51.62,0.582,1.1,7,0,Home,0
L01216,445,24.08,18.05,0.43,2.9,4,0,Education,1
L01217,772,11.81,33.99,0.288,5.9,1,0,Education,0
L01218,640,9.99,61.96,0.395,0.3,12,1,Car,1
L01219,600,47.84,29.02,0.215,0.8,7,0,Home,0
L01220,630,26.08,9.06,0.183,3.4,1,1,Home,0
L01221,644,7.32,56.79,0.117,4.0,14,1,Education,0
L01222,675,9.5,70.58,0.583,7.2,7,0,Personal,0
L01223,713,20.25,22.43,0.446,1.1,9,2,Education,0
L01224,659,20.52,78.4,0.276,4.8,14,0,Home,0
L01225,635,43.17,11.61,0.193,2.5,10,1,Personal,0
L01226,597,16.44,16.18,0.354,4.3,9,0,Home,0
L01227,722,12.96,61.37,0.215,1.1,8,0,Education,0
L01228,613,29.26,33.82,0.444,0.9,6,0,Car,0
L01229,616,17.34,24.14,0.293,1.8,3,2,Personal,1
L01230,633,25.62,53.93,0.088,5.1,12,0,Car,0
L01231,501,25.14,23.57,0.495,3.3,10,1,Home,0
L01232,816,37.35,55.82,0.295,20.2,8,0,Home,0
L01233,629,24.07,12.04,0.449,3.2,2,0,Home,0
L01234,641,21.06,55.39,0.178,0.6,13,2,Home,0
L01235,588,16.23,43.94,0.085,1.5,2,0,Car,0
L01236,619,40.14,45.62,0.324,0.2,10,0,Car,0
L01237,668,46.28,8.63,0.364,4.6,6,1,Education,0
L01238,534,19.88,12.09,0.198,0.2,1,1,Home,0
L01239,615,25.48,71.73,0.526,1.1,3,1,Education,1
L01240,577,8.64,33.44,0.123,8.5,9,0,Education,0
L01241,729,37.92,30.18,0.708,1.9,3,0,Education,0
L01242,757,41.85,57.42,0.538,7.8,7,4,Car,0
L01243,676,12.92,48.86,0.169,10.2,4,1,Car,0
L01244,626,31.14,64.74,0.106,0.2,5,0,Personal,0
L01245,625,27.68,40.13,0.1,0.4,4,3,Education,0
L01246,839,22.07,12.46,0.409,1.3,4,0,Personal,0
L01247,746,20.27,40.66,0.446,4.6,4,1,Education,0
L01248,749,43.63,58.02,0.069,7.2,3,2,Personal,0
L01249,596,11.03,69.85,0.093,5.0,14,0,Personal,1
L01250,650,14.13,49.9,0.05,2.4,13,1,Personal,0
L01251,647,19.58,27.13,0.611,7.5,11,3,Home,0
L01252,531,10.06,14.61,0.189,3.4,10,1,Home,0
L01253,667,22.16,39.38,0.518,0.6,7,0,Education,0
L01254,792,14.47,51.64,0.399,1.7,13,0,Personal,0
L01255,705,16.78,63.41,0.163,3.1,5,0,Car,0
L01256,636,11.85,44.94,0.456,2.4,9,0,Car,0
L01257,720,14.76,76.06,0.222,5.4,7,2,Home,0
L01258,798,18.25,79.9,0.134,0.7,3,1,Personal,0
L01259,588,22.99,77.62,0.344,1.1,14,1,Home,0
L01260,649,19.11,29.82,0.197,1.7,4,2,Personal,0
L01261,494,13.61,7.36,0.235,5.4,11,0,Education,0
L01262,598,72.77,78.6,0.139,1.3,11,0,Home,0
L01263,749,34.81,7.16,0.213,4.2,9,1,Personal,0
L01264,740,24.13,33.56,0.02,0.4,9,3,Home,0
L01265,770,36.57,20.18,0.122,0.7,8,3,Car,0
L01266,756,12.04,62.97,0.344,10.1,11,1,Personal,0
L01267,734,10.37,50.49,0.231,20.8,5,0,Education,0
L01268,604,10.42,74.93,0.271,2.0,9,0,Home,1
L01269,508,14.34,32.11,0.213,1.7,10,2,Car,0
L01270,681,23.47,7.54,0.111,0.5,5,0,Car,0
L01271,635,29.46,51.67,0.083,15.8,1,0,Personal,0
L01272,788,16.93,50.53,0.164,14.5,9,2,Education,0
L01273,486,24.05,44.7,0.476,1.7,4,1,Home,0
L01274,672,21.5,59.1,0.409,9.3,1,1,Home,0
L01275,637,17.89,41.8,0.365,1.6,5,2,Personal,0
L01276,607,27.91,32.71,0.371,12.8,2,0,Home,0
L01277,541,36.53,37.96,0.195,5.6,10,2,Education,0
L01278,728,8.11,72.32,0.175,3.8,5,2,Education,0
L01279,610,21.1,65.38,0.433,0.6,13,1,Car,0
L01280,641,8.72,12.55,0.353,1.5,11,0,Education,0
L01281,466,32.72,18.73,0.356,0.9,8,0,Car,1
L01282,744,32.56,21.64,0.442,0.9,11,3,Car,0
L01283,666,10.25,34.72,0.569,1.0,5,2,Education,1
L01284,684,24.73,66.45,0.108,0.3,7,2,Car,0
L01285,599,11.87,58.8,0.238,0.3,8,0,Education,0
L01286,656,22.32,33.68,0.385,1.8,6,0,Education,0
L01287,636,14.13,41.15,0.444,0.8,2,0,Home,0
L01288,822,36.01,47.46,0.272,8.6,5,1,Education,0
L01289,785,20.56,64.17,0.333,0.4,13,0,Car,0
L01290,766,29.91,29.34,0.188,10.6,8,3,Car,0
L01291,642,22.7,33.79,0.357,3.4,13,1,Car,0
L01292,649,30.18,35.42,0.133,27.4,4,2,Personal,0
L01293,612,28.57,56.38,0.094,1.3,14,1,Car,0
L01294,636,23.27,18.16,0.582,3.3,14,1,Education,0
L01295,694,10.19,22.77,0.48,2.4,14,1,Home,0
L01296,624,14.85,64.9,0.326,4.1,4,0,Personal,1
L01297,648,15.16,69.49,0.108,0.7,14,0,Personal,1
L01298,775,22.63,73.76,0.125,3.0,11,0,Home,0
L01299,602,21.22,45.94,0.234,1.2,4,1,Home,0
L01300,585,7.45,28.86,0.138,0.1,13,1,Car,0
L01301,484,37.59,69.96,0.106,3.5,3,0,Education,0
L01302,719,22.73,23.19,0.218,5.0,4,0,Car,0
L01303,777,12.66,34.51,0.458,2.2,13,0,Personal,0
L01304,775,34.58,44.65,0.346,7.0,8,2,Home,0
L01305,670,11.85,62.11,0.557,7.2,7,1,Personal,0
L01306,604,26.95,59.34,0.282,2.5,7,0,Education,0
L01307,805,21.24,54.36,0.27,0.6,9,1,Personal,1
L01308,637,22.41,69.37,0.274,2.1,9,0,Education,0
L01309,665,29.77,46.29,0.145,1.5,3,0,Personal,0
L01310,554,34.83,16.89,0.099,5.4,1,0,Education,0
L01311,595,11.95,27.23,0.405,0.2,9,1,Home,0
L01312,658,10.63,44.11,0.4,1.7,5,3,Personal,0
L01313,588,34.95,33.68,0.235,4.8,12,1,Education,0
L01314,518,16.21,12.04,0.194,6.7,13,0,Personal,0
L01315,550,17.79,19.52,0.026,1.3,3,0,Personal,0
L01316,574,22.39,46.68,0.156,10.3,6,1,Education,0
L01317,653,14.94,28.99,0.065,1.7,6,2,Personal,0
L01318,712,13.7,50.59,0.046,0.4,1,0,Personal,0
L01319,666,18.83,33.94,0.242,5.9,9,0,Home,0
L01320,696,12.56,71.0,0.218,1.0,9,0,Car,0
L01321,682,11.5,45.28,0.31,5.3,2,1,Car,0
L01322,630,22.46,60.83,0.388,3.6,9,2,Home,1
L01323,613,24.62,58.54,0.472,1.0,2,0,Car,0
L01324,676,31.28,12.61,0.405,2.5,3,0,Home,0
L01325,648,32.98,19.85,0.259,2.1,12,0,Education,0
L01326,596,34.15,46.78,0.206,5.9,6,0,Personal,0
L01327,713,12.14,26.59,0.22,2.0,7,1,Education,0
L01328,809,15.01,61.66,0.525,12.9,1,1,Home,0
L01329,583,40.41,77.34,0.336,0.0,9,3,Home,0
L01330,690,20.02,46.84,0.289,1.4,6,0,Car,0
L01331,646,30.49,7.82,0.248,3.8,8,0,Car,0
L01332,591,12.51,23.06,0.314,0.2,9,1,Education,0
L01333,550,19.96,31.29,0.3,5.6,8,0,Personal,0
L01334,737,18.53,68.41,0.361,17.8,8,1,Personal,0
L01335,657,18.35,78.08,0.325,1.4,12,0,Car,0
L01336,513,36.29,18.73,0.44,3.5,12,0,Home,0
