property_id,city,area_sqft,bedrooms,bathrooms,total_rooms,year_built,age_years,overall_quality,location_score,floor,has_parking,has_gym,price_lakhs
P0700,Chennai,1689,3,2,5,1991,33,5,8.3,7,1,0,1.14
P0701,Hyderabad,1486,5,4,9,1986,38,6,1.3,5,1,0,0.8
P0702,Hyderabad,2429,4,3,7,1990,34,6,5.2,15,0,1,1.44
P0703,Mumbai,1377,5,4,9,2016,8,3,6.8,17,0,0,1.19
P0704,Bangalore,955,4,3,7,2004,20,4,8.5,16,1,1,1.13
P0705,Mumbai,866,3,2,5,2018,6,9,1.4,5,0,1,1.27
P0706,Delhi,2164,2,1,3,2000,24,9,8.7,12,1,0,2.32
P0707,Chennai,1032,4,2,6,2009,15,8,5.9,22,1,0,1.36
P0708,Hyderabad,2853,3,2,5,1996,28,1,2.8,13,0,1,1.16
P0709,Bangalore,551,1,1,2,1991,33,5,3.9,20,1,0,0.63
P0710,Hyderabad,2818,3,2,5,2023,1,7,3.5,9,1,0,2.64
P0711,Mumbai,1927,5,3,8,2001,23,5,5.8,23,1,0,1.5
P0712,Mumbai,1742,3,2,5,1995,29,9,1.5,10,0,0,1.24
P0713,Bangalore,1473,3,2,5,1990,34,7,2.4,12,1,0,1.0
P0714,Delhi,2039,3,2,5,2007,17,3,8.3,11,0,1,1.59
P0715,Hyderabad,1777,2,1,3,2011,13,9,2.2,8,1,1,1.75
P0716,Delhi,2462,3,2,5,1990,34,9,3.1,3,1,0,1.7
P0717,Delhi,1869,3,2,5,2022,2,3,5.1,6,1,0,1.27
P0718,Bangalore,1890,2,1,3,1986,38,6,5.7,23,1,0,1.21
P0719,Delhi,1582,4,2,6,2006,18,5,7.9,21,0,0,1.24
P0720,Hyderabad,1766,3,2,5,2004,20,5,5.0,1,1,1,1.4
P0721,Delhi,1985,4,3,7,2009,15,4,8.1,6,1,1,1.92
P0722,Delhi,774,4,3,7,1999,25,6,6.6,8,1,1,0.93
P0723,Chennai,991,2,2,4,2013,11,9,2.0,4,1,0,1.11
P0724,Delhi,2246,3,2,5,1992,32,6,2.4,14,0,0,1.15
P0725,Chennai,1903,3,2,5,2021,3,3,4.9,17,1,0,1.26
P0726,Mumbai,1690,4,2,6,2017,7,7,4.6,3,1,0,1.69
P0727,Mumbai,1811,2,1,3,2006,18,5,7.7,18,0,0,1.36
P0728,Hyderabad,2009,3,2,5,1989,35,8,6.2,19,0,1,1.37
P0729,Chennai,1476,3,2,5,2023,1,6,4.5,6,0,1,1.49
P0730,Delhi,1333,3,2,5,2002,22,4,2.5,7,1,1,0.91
P0731,Bangalore,1918,2,1,3,2022,2,4,3.0,16,1,1,1.71
P0732,Hyderabad,1213,3,2,5,2021,3,7,6.2,12,1,0,1.56
P0733,Mumbai,2045,4,3,7,2014,10,4,4.8,23,0,0,1.52
P0734,Mumbai,778,3,2,5,2015,9,7,5.6,20,0,0,1.04
P0735,Bangalore,2417,3,2,5,1994,30,4,2.5,22,1,0,1.12
P0736,Mumbai,2084,3,3,6,1999,25,5,7.0,10,1,0,1.86
P0737,Mumbai,1954,4,3,7,2002,22,6,8.7,0,1,1,1.82
P0738,Hyderabad,2390,2,1,3,2007,17,9,3.3,1,1,0,1.93
P0739,Mumbai,2799,4,3,7,2017,7,9,5.4,16,0,0,2.69
P0740,Chennai,2409,3,3,6,2000,24,4,9.8,4,1,0,2.07
P0741,Bangalore,695,3,2,5,2022,2,5,4.0,5,1,0,0.95
P0742,Bangalore,1032,2,2,4,2019,5,3,6.4,24,0,0,0.96
P0743,Chennai,1425,2,1,3,2018,6,6,1.8,23,1,0,1.18
P0744,Delhi,1816,3,2,5,2012,12,6,6.5,6,0,0,1.43
P0745,Mumbai,2111,3,2,5,1986,38,9,1.8,20,1,1,1.48
P0746,Mumbai,1365,4,3,7,2014,10,9,9.6,14,1,0,2.34
P0747,Chennai,1912,1,1,2,1997,27,5,7.4,18,1,0,1.22
P0748,Mumbai,1347,3,2,5,2000,24,6,8.1,15,0,0,1.28
P0749,Mumbai,1433,3,2,5,1989,35,8,7.3,24,1,1,1.63
P0750,Hyderabad,956,1,1,2,2012,12,8,6.3,12,1,0,1.37
P0751,Hyderabad,1246,2,1,3,2023,1,1,5.0,4,0,1,0.98
P0752,Delhi,989,3,2,5,2004,20,5,8.7,2,1,1,1.07
P0753,Mumbai,1214,3,2,5,2008,16,6,9.6,2,1,1,1.38
P0754,Chennai,2432,3,2,5,2011,13,4,5.5,18,1,0,1.68
P0755,Chennai,1230,3,2,5,2014,10,4,9.4,13,1,0,1.22
P0756,Mumbai,3379,3,3,6,2011,13,2,6.2,15,0,0,2.21
P0757,Mumbai,2096,1,1,2,2010,14,7,5.8,21,0,0,1.74
P0758,Chennai,1911,3,2,5,1991,33,4,5.1,16,0,0,0.94
P0759,Hyderabad,1285,5,4,9,2022,2,2,2.9,3,0,1,0.87
P0760,Chennai,2220,3,2,5,1989,35,4,1.0,12,1,1,0.99
P0761,Mumbai,1455,3,2,5,2007,17,8,3.2,7,0,0,1.21
P0762,Delhi,1873,3,2,5,2012,12,8,5.6,18,1,0,1.72
P0763,Bangalore,3336,4,3,7,2018,6,6,4.4,4,1,1,3.08
P0764,Mumbai,1742,4,3,7,1999,25,5,5.0,1,1,0,1.38
P0765,Mumbai,2490,3,3,6,2016,8,10,9.8,14,1,0,3.67
P0766,Delhi,1378,5,3,8,2010,14,4,4.2,1,0,0,0.9
P0767,Bangalore,1779,2,1,3,2015,9,4,5.1,10,1,1,1.45
P0768,Bangalore,2862,1,1,2,2003,21,5,2.2,12,1,0,1.53
P0769,Chennai,1424,4,2,6,1993,31,4,1.4,22,1,1,0.83
P0770,Chennai,2887,4,3,7,2013,11,5,8.0,9,1,0,2.28
P0771,Hyderabad,2225,2,1,3,2023,1,9,6.1,2,1,0,2.66
P0772,Chennai,1463,3,2,5,1988,36,7,7.8,4,0,0,1.34
P0773,Delhi,2179,1,1,2,1987,37,5,2.3,2,1,0,0.98
P0774,Delhi,2384,3,2,5,2013,11,9,6.1,5,0,0,2.7
P0775,Bangalore,2173,4,2,6,1995,29,2,3.3,12,1,0,0.97
P0776,Mumbai,858,3,2,5,2017,7,4,3.1,9,1,1,0.97
P0777,Hyderabad,1364,3,2,5,2022,2,6,1.1,18,1,0,1.09
P0778,Mumbai,1651,3,2,5,1995,29,7,2.2,7,0,1,1.18
P0779,Delhi,1755,1,1,2,2011,13,2,3.8,17,1,1,1.06
P0780,Bangalore,2172,3,2,5,2017,7,5,2.1,2,0,1,1.32
P0781,Bangalore,1907,3,2,5,2005,19,7,9.9,23,0,1,2.19
P0782,Bangalore,999,5,3,8,2023,1,7,3.8,23,0,0,1.13
P0783,Bangalore,2028,4,3,7,2015,9,7,2.2,16,0,0,1.28
P0784,Mumbai,2166,1,1,2,2022,2,5,2.8,7,0,1,1.61
P0785,Mumbai,2136,4,2,6,1986,38,3,6.3,9,1,1,1.27
P0786,Hyderabad,2448,4,3,7,2011,13,6,1.6,1,0,1,1.64
P0787,Delhi,2300,4,3,7,2020,4,3,8.8,11,1,0,1.87
P0788,Delhi,2076,3,2,5,1995,29,9,9.7,22,0,0,1.89
P0789,Delhi,1758,3,2,5,2002,22,6,3.2,5,1,0,1.1
P0790,Mumbai,803,3,2,5,1985,39,5,5.1,1,1,1,0.76
P0791,Bangalore,2058,2,1,3,2019,5,7,1.2,20,1,0,1.67
P0792,Bangalore,1925,2,2,4,2019,5,6,6.8,22,1,0,2.02
P0793,Chennai,1963,2,1,3,2015,9,5,4.7,23,1,0,1.47
P0794,Chennai,1034,3,2,5,2012,12,8,3.4,2,1,0,1.16
P0795,Mumbai,1151,4,3,7,2023,1,8,2.9,16,0,0,1.31
P0796,Delhi,2432,3,2,5,1985,39,7,6.9,6,1,1,1.84
P0797,Mumbai,1776,2,1,3,2009,15,2,4.7,20,1,1,1.14
P0798,Mumbai,2209,5,4,9,2022,2,6,2.6,4,0,0,1.83
P0799,Delhi,1817,5,3,8,2004,20,7,7.2,22,1,0,1.75
P0800,Delhi,1818,4,3,7,1987,37,3,6.1,0,1,1,1.02
P0801,Chennai,2363,5,3,8,1986,38,4,8.7,7,0,0,1.26
P0802,Chennai,1490,3,2,5,2002,22,8,2.1,11,0,1,1.05
P0803,Hyderabad,1858,5,4,9,1994,30,2,8.1,13,1,0,1.05
P0804,Chennai,1523,2,1,3,1989,35,7,7.1,15,1,0,1.15
P0805,Mumbai,1539,3,2,5,1993,31,6,2.0,9,1,0,1.01
P0806,Delhi,1614,2,1,3,1986,38,6,7.3,14,1,1,1.23
P0807,Delhi,1933,2,2,4,2018,6,1,5.0,20,1,0,1.34
P0808,Delhi,1513,2,1,3,2022,2,8,9.5,23,0,0,1.86
P0809,Mumbai,2553,3,2,5,2015,9,5,2.3,14,0,0,1.27
P0810,Mumbai,1263,4,3,7,1994,30,6,6.8,9,0,0,1.05
P0811,Bangalore,1688,3,2,5,1996,28,7,4.4,20,1,0,1.2
P0812,Chennai,1536,2,1,3,2020,4,7,9.6,6,0,0,1.83
P0813,Chennai,2668,4,3,7,2005,19,9,4.0,2,1,0,2.11
P0814,Delhi,1918,3,3,6,1990,34,6,9.7,1,1,0,1.83
P0815,Bangalore,2419,3,2,5,1987,37,5,9.1,5,1,0,1.59
P0816,Bangalore,909,3,2,5,1994,30,9,3.4,20,1,0,0.96
P0817,Chennai,1960,3,2,5,1989,35,7,8.2,8,0,0,1.6
P0818,Mumbai,2334,3,2,5,2010,14,5,10.0,9,1,0,2.44
P0819,Chennai,1849,4,2,6,2005,19,3,3.3,3,1,0,1.12
P0820,Bangalore,2439,3,2,5,2010,14,8,4.9,2,1,0,2.22
P0821,Mumbai,1490,3,3,6,2022,2,5,5.7,8,0,0,1.37
P0822,Mumbai,2646,4,3,7,2010,14,7,3.7,23,1,0,2.11
P0823,Mumbai,3179,4,3,7,1992,32,6,1.1,21,1,0,1.69
P0824,Bangalore,1582,2,1,3,1989,35,4,3.0,16,1,0,0.85
P0825,Chennai,1533,2,1,3,1999,25,7,3.5,13,1,0,1.11
P0826,Delhi,2672,1,1,2,2000,24,2,5.0,9,1,1,1.74
P0827,Delhi,2748,3,2,5,1985,39,5,2.5,12,1,1,1.51
P0828,Hyderabad,1486,3,2,5,2000,24,6,8.9,11,1,0,1.62
P0829,Mumbai,1548,2,2,4,2021,3,6,7.3,0,1,0,1.5
P0830,Mumbai,1631,5,3,8,1987,37,7,1.8,21,0,1,1.14
P0831,Delhi,993,3,2,5,2015,9,8,6.9,18,0,1,1.19
P0832,Chennai,1249,2,1,3,1997,27,7,6.9,18,1,0,1.07
P0833,Bangalore,1198,3,2,5,2000,24,2,9.6,5,1,0,0.83
P0834,Delhi,1339,3,3,6,2005,19,4,1.0,12,1,0,0.84
P0835,Hyderabad,1779,2,2,4,1986,38,6,3.2,18,1,0,0.99
P0836,Chennai,1941,3,3,6,2011,13,9,9.4,12,0,0,2.37
P0837,Mumbai,2730,4,2,6,2022,2,8,9.4,21,0,0,3.42
P0838,Chennai,1201,3,2,5,2010,14,8,7.5,20,1,1,1.77
P0839,Mumbai,2391,3,2,5,2022,2,5,7.9,3,1,0,2.25
P0840,Bangalore,1672,3,2,5,2009,15,6,1.8,23,1,0,1.32
P0841,Mumbai,1770,1,1,2,1995,29,6,5.6,1,1,0,1.32
P0842,Chennai,2205,2,1,3,1992,32,4,3.1,14,1,0,1.28
P0843,Delhi,1126,3,2,5,1992,32,2,2.6,11,1,0,0.64
P0844,Hyderabad,2029,2,1,3,2017,7,9,8.3,6,0,0,2.31
P0845,Delhi,1900,1,1,2,1991,33,4,2.2,19,1,0,0.92
P0846,Bangalore,2095,4,3,7,2022,2,4,5.2,17,1,0,1.54
P0847,Delhi,1974,5,3,8,2005,19,3,9.4,22,0,1,1.47
P0848,Hyderabad,3273,4,2,6,1992,32,9,2.7,12,1,0,2.35
P0849,Chennai,1417,4,3,7,2005,19,6,9.8,16,1,0,1.57
P0850,Mumbai,1481,2,1,3,2004,20,7,9.9,3,1,0,1.58
P0851,Hyderabad,1426,5,4,9,1992,32,9,6.0,24,1,0,1.32
P0852,Delhi,1467,2,1,3,2015,9,5,2.5,13,0,0,0.94
P0853,Bangalore,1418,5,3,8,2013,11,7,3.8,19,0,0,1.12
P0854,Chennai,2513,5,4,9,1993,31,2,4.8,12,0,0,1.07
P0855,Mumbai,2652,4,3,7,1999,25,4,3.8,2,0,0,1.52
P0856,Hyderabad,1458,5,3,8,2014,10,8,3.5,17,1,1,1.28
P0857,Delhi,1301,3,2,5,2010,14,7,9.8,13,0,0,1.78
P0858,Mumbai,2083,3,3,6,1994,30,5,2.4,14,0,0,1.18
P0859,Hyderabad,1469,3,2,5,2013,11,5,7.6,2,1,0,1.25
P0860,Chennai,2180,3,2,5,2000,24,6,1.0,0,1,1,1.39
P0861,Mumbai,1922,2,1,3,2020,4,1,6.4,23,1,0,1.27
P0862,Mumbai,891,3,2,5,2004,20,4,9.2,16,1,0,1.05
P0863,Chennai,2729,5,3,8,2021,3,4,3.6,2,1,1,2.12
P0864,Mumbai,2878,2,1,3,2006,18,4,2.7,13,0,0,1.63
P0865,Hyderabad,1432,4,2,6,1991,33,8,6.9,2,0,0,1.12
P0866,Chennai,1567,4,4,8,2007,17,5,7.4,12,1,0,1.26
P0867,Delhi,1972,5,4,9,2013,11,4,7.2,14,1,1,1.62
P0868,Delhi,2001,5,4,9,2000,24,6,3.9,17,0,1,1.44
P0869,Bangalore,2195,3,2,5,2022,2,8,3.3,13,0,1,1.8
P0870,Delhi,3006,5,3,8,2012,12,4,9.6,20,1,1,2.81
P0871,Chennai,1694,4,3,7,2022,2,3,9.3,2,0,1,1.7
P0872,Hyderabad,1321,2,2,4,2015,9,5,5.1,18,0,0,1.14
P0873,Bangalore,972,3,2,5,1998,26,7,8.6,7,0,1,1.26
P0874,Delhi,1361,4,3,7,2017,7,6,5.1,3,1,0,1.36
P0875,Mumbai,1780,2,1,3,1993,31,8,4.8,3,1,0,1.33
P0876,Bangalore,2877,3,3,6,2011,13,9,2.4,18,0,0,2.36
P0877,Chennai,1489,3,2,5,2008,16,8,4.8,10,1,0,1.37
P0878,Chennai,1934,2,2,4,1997,27,7,5.8,0,0,1,1.69
P0879,Mumbai,1790,3,3,6,2010,14,6,1.2,7,1,0,1.26
P0880,Hyderabad,2513,4,2,6,2013,11,2,5.0,14,1,0,1.54
P0881,Delhi,3316,3,2,5,2012,12,10,8.0,0,1,0,5.19
P0882,Chennai,1481,1,1,2,2012,12,5,7.1,6,1,1,1.3
P0883,Chennai,1506,1,1,2,1992,32,4,6.7,20,0,0,0.72
P0884,Bangalore,2426,3,2,5,2007,17,7,9.2,19,1,0,2.57
P0885,Delhi,2209,5,4,9,2013,11,5,1.2,19,0,0,1.34
P0886,Bangalore,2908,2,2,4,1989,35,6,6.0,23,0,0,1.66
P0887,Mumbai,2150,3,2,5,1991,33,6,8.1,10,1,0,1.51
P0888,Chennai,1584,2,1,3,2020,4,6,5.9,13,0,0,1.45
P0889,Mumbai,2154,3,2,5,2011,13,8,3.9,21,1,1,2.13
P0890,Delhi,2465,4,4,8,1986,38,4,2.2,15,0,0,1.01
P0891,Mumbai,2292,4,2,6,2009,15,6,9.0,13,1,0,2.08
P0892,Chennai,2104,2,2,4,1993,31,6,5.2,11,1,0,1.38
P0893,Bangalore,2440,3,2,5,2011,13,7,8.9,16,1,0,2.74
P0894,Chennai,2502,1,1,2,1985,39,8,6.3,13,0,0,1.43
P0895,Chennai,2629,3,2,5,2007,17,5,7.1,9,0,0,2.03
P0896,Chennai,2189,3,2,5,1994,30,7,8.2,23,1,0,1.81
P0897,Mumbai,1700,2,1,3,2009,15,4,6.9,13,1,1,1.57
P0898,Bangalore,1888,3,2,5,1987,37,9,4.6,17,1,0,1.32
P0899,Bangalore,2524,3,2,5,1990,34,5,5.6,21,0,0,1.43
P0900,Mumbai,1310,4,2,6,1990,34,7,8.2,8,1,0,1.12
P0901,Mumbai,2021,5,4,9,1986,38,2,4.4,16,0,0,0.75
P0902,Delhi,1564,1,1,2,2002,22,4,4.5,5,1,0,1.06
P0903,Mumbai,1817,4,3,7,2007,17,6,1.9,7,1,0,1.26
P0904,Delhi,2567,3,2,5,1986,38,8,9.2,12,0,1,2.14
P0905,Mumbai,1915,3,2,5,1996,28,6,1.8,17,0,0,1.24
P0906,Bangalore,1828,4,2,6,2006,18,9,6.8,4,0,0,1.81
P0907,Mumbai,984,4,3,7,2021,3,6,4.7,5,1,1,1.41
P0908,Delhi,2248,5,4,9,2004,20,6,4.7,20,0,0,1.49
P0909,Hyderabad,2187,3,2,5,2023,1,3,7.1,18,1,1,1.84
P0910,Bangalore,3098,3,2,5,2008,16,8,1.6,3,0,0,2.03
P0911,Delhi,1615,4,3,7,2004,20,4,6.3,6,1,0,1.22
P0912,Bangalore,1931,3,2,5,1985,39,8,7.9,3,1,0,1.94
P0913,Mumbai,1950,3,2,5,1985,39,9,8.5,24,1,1,1.98
P0914,Mumbai,2746,3,2,5,2001,23,9,2.5,10,1,1,2.37
P0915,Mumbai,1743,3,2,5,1985,39,6,9.1,11,1,0,1.51
P0916,Hyderabad,1967,2,1,3,2014,10,7,6.9,13,0,0,1.92
P0917,Chennai,2165,2,1,3,1987,37,7,8.9,12,0,0,1.57
P0918,Chennai,1912,4,4,8,1995,29,3,5.4,9,0,0,0.9
P0919,Hyderabad,1532,2,1,3,2008,16,7,5.9,17,1,0,1.59
P0920,Hyderabad,1916,3,2,5,2006,18,2,9.3,15,1,0,1.33
P0921,Chennai,2444,2,1,3,2010,14,6,9.1,4,0,0,2.24
P0922,Chennai,1184,1,1,2,1997,27,4,5.0,7,1,0,0.77
P0923,Delhi,1880,1,1,2,1985,39,4,3.5,13,1,0,0.87
P0924,Mumbai,1380,2,1,3,2008,16,5,4.5,4,0,1,1.12
P0925,Bangalore,2517,4,2,6,1994,30,6,4.5,23,1,1,1.54
P0926,Bangalore,886,3,2,5,2019,5,7,3.6,7,1,0,1.13
P0927,Hyderabad,1465,5,4,9,2008,16,3,3.4,24,0,1,0.79
P0928,Delhi,2026,3,2,5,2012,12,6,8.7,5,1,0,1.8
P0929,Chennai,2739,3,2,5,2020,4,4,1.6,15,0,1,1.99
P0930,Bangalore,1761,3,2,5,2000,24,6,7.1,3,1,0,1.38
P0931,Mumbai,1467,3,2,5,2000,24,7,2.6,11,0,0,1.0
P0932,Bangalore,2929,4,3,7,2001,23,6,4.1,10,1,1,2.15
P0933,Bangalore,931,3,2,5,1999,25,7,1.6,2,0,0,0.7
P0934,Bangalore,500,3,2,5,2000,24,5,3.4,11,1,1,0.68
P0935,Bangalore,2064,4,2,6,1999,25,7,7.9,4,0,1,2.03
P0936,Mumbai,1499,5,3,8,2018,6,6,9.0,5,1,1,2.02
P0937,Delhi,1187,4,2,6,1995,29,6,3.0,18,1,0,0.96
P0938,Bangalore,2225,3,2,5,1985,39,7,5.2,17,0,0,1.47
P0939,Bangalore,1946,4,3,7,1999,25,1,5.2,15,1,0,0.95
P0940,Bangalore,1462,3,2,5,2010,14,7,8.9,22,1,1,1.79
P0941,Mumbai,1032,3,2,5,1988,36,7,7.9,10,1,0,0.98
P0942,Mumbai,2323,2,2,4,1989,35,5,5.6,4,1,0,1.37
P0943,Delhi,2190,3,2,5,2019,5,3,7.0,8,1,0,1.68
P0944,Delhi,1740,2,1,3,1997,27,3,8.6,2,1,0,1.11
P0945,Bangalore,2908,3,2,5,1994,30,9,1.1,7,1,0,2.27
P0946,Hyderabad,1158,4,2,6,1995,29,7,4.6,5,1,0,1.1
P0947,Mumbai,885,2,1,3,2002,22,3,9.2,3,1,1,1.09
P0948,Mumbai,1385,2,1,3,2018,6,5,7.7,11,1,0,1.51
P0949,Delhi,1773,2,2,4,2023,1,6,5.9,11,0,1,1.61
P0950,Delhi,1946,5,4,9,2007,17,8,5.8,24,0,0,1.89
P0951,Bangalore,1655,3,3,6,1991,33,2,4.1,20,1,0,0.8
P0952,Chennai,2011,3,2,5,2023,1,4,5.7,15,1,0,1.73
P0953,Chennai,1049,4,2,6,1987,37,8,6.9,9,0,0,1.0
P0954,Mumbai,2666,4,2,6,1996,28,1,4.8,21,1,0,1.26
P0955,Hyderabad,1751,3,2,5,1991,33,4,7.4,13,1,1,1.37
P0956,Mumbai,2470,3,2,5,2010,14,9,8.8,12,1,0,2.96
P0957,Bangalore,2006,4,3,7,2017,7,7,2.4,8,0,0,1.48
P0958,Chennai,2074,3,2,5,2021,3,4,5.1,6,1,0,1.8
P0959,Chennai,2142,2,2,4,1999,25,2,4.7,11,0,1,1.01
P0960,Delhi,2069,4,3,7,1986,38,2,7.2,4,0,0,0.91
P0961,Delhi,2186,3,2,5,1991,33,4,3.2,17,1,0,1.07
P0962,Bangalore,2597,3,2,5,2016,8,8,6.8,3,0,0,2.71
P0963,Mumbai,1918,3,2,5,1988,36,5,8.9,1,1,1,1.46
P0964,Mumbai,2225,1,1,2,2004,20,7,4.8,2,1,0,1.79
P0965,Bangalore,1746,2,1,3,2020,4,9,9.2,11,1,0,2.72
P0966,Delhi,2664,4,3,7,2016,8,5,9.9,2,1,0,2.72
P0967,Bangalore,1394,1,1,2,2012,12,4,2.0,3,1,1,0.93
P0968,Mumbai,2881,3,2,5,1997,27,6,3.1,5,1,0,1.87
P0969,Chennai,1776,3,3,6,1985,39,9,9.6,11,1,1,2.02
P0970,Mumbai,942,2,2,4,2019,5,8,9.6,18,1,0,1.93
P0971,Hyderabad,1877,5,4,9,2014,10,2,1.9,9,1,0,1.11
P0972,Delhi,1391,2,1,3,2020,4,7,1.1,0,0,0,1.1
P0973,Bangalore,2304,3,2,5,2009,15,6,2.4,16,1,1,1.83
P0974,Hyderabad,1408,3,2,5,2000,24,9,10.0,15,0,0,1.56
P0975,Delhi,1532,2,1,3,2003,21,3,2.6,8,1,1,0.83
P0976,Mumbai,666,1,1,2,1985,39,6,5.5,24,1,0,0.7
P0977,Delhi,1529,4,3,7,1989,35,8,8.6,20,1,1,1.58
P0978,Mumbai,500,5,4,9,2006,18,5,1.2,8,1,0,0.73
P0979,Bangalore,850,2,1,3,2008,16,6,6.4,22,1,0,1.1
P0980,Delhi,2256,3,2,5,2021,3,3,3.5,8,1,0,1.49
P0981,Hyderabad,2271,4,3,7,2020,4,5,8.8,11,0,0,1.85
P0982,Bangalore,2055,4,2,6,2020,4,5,3.6,22,0,0,1.54
P0983,Mumbai,1220,3,2,5,1988,36,9,7.2,8,1,0,1.45
P0984,Chennai,1771,3,2,5,2020,4,5,7.1,14,0,0,1.53
P0985,Delhi,1798,3,2,5,2002,22,6,3.0,1,1,0,1.14
P0986,Delhi,1105,4,4,8,2000,24,7,1.3,10,1,0,0.97
P0987,Delhi,2702,4,3,7,2002,22,4,4.7,10,0,0,1.64
P0988,Bangalore,2326,2,2,4,2006,18,6,3.6,7,1,0,1.85
P0989,Delhi,1667,3,2,5,1986,38,7,8.3,22,1,0,1.32
P0990,Bangalore,1816,4,3,7,2005,19,8,8.2,5,1,0,2.02
P0991,Mumbai,1925,4,2,6,2020,4,7,5.1,20,1,0,1.92
P0992,Hyderabad,575,5,3,8,2023,1,7,6.5,19,1,1,1.21
P0993,Chennai,1652,4,2,6,2023,1,3,6.4,6,1,1,1.62
P0994,Delhi,1391,3,2,5,2013,11,9,8.4,2,1,0,2.09
P0995,Chennai,1199,3,2,5,2010,14,3,4.8,7,1,0,0.98
P0996,Bangalore,1631,3,2,5,2005,19,7,3.5,17,0,0,1.08
P0997,Mumbai,2879,2,1,3,2001,23,4,3.4,16,1,0,1.73
P0998,Mumbai,2185,3,3,6,2000,24,9,5.8,10,0,0,2.0
P0999,Mumbai,1457,4,2,6,2015,9,7,5.0,1,0,0,1.32
P1000,Chennai,2144,2,1,3,1993,31,7,5.0,24,0,0,1.49
P1001,Bangalore,2640,4,3,7,2015,9,4,1.8,20,0,0,1.43
P1002,Delhi,2355,3,2,5,1998,26,6,7.5,23,1,0,1.91
P1003,Mumbai,1836,5,4,9,2021,3,7,2.9,18,1,0,1.68
P1004,Bangalore,1412,1,1,2,1986,38,7,2.8,6,1,0,0.85
P1005,Bangalore,2219,3,3,6,1998,26,3,4.7,17,0,0,1.15
P1006,Chennai,2036,3,2,5,2017,7,9,3.1,7,1,0,2.06
P1007,Hyderabad,2337,3,2,5,2019,5,8,6.3,13,1,1,2.74
P1008,Delhi,2181,4,3,7,2023,1,5,4.3,6,1,1,1.9
P1009,Delhi,2430,4,3,7,2004,20,8,5.0,20,0,0,1.97
P1010,Delhi,1479,2,2,4,1986,38,6,5.8,3,1,0,1.14
P1011,Chennai,2590,3,2,5,2003,21,6,2.8,16,1,0,1.55
P1012,Mumbai,1919,3,2,5,2021,3,5,2.4,4,1,0,1.57
P1013,Delhi,3045,3,2,5,2002,22,6,8.9,11,0,0,2.52
P1014,Chennai,1386,5,4,9,2000,24,7,4.9,8,1,0,1.15
P1015,Mumbai,2842,4,3,7,1988,36,5,4.7,19,1,0,1.44
P1016,Delhi,1919,3,2,5,1996,28,7,1.3,12,1,0,1.2
P1017,Bangalore,1409,4,3,7,2013,11,7,5.5,24,1,1,1.65
P1018,Mumbai,1510,3,2,5,1991,33,7,6.0,17,0,1,1.24
P1019,Delhi,1608,5,4,9,1998,26,2,6.0,19,1,0,0.82
P1020,Bangalore,2054,3,2,5,1996,28,8,7.4,8,1,0,2.04
P1021,Delhi,2114,4,3,7,2019,5,6,2.6,3,0,0,1.74
P1022,Mumbai,1456,4,2,6,1989,35,4,3.3,20,0,1,0.78
P1023,Hyderabad,1785,3,2,5,2001,23,4,8.3,7,1,1,1.68
P1024,Mumbai,3085,4,3,7,2016,8,6,9.5,0,1,1,3.47
P1025,Chennai,2837,2,1,3,1994,30,8,2.2,16,0,0,1.51
P1026,Mumbai,2062,3,2,5,2001,23,5,5.5,24,1,1,1.43
P1027,Delhi,1823,3,3,6,1989,35,7,2.9,8,0,0,1.06
P1028,Mumbai,1872,5,3,8,1993,31,3,1.5,19,0,1,0.72
P1029,Mumbai,2168,4,3,7,2017,7,6,3.9,12,1,1,1.92
P1030,Mumbai,1186,4,3,7,2020,4,10,2.3,1,0,0,1.88
P1031,Delhi,1646,4,2,6,2020,4,7,7.4,12,1,0,1.73
P1032,Bangalore,799,3,2,5,2002,22,4,5.8,8,1,1,0.82
P1033,Mumbai,2040,5,4,9,1993,31,6,2.3,19,1,0,1.12
P1034,Hyderabad,2188,3,3,6,2013,11,4,1.1,5,0,0,1.1
P1035,Delhi,1510,3,3,6,1998,26,5,8.3,0,1,0,1.23
P1036,Delhi,2744,2,2,4,2009,15,8,2.6,24,1,0,2.14
P1037,Mumbai,1065,4,2,6,1999,25,7,6.5,4,0,0,1.06
P1038,Bangalore,921,4,3,7,1990,34,4,4.0,2,1,0,0.7
P1039,Chennai,1935,3,2,5,2013,11,9,6.3,3,1,0,2.4
P1040,Bangalore,2428,1,1,2,1999,25,6,3.8,0,0,0,1.4
P1041,Delhi,2810,4,3,7,2013,11,5,1.8,13,0,0,1.67
P1042,Mumbai,1525,1,1,2,1988,36,6,3.0,8,0,0,0.91
P1043,Chennai,2447,4,3,7,2002,22,7,2.7,23,0,0,1.35
P1044,Mumbai,1777,5,4,9,2023,1,6,4.9,3,1,0,1.77
P1045,Delhi,1696,3,2,5,2000,24,6,6.9,17,1,0,1.35
P1046,Mumbai,2330,2,1,3,1995,29,6,3.4,13,1,1,1.7
P1047,Delhi,2191,4,3,7,1998,26,4,1.1,24,0,0,1.11
P1048,Mumbai,854,4,3,7,1987,37,8,5.7,3,1,1,0.98
P1049,Hyderabad,2686,3,2,5,2022,2,6,6.5,24,0,0,2.6
P1050,Chennai,2628,5,4,9,2002,22,3,9.7,9,1,1,1.72
