customer_id,city,age_group,category,order_value_inr,num_items,recency_days,rating,discount_pct
CUST_0837,Pune,18-25,Electronics,642.21,8,72,3,15
CUST_0838,Mumbai,36-45,Fashion,247.28,4,31,4,5
CUST_0839,Bangalore,18-25,Sports,50.0,11,11,5,0
CUST_0840,Bangalore,18-25,Electronics,149.78,1,83,4,25
CUST_0841,Chennai,46-55,Fashion,50.0,6,58,3,25
CUST_0842,Bangalore,18-25,Fashion,64.22,10,177,5,10
CUST_0843,Chennai,46-55,Fashion,101.05,11,7,2,20
CUST_0844,Kolkata,26-35,Groceries,49114.17,11,11,4,10
CUST_0845,Chennai,18-25,Sports,60.28,1,10,4,5
CUST_0846,Delhi,55+,Electronics,141.12,5,70,4,0
CUST_0847,Chennai,26-35,Electronics,371.88,7,9,5,5
CUST_0848,Kolkata,46-55,Electronics,333.03,6,3,4,10
CUST_0849,Delhi,18-25,Home Decor,90.96,2,294,4,0
CUST_0850,Bangalore,46-55,Groceries,62.22,11,1,4,5
CUST_0851,Chennai,18-25,Fashion,69.75,4,81,4,15
CUST_0852,Hyderabad,26-35,Home Decor,130.38,11,20,4,15
CUST_0853,Mumbai,36-45,Home Decor,618.04,2,82,3,10
CUST_0854,Pune,46-55,Home Decor,473.5,11,36,2,25
CUST_0855,Mumbai,46-55,Sports,50.0,1,104,3,0
CUST_0856,Chennai,36-45,Fashion,209.79,3,117,3,10
CUST_0857,Chennai,46-55,Books,86.14,3,1,4,15
CUST_0858,Delhi,18-25,Fashion,50.0,7,3,5,10
CUST_0859,Bangalore,26-35,Home Decor,311.94,1,12,5,5
CUST_0860,Chennai,26-35,Books,35088.25,9,49,5,0
CUST_0861,Hyderabad,26-35,Home Decor,66.01,11,98,4,20
CUST_0862,Delhi,26-35,Books,50.0,6,27,4,10
CUST_0863,Delhi,26-35,Electronics,711.16,4,42,4,20
CUST_0864,Delhi,18-25,Groceries,67.11,3,9,3,10
CUST_0865,Delhi,36-45,Sports,195.91,3,73,2,15
CUST_0866,Bangalore,18-25,Sports,165.5,2,153,4,20
CUST_0867,Chennai,26-35,Electronics,430.66,2,14,5,15
CUST_0868,Chennai,26-35,Electronics,109.03,10,30,3,5
CUST_0869,Pune,36-45,Electronics,728.23,5,4,2,10
CUST_0870,Kolkata,36-45,Books,114.72,9,36,5,20
CUST_0871,Mumbai,36-45,Home Decor,134.86,2,31,3,5
CUST_0872,Mumbai,18-25,Electronics,304.29,2,7,5,5
CUST_0873,Bangalore,26-35,Groceries,50.0,6,26,5,0
CUST_0874,Delhi,18-25,Home Decor,244.49,10,18,5,25
CUST_0875,Chennai,26-35,Books,71.13,2,33,4,0
CUST_0876,Chennai,26-35,Groceries,51.39,4,39,4,10
CUST_0877,Hyderabad,18-25,Groceries,132.78,6,1,4,5
CUST_0878,Bangalore,26-35,Groceries,50.0,5,64,4,5
CUST_0879,Chennai,55+,Fashion,169.7,1,56,4,15
CUST_0880,Mumbai,55+,Groceries,50.0,6,20,3,0
CUST_0881,Mumbai,26-35,Books,50.0,1,2,4,10
CUST_0882,Bangalore,18-25,Home Decor,140.94,3,63,4,15
CUST_0883,Chennai,18-25,Groceries,64.68,10,139,5,20
CUST_0884,Chennai,26-35,Books,50.0,5,12,5,0
CUST_0885,Hyderabad,55+,Electronics,283.61,10,17,4,20
CUST_0886,Chennai,18-25,Fashion,209.17,5,9,3,15
CUST_0887,Bangalore,36-45,Electronics,222.15,10,38,5,20
CUST_0888,Mumbai,18-25,Electronics,87.14,6,7,4,10
CUST_0889,Chennai,55+,Books,182.46,10,19,5,10
CUST_0890,Mumbai,26-35,Sports,380.56,8,53,5,25
CUST_0891,Hyderabad,36-45,Electronics,112.05,5,36,2,20
CUST_0892,Pune,26-35,Fashion,187.56,11,21,5,5
CUST_0893,Pune,36-45,Home Decor,108.35,1,24,1,0
CUST_0894,Delhi,18-25,Electronics,388.99,5,37,4,5
CUST_0895,Bangalore,18-25,Groceries,68.34,3,1,4,5
CUST_0896,Mumbai,46-55,Books,50.0,4,3,3,0
CUST_0897,Mumbai,46-55,Groceries,50.0,8,95,5,0
CUST_0898,Pune,46-55,Electronics,181.33,7,3,1,20
CUST_0899,Chennai,36-45,Fashion,51.9,11,55,3,0
CUST_0900,Chennai,36-45,Home Decor,83.29,5,113,4,15
CUST_0901,Mumbai,18-25,Groceries,51.18,2,14,5,0
CUST_0902,Chennai,26-35,Electronics,177.71,6,20,5,5
CUST_0903,Chennai,26-35,Books,77.67,11,37,5,0
CUST_0904,Bangalore,36-45,Electronics,1035.42,6,96,5,0
CUST_0905,Delhi,26-35,Books,50.0,10,128,4,15
CUST_0906,Pune,18-25,Electronics,381.57,10,60,1,20
CUST_0907,Hyderabad,36-45,Sports,187.96,11,4,3,0
CUST_0908,Mumbai,36-45,Fashion,157.58,6,49,4,10
CUST_0909,Mumbai,26-35,Fashion,114.79,9,23,5,10
CUST_0910,Mumbai,18-25,Electronics,570.73,11,28,4,20
CUST_0911,Bangalore,18-25,Fashion,158.88,8,2,5,15
CUST_0912,Mumbai,26-35,Home Decor,60.2,8,9,4,10
CUST_0913,Bangalore,26-35,Sports,252.6,1,70,2,15
CUST_0914,Delhi,36-45,Fashion,219.68,5,27,3,20
CUST_0915,Bangalore,36-45,Fashion,58.66,7,16,5,0
CUST_0916,Delhi,36-45,Books,50.0,6,21,5,5
CUST_0917,Mumbai,26-35,Home Decor,279.9,5,86,5,25
CUST_0918,Kolkata,46-55,Groceries,50.0,8,62,3,15
CUST_0919,Hyderabad,18-25,Fashion,254.86,3,14,5,10
CUST_0920,Chennai,26-35,Fashion,715.81,6,5,3,10
CUST_0921,Pune,36-45,Books,50.0,5,13,1,5
CUST_0922,Delhi,18-25,Electronics,104.37,8,114,5,10
CUST_0923,Pune,18-25,Groceries,68.87,4,39,4,15
CUST_0924,Hyderabad,46-55,Fashion,192.4,8,34,4,5
CUST_0925,Delhi,26-35,Home Decor,134.71,10,40,3,15
CUST_0926,Chennai,36-45,Electronics,1007.65,2,20,4,20
CUST_0927,Mumbai,18-25,Groceries,50.0,9,74,5,0
CUST_0928,Delhi,36-45,Groceries,94.02,9,33,4,10
CUST_0929,Bangalore,26-35,Groceries,50.0,10,5,5,5
CUST_0930,Mumbai,18-25,Electronics,1246.71,10,6,3,15
CUST_0931,Chennai,36-45,Groceries,265.92,6,34,4,0
CUST_0932,Pune,26-35,Groceries,50.0,4,124,4,10
CUST_0933,Kolkata,26-35,Groceries,50.0,4,16,3,20
CUST_0934,Delhi,18-25,Groceries,107.43,6,91,4,5
CUST_0935,Chennai,18-25,Books,50.0,5,64,3,25
CUST_0936,Mumbai,26-35,Home Decor,156.25,6,12,5,30
CUST_0937,Chennai,18-25,Fashion,110.24,7,1,4,0
CUST_0938,Pune,46-55,Home Decor,50.0,7,4,3,0
CUST_0939,Chennai,18-25,Groceries,53.42,9,58,4,25
CUST_0940,Bangalore,26-35,Electronics,18508.59,8,10,4,25
CUST_0941,Mumbai,18-25,Electronics,212.36,6,20,5,0
CUST_0942,Bangalore,26-35,Fashion,342.83,6,31,5,0
CUST_0943,Bangalore,46-55,Home Decor,59.3,5,58,4,0
CUST_0944,Hyderabad,18-25,Books,86.26,1,5,5,30
CUST_0945,Mumbai,55+,Home Decor,129.62,9,23,4,0
CUST_0946,Chennai,18-25,Groceries,50.0,9,29,3,10
CUST_0947,Chennai,36-45,Fashion,203.29,9,35,5,20
CUST_0948,Pune,26-35,Electronics,15580.74,11,76,4,0
CUST_0949,Pune,46-55,Fashion,170.51,8,8,4,10
CUST_0950,Bangalore,26-35,Fashion,234.36,10,74,5,0
CUST_0951,Bangalore,26-35,Electronics,241.7,3,53,4,20
CUST_0952,Bangalore,18-25,Electronics,193.05,1,36,5,0
CUST_0953,Chennai,18-25,Groceries,50.0,11,54,5,15
CUST_0954,Pune,46-55,Books,50.0,8,23,4,15
CUST_0955,Delhi,26-35,Sports,1333.75,7,6,4,0
CUST_0956,Delhi,26-35,Sports,341.11,5,49,4,0
CUST_0957,Delhi,36-45,Groceries,47426.23,10,33,5,5
CUST_0958,Chennai,26-35,Fashion,50.0,7,45,4,0
CUST_0959,Chennai,55+,Groceries,79.41,10,18,2,20
CUST_0960,Hyderabad,36-45,Home Decor,251.04,4,106,4,20
CUST_0961,Chennai,36-45,Electronics,488.76,9,39,4,10
CUST_0962,Bangalore,46-55,Fashion,88.09,11,4,2,10
CUST_0963,Mumbai,18-25,Home Decor,146.56,10,26,1,10
CUST_0964,Delhi,26-35,Fashion,140.42,2,63,4,20
CUST_0965,Mumbai,26-35,Groceries,29686.96,9,71,4,5
CUST_0966,Mumbai,26-35,Groceries,50.0,9,30,4,0
CUST_0967,Hyderabad,36-45,Electronics,262.15,5,101,3,0
CUST_0968,Mumbai,46-55,Fashion,54.66,11,14,3,10
CUST_0969,Bangalore,26-35,Fashion,124.27,1,23,5,5
CUST_0970,Delhi,26-35,Electronics,3432.25,7,102,4,5
CUST_0971,Bangalore,55+,Electronics,422.74,10,101,3,0
CUST_0972,Kolkata,26-35,Home Decor,126.09,10,52,4,15
CUST_0973,Hyderabad,26-35,Fashion,225.83,4,88,4,0
CUST_0974,Mumbai,26-35,Groceries,79.47,9,4,2,0
CUST_0975,Chennai,46-55,Fashion,151.17,6,90,3,5
CUST_0976,Mumbai,26-35,Sports,204.78,3,17,2,0
CUST_0977,Bangalore,36-45,Fashion,559.79,6,8,5,10
CUST_0978,Chennai,36-45,Fashion,50.0,10,12,5,5
CUST_0979,Delhi,26-35,Home Decor,236.68,6,24,5,5
CUST_0980,Bangalore,26-35,Home Decor,77.22,5,13,5,10
CUST_0981,Mumbai,46-55,Electronics,491.36,2,17,4,0
CUST_0982,Hyderabad,26-35,Home Decor,77.7,10,6,4,0
CUST_0983,Chennai,36-45,Fashion,77.36,10,15,4,20
CUST_0984,Chennai,55+,Groceries,50.0,2,38,1,5
CUST_0985,Hyderabad,36-45,Electronics,687.74,7,26,4,5
CUST_0986,Delhi,36-45,Electronics,656.9,2,19,5,0
CUST_0987,Bangalore,36-45,Books,50.0,6,61,4,10
CUST_0988,Delhi,46-55,Groceries,56.44,5,100,4,10
CUST_0989,Mumbai,26-35,Fashion,61.23,4,63,4,10
CUST_0990,Hyderabad,18-25,Books,50.0,7,18,4,15
CUST_0991,Hyderabad,26-35,Books,50.0,8,61,5,0
CUST_0992,Bangalore,36-45,Electronics,246.16,4,7,5,0
CUST_0993,Mumbai,26-35,Groceries,376.36,1,6,4,20
CUST_0994,Bangalore,36-45,Electronics,445.47,1,19,5,25
CUST_0995,Mumbai,26-35,Books,16378.71,1,74,4,0
CUST_0996,Chennai,36-45,Books,50.0,11,12,5,10
CUST_0997,Pune,18-25,Sports,285.31,1,2,4,0
CUST_0998,Chennai,36-45,Electronics,1674.91,5,6,4,0
CUST_0999,Kolkata,26-35,Electronics,88.59,4,88,4,5
CUST_1000,Delhi,18-25,Fashion,50.0,9,45,5,0
